On-Off Premise,Supplier,Brand,Brand Family,Product Num,Product Name,Package,Customer ID,Customer Name,Shipping Address,Buyer Count   2025/1,Units   2025/1,Buyer Count   2025/2,Units   2025/2,Buyer Count   2025/3,Units   2025/3,Buyer Count   2025/4,Units   2025/4,Buyer Count   2025/5,Units   2025/5,Buyer Count   2025/6,Units   2025/6,Buyer Count   2025/7,Units   2025/7,Buyer Count   2025/8,Units   2025/8,Buyer Count   2025/9,Units   2025/9,Buyer Count   2025/10,Units   2025/10,Buyer Count   2025/11,Units   2025/11,Buyer Count   2025/12,Units   2025/12,Buyer Count   2026/1,Units   2026/1,Buyer Count   2026/2,Units   2026/2,Buyer Count   2026/3,Units   2026/3,Buyer Count   2026/4,Units   2026/4,Buyer Count   2026/5,Units   2026/5,Buyer Count   2026/6,Units   2026/6,Buyer Count   2026/7,Units   2026/7
Off Premise,Bardstown Bourbon Co,Bardstown Origin Series Bourbon,Bardstown Bourbon,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,1/750ML,78008,Shop Rite Liq(A) Roch Pk,220 W Passaic St,,,1.00,3.00,,,,,,,,,,,,,,,,,,,1.00,6.00,,,,,,,,,,,,,1.00,6.00
Off Premise,Bardstown Bourbon Co,Bardstown Origin Series Bourbon,Bardstown Bourbon,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,1/750ML,231308,Wantage Plaza Liq Outlet,205 NJ-23,,,1.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Chateau Diana Winery,Chateau Diana Merlot,Chateau Diana,200173,Chateau Diana Merlot 12/750 mL Btl,1/12/750ml Btl,14007,Total Wine & More (Totowa),465 US Highway 46,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,
Off Premise,US Beverage,Sammy's Kola Nut Rum,Sammy's Beach Bum,200263,Sammy's Kola Spiced Rum 1/6/750 mL Btl,1/6/750 mL (BO),81006,Fair Lawn Wine & Spirits,21-00 Maple Ave,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,
Off Premise,Travelers Club,TRAVELERS CLUB,Travelers Club,200403,Travelers Club Vodka 1/12/750 mL Btl,1/12/750ml Btl,81006,Fair Lawn Wine & Spirits,21-00 Maple Ave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,
Off Premise,Bardstown Bourbon Co,Bardstown Green River Wheated,Bardstown Green River,201054,Green River Wheated 1/750 mL,1/750ML,25008,Clifton Commons S & W,132 Kingsland Rd Suite 4,,,,,,,,,,,,,,,,,,,,,,,1.00,18.00,,,,,,,,,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200314,Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,21055,C & S Lucky Liquors II,460 Chamberlain Ave,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200313,Pride & Clarke Vodka 24/375 mL Btl,24/375ml Btl,21055,C & S Lucky Liquors II,460 Chamberlain Ave,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,,1.00,3.00,1.00,1.00,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200312,Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,170186,A&A Liquor (P),2347 Kennedy Blvd,1.00,2.00,,,,,,,,,1.00,2.00,,,,,,,,,,,,,,,,,,,,,1.00,2.00,,,1.00,1.00
Off Premise,Chateau Diana Winery,Chateau Diana Non-Alcoholic Moscato,Chateau Diana,200194,Chateau Diana Non-Alcoholic Moscato 12/750 mL Btl,1/12/750ml Btl,42004,Wine And People,260 Bergen Tpk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,
Off Premise,Caravella Inc,2 Canos Peach & Apricot Pack,2 Canos,200739,2 Canos Peach & Apricot Pack 2/6/750 mL Btl,2/6/750 ML,180020,Costco Of Edison,2210 Rt 27 North,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,300.00,,,,
Off Premise,Caravella Inc,Lou Lou Bubbly Brut Rose,Caravella,200736,Lou Lou Bubbly Brut Rose 1/12/12 oz Can,1/12/12oz Can,54006,Tenafly Fine Wine & Spirits,14 Riveredge Rd,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Chateau Diana Winery,Chateau Diana Non-Alcoholic Chardonnay,Chateau Diana,200192,Chateau Diana Non-Alcoholic Chardonnay 12/750 mL Btl,1/12/750ml Btl,29004,Shop-Rite Liq Lyndhurst,542 New York Ave,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,
Off Premise,Travelers Club,TRAVELERS CLUB,Travelers Club,200400,Travelers Club Vodka 12/1 L Btl,12/1 Liter Btl,172051,WNY Liquors,6007 Bergenline Ave,,,,,,,,,1.00,1.00,1.00,1.00,,,,,,,1.00,1.00,,,,,,,,,,,1.00,1.00,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200310,Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,41012,Deli Mart (A),789 Main St,1.00,2.00,1.00,3.00,,,1.00,2.00,1.00,3.00,1.00,3.00,1.00,2.00,1.00,1.00,1.00,3.00,1.00,3.00,1.00,2.00,,,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,1.00,3.00
Off Premise,Travelers Club,TRAVELERS CLUB,Travelers Club,200404,Traveler's Club Vodka 6/1.75 L Btl,6/1.75 Liter Btl,30004,West End Wine & Liq,311 Union Ave,,,1.00,1.00,,,,,,,,,,,,,,,1.00,3.00,,,,,,,,,,,,,,,,,,
Off Premise,Travelers Club,TRAVELERS CLUB,Travelers Club,200403,Travelers Club Vodka 1/12/750 mL Btl,1/12/750ml Btl,152017,Pennsylvania Liquors,61 Pennsylvania Ave,,,,,,,,,,,,,1.00,1.00,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200311,Pride & Clarke Vodka 12/1 L Btl,12/1 Liter Btl,150216,Brandy's Lounge And Liquors,155-157 Main St,1.00,4.00,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200313,Pride & Clarke Vodka 24/375 mL Btl,24/375ml Btl,250059,Payless Liquor,1041 Elizabeth Ave,,,1.00,1.00,1.00,1.00,,,1.00,1.00,1.00,1.00,,,1.00,2.00,,,1.00,2.00,1.00,1.00,,,,,,,,,,,1.00,1.00,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200312,Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,171331,New Bergen Liquors (P),230 Kearny Ave,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Caravella Inc,Poca Loca Brazilian Wine,Poca Loca,200738,Poca Loca Brazilian Wine 1/12/750 mL Btl,1/12/750ml Btl,80026,Stew Leonard's(A) Paramus Wine,700 Paramus Park,,,,,,,,,1.00,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Green River Honey,Bardstown Green River,201077,Green River Honey 1/750 mL Btl,1/6/750 mL (BO),1012,Uncorked Wines & Spirits (West Milford),9 Marshall Hill Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,18.00,1.00,-18.00,,
Off Premise,Travelers Club,TRAVELERS CLUB,Travelers Club,200402,Travelers Club Vodka 24/375 mL Btl,24/375ml Btl,152011,Royal Liquor Ii,717-719 Frelinghuysen Ave,,,1.00,1.00,,,,,,,,,1.00,1.00,,,,,1.00,2.00,,,,,1.00,3.00,,,1.00,1.00,1.00,2.00,1.00,2.00,,,,
Off Premise,Molly's,Molly's Irish Cream,Molly's,200294,Molly's Irish Cream 1/12/750 mL Btl,1/12/750ml Btl,171335,Latino's Liquor (P),5115 Hudson Ave,,,,,,,,,1.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200310,Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,40017,Essex St Liquor and Wine,214 Essex St,1.00,1.00,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200310,Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,44014,Campbell's Wines & Liquor,730 Anderson Ave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,2.00,,
Off Premise,Bardstown Bourbon Co,Bardstown Origin Series High Wheat,Bardstown Bourbon,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,1/750ML,47005,Exquisite W & L (A),215 Main St,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200310,Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,150183,Home Liquors(773 Newark),773 South Orange Ave,,,,,,,,,,,1.00,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200312,Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,20029,Star Liquor Store,13 12th Ave,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,,,,,,,,,,,,,1.00,5.00,1.00,10.00,,,,,1.00,9.00,,
Off Premise,Bardstown Bourbon Co,Bardstown Green River Full Proof,Bardstown Green River,201052,Green River Full Proof 1/750 mL,1/750ML,190207,Liquor Outlet,289 Myrtle Ave,1.00,30.00,1.00,18.00,,,1.00,24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200313,Pride & Clarke Vodka 24/375 mL Btl,24/375ml Btl,170252,Baldwin W & L,51 St Pauls Ave,1.00,2.00,1.00,9.00,,,,,1.00,6.00,1.00,2.00,1.00,6.00,,,1.00,3.00,1.00,4.00,1.00,6.00,,,,,,,,,1.00,3.00,1.00,3.00,1.00,5.00,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200312,Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,150646,Tonys Liquors #2,401 Clinton Ave,1.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,1.00,4.00,,,,,,,1.00,3.00,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200312,Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,250131,Liquor Gallery (Elizabeth),131 Elmora Ave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00
Off Premise,Caravella Inc,Lou Lou Bubbly Semi Sweet Rose,Caravella,200737,Lou Lou Bubbly Semi Sweet Rose 1/12/12 oz Can,1/12/12oz Can,84010,Ridgewood Super Cellar,32 South Broad,,,1.00,2.00,,,,,,,1.00,2.00,,,1.00,1.00,,,,,1.00,1.00,,,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Green River Single Barrel GSPD#2,Bardstown Green River,201067,Green River Single Barrel GSPD#2 1/750 mL,1/750ML,12005,Shay's Liquors,1166 Hamburg Tnpk,,,,,,,,,,,,,1.00,3.00,,,,,,,,,1.00,3.00,,,,,,,,,,,1.00,3.00,,
Off Premise,Caravella Inc,Dancing Vines Lightsecco White,Dancing Vines,200734,Dancing Vines Lightsecco White 1/12/750 mL Btl,1/12/750ml Btl,230427,ShopRite Wine & Spirits of Newton#830,125 Water St,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,
Off Premise,Chateau Diana Winery,Chateau Diana Chardonnay,Chateau Diana,200172,Chateau Diana Chardonnay 12/750 mL Btl,1/12/750ml Btl,70001,Montvale Wine/Liq & Beer,110 Farm View,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,
Off Premise,Travelers Club,TRAVELERS CLUB,Travelers Club,200404,Traveler's Club Vodka 6/1.75 L Btl,6/1.75 Liter Btl,170125,Hudson Vine (A),1 2ND ST,,,1.00,5.00,1.00,5.00,1.00,3.00,,,,,1.00,3.00,,,,,1.00,5.00,,,,,1.00,3.00,1.00,5.00,,,,,,,,,,
Off Premise,Molly's,Molly's Irish Cream,Molly's,200294,Molly's Irish Cream 1/12/750 mL Btl,1/12/750ml Btl,173031,Sparrow's Wine & Liq(P) (1224 Hoboken),1224 Shipyard Lane,,,1.00,3.00,,,,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Origin Series High Wheat,Bardstown Bourbon,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,1/750ML,56015,VINEYARD,89 New Bridge Rd,,,1.00,2.00,,,,,,,,,,,,,,,,,1.00,3.00,,,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Green River Honey,Bardstown Green River,201077,Green River Honey 1/750 mL Btl,1/6/750 mL (BO),21034,Schulman's (P) Deli,521 Park Ave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Green River Bourbon,Bardstown Green River,201051,Green River Bourbon 1/750 mL Btl,1/750ML,230911,The Right Bottle,190 Munsonhurst Rd,,,1.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200313,Pride & Clarke Vodka 24/375 mL Btl,24/375ml Btl,250186,Gail's Wine And Spirits,200 Broad St,1.00,2.00,,,1.00,3.00,1.00,2.00,,,1.00,5.00,,,1.00,2.00,1.00,2.00,,,1.00,3.00,,,,,,,,,1.00,5.00,,,,,,
Off Premise,Waterloo Gin,Waterloo Barrel Aged Gin,Waterloo Gin,200062,Waterloo Barrel Aged Gin 6/750 mL Btl,1/6/750 mL (BO),17011,Nico's Wine & Spirits,408 Haledon Ave,,,,,,,,,,,,,,,,,,,1.00,6.00,,,,,,,,,,,,,,,,,,
Off Premise,Little Water Distillery,Rusted Revolver Gin,Rusted Revolver,200467,Rusted Revolver Gin 6/750mL Btl,6/750ml Btl,150002,Shoprite Wine & Spirits,478 Bloomfield Ave,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,
Off Premise,Molly's,Molly's Irish Cream,Molly's,200291,Molly's Irish Cream 6/1.75 L Btl,6/1.75 Liter Btl,38016,Lodi Liquor Store(P),25 C WASHINGTON STREET,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Prestige Beverage Group,Le Grand Noir Cabernet Sauvignon,Le Grand Noir,100121,Le Grand Noir Cabernet Sauvignon 1/12/750 mL Btl,1/12/750ml Btl,43005,Rome Liquors (Fairview),174 Anderson Ave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00
Off Premise,Oceano,Oceano White Moscato,Oceano,100921,Oceano White Moscato 1/12/750 mL Btl,1/12/750ml Btl,31060,Bottle Republic (Rutherford),10 NJ-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,10.00,,
Off Premise,Prestige Beverage Group,2XO French Oak,2XO,100962,2XO French Oak 1/750 mL Btl,1/6/750 mL (BO),76010,Usa Wine Traders Club (Saddle Brook),66 Market St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,6.00,,
Off Premise,Bardstown Bourbon Co,Bardstown Origin Series Bourbon,Bardstown Bourbon,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,1/750ML,49027,Linwood Wine-Linwood Plaza,102 Linwood Plaza,1.00,6.00,,,,,,,,,,,,,,,1.00,6.00,,,,,,,,,,,1.00,6.00,,,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200311,Pride & Clarke Vodka 12/1 L Btl,12/1 Liter Btl,150618,Home Liquors(641 Newark),641 Springfield Ave,1.00,2.00,,,,,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,,,1.00,2.00,,,,,1.00,2.00,,,,,1.00,1.00,,,,,1.00,1.00,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200313,Pride & Clarke Vodka 24/375 mL Btl,24/375ml Btl,20080,Raphael & Angel Liq (A),390 Main St,1.00,4.00,1.00,3.00,,,1.00,3.00,1.00,5.00,,,1.00,3.00,,,1.00,5.00,1.00,7.00,,,,,,,,,,,,,1.00,4.00,1.00,4.00,1.00,2.00
Off Premise,Caravella Inc,Lou Lou Bubbly Brut Rose,Caravella,200736,Lou Lou Bubbly Brut Rose 1/12/12 oz Can,1/12/12oz Can,150021,Town House Liq (A)& Wine,115 Watchung Ave,,,,,,,,,,,,,1.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Caravella Inc,Poca Loca Brazilian Wine,Poca Loca,200738,Poca Loca Brazilian Wine 1/12/750 mL Btl,1/12/750ml Btl,27002,President Liqrs (A),158 President St,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Green River Honey,Bardstown Green River,201077,Green River Honey 1/750 mL Btl,1/6/750 mL (BO),48002,Manor Wine & Liquor,430 Broad Ave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,
Off Premise,Chateau Diana Winery,Chateau Diana Non-Alcoholic Red Blend,Chateau Diana,200195,Chateau Diana Non-Alcoholic Red Blend 12/750 mL Btl,1/12/750ml Btl,84004,Quick Stop Liquor & Wine,83 Godwin Ave,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,
Off Premise,Molly's,Molly's Irish Cream,Molly's,200291,Molly's Irish Cream 6/1.75 L Btl,6/1.75 Liter Btl,170030,International Liqs (P),126 43rd Street,,,,,,,1.00,2.00,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Single Barrel GSPD#3,Bardstown Bourbon,201071,Bardstown Single Barrel GSPD #3 1/750 mL Btl,1/750ML,35002,Woodridge Wines & Liq(A),206 Hackensack St,,,,,,,,,,,,,1.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Single Barrel GSPD#3,Bardstown Bourbon,201071,Bardstown Single Barrel GSPD #3 1/750 mL Btl,1/750ML,191710,Shop Rite Wine & Spirits Stanhope,90 Route 206,,,,,,,,,,,1.00,3.00,,,,,1.00,3.00,,,1.00,4.00,,,,,,,,,,,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200310,Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,27043,Monroe Wine & Liq(P),199 Monroe St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200312,Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,20068,Florida Drugs (A),507 Broadway,1.00,1.00,,,,,1.00,2.00,1.00,2.00,,,,,,,,,,,,,,,1.00,2.00,,,1.00,1.00,1.00,2.00,1.00,1.00,,,1.00,2.00
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200312,Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,170057,New Town Liquors (P),478 Westside Avenue,,,,,,,1.00,2.00,,,1.00,2.00,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,
Off Premise,Travelers Club,TRAVELERS CLUB,Travelers Club,200402,Travelers Club Vodka 24/375 mL Btl,24/375ml Btl,8005,Empire Wine & Liquor,119 Wanaque Ave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,4.00,,,,,,,,
Off Premise,Waterloo Gin,Waterloo NO#9 Gin,Waterloo Gin,200061,Waterloo 6/750 mL Btl,1/6/750 mL (BO),250024,Best Cellars (Summit),23 Summit Avenue,,,,,,,,,,,,,,,,,,,1.00,6.00,,,,,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Green River Full Proof,Bardstown Green River,201052,Green River Full Proof 1/750 mL,1/750ML,74009,Westwood Wine and Liquors,725 Broadway,,,,,,,,,,,,,,,,,,,,,1.00,6.00,,,,,,,1.00,6.00,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Green River Wheated,Bardstown Green River,201054,Green River Wheated 1/750 mL,1/750ML,49044,Linwood Wine-Hudson Light,675 Park Ave,,,,,,,,,,,,,,,,,,,1.00,6.00,,,,,,,,,,,,,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200314,Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,150216,Brandy's Lounge And Liquors,155-157 Main St,1.00,2.00,,,,,1.00,2.00,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,
Off Premise,Travelers Club,TRAVELERS CLUB,Travelers Club,200400,Travelers Club Vodka 12/1 L Btl,12/1 Liter Btl,250157,Skylark Discount Liquors,350 West 1st Ave,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Molly's,Molly's Irish Cream,Molly's,200294,Molly's Irish Cream 1/12/750 mL Btl,1/12/750ml Btl,21054,C & S Lucky Liquors (P),299 Grand Street,1.00,1.00,,,,,,,1.00,1.00,,,,,,,,,1.00,1.00,,,,,,,,,,,1.00,1.00,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200310,Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,25012,Bottle Liquor (P),550 Lexington Avenue,1.00,1.00,,,,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,,,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200311,Pride & Clarke Vodka 12/1 L Btl,12/1 Liter Btl,150667,Jason Liquors,762-764 Chancellor Ave,1.00,-4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200313,Pride & Clarke Vodka 24/375 mL Btl,24/375ml Btl,250170,D&R Liquor,1120 Liberty Ave,,,,,,,,,,,1.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Green River Bourbon,Bardstown Green River,201051,Green River Bourbon 1/750 mL Btl,1/750ML,12005,Shay's Liquors,1166 Hamburg Tnpk,1.00,6.00,1.00,6.00,,,1.00,6.00,,,1.00,6.00,,,,,,,,,1.00,6.00,,,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Discovery #13,Bardstown Bourbon,201074,Bardstown Discovery #13 1/750 mL Btl,1/750ML,83010,Bottle King (A) Glen Rock,909 Prospect St,,,,,,,,,,,,,,,,,1.00,3.00,,,1.00,3.00,,,,,,,,,,,,,,,1.00,3.00
Off Premise,Bardstown Bourbon Co,Bardstown Green River Bourbon,Bardstown Green River,201051,Green River Bourbon 1/750 mL Btl,1/750ML,230905,ShopRite Wines & Spirits of Franklin,100 Rt 23,,,1.00,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Origin Series Bottle-In-Bond,Bardstown Bourbon,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,1/750ML,230114,Liquor Factory III Sparta,41 Woodport Road,,,,,1.00,4.00,1.00,2.00,,,1.00,5.00,1.00,3.00,,,,,1.00,3.00,,,1.00,4.00,,,,,1.00,2.00,,,1.00,5.00,1.00,6.00,1.00,12.00
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200312,Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,170183,Mlk Liquor (455 Jersey City),455 Martin Luther King Dr,1.00,1.00,,,1.00,5.00,,,,,1.00,2.00,,,,,,,,,,,,,1.00,3.00,1.00,1.00,,,1.00,2.00,1.00,2.00,,,1.00,3.00
Off Premise,Travelers Club,TRAVELERS CLUB,Travelers Club,200402,Travelers Club Vodka 24/375 mL Btl,24/375ml Btl,25045,Clifton Disc Liq (A),73 Ackerman Ave Botony Pl,,,,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,,,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Green River Honey,Bardstown Green River,201077,Green River Honey 1/750 mL Btl,1/6/750 mL (BO),83010,Bottle King (A) Glen Rock,909 Prospect St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,30.00,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200313,Pride & Clarke Vodka 24/375 mL Btl,24/375ml Btl,250093,San Homa Liquors,1003 E. 2nd St.,1.00,3.00,,,,,,,1.00,3.00,,,,,1.00,3.00,,,,,1.00,3.00,,,,,,,,,,,1.00,4.00,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200314,Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,152002,Home Wine & Liquor (224 Newark),224 Elizabeth Ave,,,,,,,,,1.00,3.00,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,1.00,2.00
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200313,Pride & Clarke Vodka 24/375 mL Btl,24/375ml Btl,171403,ShopRite Wines & Spirits of Bayonne,567 Avenue C,,,,,,,,,,,,,,,,,1.00,3.00,,,,,,,,,,,,,,,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200314,Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,150222,Tremont Liquors,272 Sanford St,1.00,1.00,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,
Off Premise,Caravella Inc,Lou Lou Bubbly Semi Sweet Rose,Caravella,200737,Lou Lou Bubbly Semi Sweet Rose 1/12/12 oz Can,1/12/12oz Can,28012,Lucky 7 (A),77 River Rd,1.00,-1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Molly's,Molly's Irish Cream,Molly's,200291,Molly's Irish Cream 6/1.75 L Btl,6/1.75 Liter Btl,170087,Liquor Mart (Jersey City),393 Danforth Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,
Off Premise,Molly's,Molly's Irish Cream,Molly's,200294,Molly's Irish Cream 1/12/750 mL Btl,1/12/750ml Btl,83001,Food Universe Marketplace,937 Lincoln Ave,,,,,,,,,,,1.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Travelers Club,TRAVELERS CLUB,Travelers Club,200402,Travelers Club Vodka 24/375 mL Btl,24/375ml Btl,190917,Shop Rite Liq (A)Wharton,306 NJ-15,,,1.00,3.00,1.00,2.00,1.00,1.00,1.00,3.00,1.00,4.00,1.00,3.00,1.00,2.00,1.00,3.00,1.00,4.00,1.00,3.00,1.00,1.00,,,,,,,1.00,2.00,1.00,3.00,,,,
