Segment,Supplier,Brand Family,Brand,Product,Package,Servings per Case,Cases,Num Units,Tax Cost,Laid-in Cost,Discount,Participation,Full Price,Unit Price,Ext Price,Load Sheet Date
Spirits,Molly's,Molly's,Molly's Irish Cream,200299 Molly's Irish Cream Gift Set 1/6/750 mL Btl,6/750ml Btl,12,4,4,$6.538125,$51.00,$24.96,$0.00,$87.96,$63.00,$252.00,11/5/2025
Spirits,OVO Vodka LLC,OVO Vodka,OVO Vodka,100912 OVO Vodka 1/12/750 mL Btl,1/12/750 mL (BO),12,1,12,$1.089710,$15.416667,$2.00,$0.00,$22.083333,$20.083333,$241.00,11/6/2025
Wine,Prestige,Greek Wines,Amethystos White,200352 Amethystos White 12/750 mL,1/12/750ml Btl,23,1,1,$2.080355,$121.00,$0.00,$0.00,$172.00,$172.00,$172.00,11/5/2025
Wine,Prestige,Greek Wines,Amethystos Red,200351 Amethystos Red 12/750 mL,1/12/750ml Btl,23,3,3,$2.080355,$145.00,$0.00,$0.00,$208.00,$208.00,$624.00,11/5/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200312 Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,13,0,0,$13.948284,$59.129630,$5.75,$2.00,$78.00,$72.25,$0.00,11/5/2025
Spirits,Bardstown Bourbon Co,Bardstown Green River,Green River Bourbon 250th Army Anniversary,201072 Green River Bourbon 250th Army Anniversary 1/750 mL,1/750ML,6,3,18,$0.181615,$26.00,$2.333333,$0.00,$38.666667,$36.333334,$654.00,11/6/2025
Spirits,Bardstown Bourbon Co,Bardstown Green River,Green River Bourbon 250th Army Anniversary,201072 Green River Bourbon 250th Army Anniversary 1/750 mL,1/750ML,6,4,24,$0.181615,$26.00,$2.333333,$0.00,$38.666667,$36.333334,$872.00,11/5/2025
Spirits,Bardstown Bourbon Co,Bardstown Green River,Green River Bourbon 250th Army Anniversary,201072 Green River Bourbon 250th Army Anniversary 1/750 mL,1/750ML,6,1,6,$0.181615,$26.00,$2.333333,$0.00,$38.666667,$36.333334,$218.00,11/5/2025
Spirits,Bardstown Bourbon Co,Bardstown Green River,Green River Bourbon 250th Army Anniversary,201072 Green River Bourbon 250th Army Anniversary 1/750 mL,1/750ML,6,3,18,$0.181615,$26.00,$2.333333,$0.00,$38.666667,$36.333334,$654.00,11/7/2025
Spirits,Bardstown Bourbon Co,Bardstown Green River,Green River Bourbon 250th Army Anniversary,201072 Green River Bourbon 250th Army Anniversary 1/750 mL,1/750ML,6,3,18,$0.181615,$26.00,$2.333333,$0.00,$38.666667,$36.333334,$654.00,11/5/2025
Spirits,Southern Tier Distilling Company,Southern Tier Distilling,Southern Tier Peanut Butter Cup Whiskey,200527 Southern Tier Peanut Butter Cup Whiskey 6/750 mL Btl,1/6/750 mL (BO),6,1,6,$1.089710,$12.623333,$0.00,$0.00,$19.666667,$19.666667,$118.00,11/5/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200313 Pride & Clarke Vodka 24/375 mL Btl,24/375ml Btl,24,3,3,$13.076517,$46.50,$2.75,$0.00,$71.00,$68.25,$204.75,11/5/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200312 Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,13,0,0,$13.948284,$59.129630,$2.75,$0.00,$78.00,$75.25,$0.00,11/5/2025
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Origin Series Bourbon,201056 Bardstown Origin Series Bourbon 1/750 mL Btl,1/750ML,6,0.166667,1,$0.181615,$23.333333,$0.00,$0.00,$36.666667,$36.666667,$36.67,11/5/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200314 Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,23,1,1,$13.076517,$41.00,$5.40,$0.00,$70.00,$64.60,$64.60,11/5/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200313 Pride & Clarke Vodka 24/375 mL Btl,24/375ml Btl,24,2,2,$13.076517,$46.50,$2.00,$0.00,$71.00,$69.00,$138.00,11/5/2025
Spirits,Molly's,Molly's,Molly's Irish Cream,200299 Molly's Irish Cream Gift Set 1/6/750 mL Btl,6/750ml Btl,12,1,1,$6.538125,$51.00,$0.00,$0.00,$87.96,$87.96,$87.96,11/5/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200310 Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,29,3,3,$15.255936,$43.75,$2.50,$0.00,$72.00,$69.50,$208.50,11/5/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200313 Pride & Clarke Vodka 24/375 mL Btl,24/375ml Btl,24,2,2,$13.076517,$46.50,$2.00,$0.00,$71.00,$69.00,$138.00,11/5/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200310 Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,29,1,1,$15.255936,$43.75,$2.50,$0.00,$72.00,$69.50,$69.50,11/5/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200314 Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,23,2,2,$13.076517,$41.00,$5.40,$0.00,$70.00,$64.60,$129.20,11/5/2025
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Origin Series Bourbon,201056 Bardstown Origin Series Bourbon 1/750 mL Btl,1/750ML,6,0.333333,2,$0.181615,$23.333333,$0.00,$0.00,$36.666667,$36.666667,$73.33,11/5/2025
Spirits,Molly's,Molly's,Molly's Irish Cream,200299 Molly's Irish Cream Gift Set 1/6/750 mL Btl,6/750ml Btl,12,4,4,$6.538125,$51.00,$24.96,$0.00,$87.96,$63.00,$252.00,11/6/2025
Spirits,Bardstown Bourbon Co,Bardstown Green River,Bardstown Green River Bourbon,201051 Green River Bourbon 1/750 mL Btl,1/750ML,6,1,6,$0.181615,$17.833333,$0.00,$0.00,$26.833333,$26.833333,$161.00,11/5/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200313 Pride & Clarke Vodka 24/375 mL Btl,24/375ml Btl,24,1,1,$13.076517,$46.50,$2.00,$0.00,$71.00,$69.00,$69.00,11/5/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200312 Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,13,0,0,$13.948284,$59.129630,$2.00,$0.00,$78.00,$76.00,$0.00,11/5/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200312 Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,13,0,0,$13.948284,$59.129630,$2.00,$0.00,$78.00,$76.00,$0.00,11/5/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200310 Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,29,0,0,$15.255936,$43.75,$2.50,$0.00,$72.00,$69.50,$0.00,11/5/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200313 Pride & Clarke Vodka 24/375 mL Btl,24/375ml Btl,24,1,1,$13.076517,$46.50,$2.75,$0.00,$71.00,$68.25,$68.25,11/7/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200312 Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,13,0,0,$13.948284,$59.129630,$2.75,$0.00,$78.00,$75.25,$0.00,11/7/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200310 Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,29,2,2,$15.255936,$43.75,$2.50,$0.00,$72.00,$69.50,$139.00,11/7/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200313 Pride & Clarke Vodka 24/375 mL Btl,24/375ml Btl,24,0,0,$13.076517,$46.50,$2.00,$0.00,$71.00,$69.00,$0.00,11/5/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200310 Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,29,0,0,$15.255936,$43.75,$2.50,$0.00,$72.00,$69.50,$0.00,11/5/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200313 Pride & Clarke Vodka 24/375 mL Btl,24/375ml Btl,24,1,1,$13.076517,$46.50,$0.00,$0.00,$71.00,$71.00,$71.00,11/5/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200312 Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,13,0,0,$13.948284,$59.129630,$0.00,$0.00,$78.00,$78.00,$0.00,11/5/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200314 Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,23,1,1,$13.076517,$41.00,$5.40,$0.00,$70.00,$64.60,$64.60,11/5/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200313 Pride & Clarke Vodka 24/375 mL Btl,24/375ml Btl,24,3,3,$13.076517,$46.50,$2.75,$0.00,$71.00,$68.25,$204.75,11/5/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200312 Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,13,0,0,$13.948284,$59.129630,$2.75,$0.00,$78.00,$75.25,$0.00,11/5/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200310 Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,29,1,1,$15.255936,$43.75,$2.50,$0.00,$72.00,$69.50,$69.50,11/5/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200313 Pride & Clarke Vodka 24/375 mL Btl,24/375ml Btl,24,2,2,$13.076517,$46.50,$2.00,$0.00,$71.00,$69.00,$138.00,11/5/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200312 Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,13,0,0,$13.948284,$59.129630,$2.00,$0.00,$78.00,$76.00,$0.00,11/5/2025
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Origin Series Bourbon,201056 Bardstown Origin Series Bourbon 1/750 mL Btl,1/750ML,6,2,12,$0.181615,$23.333333,$4.00,$0.00,$36.666667,$32.666667,$392.00,11/5/2025
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Origin Series High Wheat,201058 Bardstown Origin Series High Wheat 1/750 mL Btl,1/750ML,6,2,12,$0.181615,$26.00,$4.333333,$0.00,$40.666667,$36.333334,$436.00,11/5/2025
Spirits,Molly's,Molly's,Molly's Irish Cream,200299 Molly's Irish Cream Gift Set 1/6/750 mL Btl,6/750ml Btl,12,0,0,$6.538125,$51.00,$24.96,$0.00,$87.96,$63.00,$0.00,11/5/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200312 Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,13,0,0,$13.948284,$59.129630,$5.75,$2.00,$78.00,$72.25,$0.00,11/5/2025
Spirits,BJ'S Private Label Brew,BJ'S Private Label Brewa,BJ'S Hard Root Beer,14144 BJ'S Hard Root Beer Keg 15.5 Gal Keg,15.5 Gal Keg,165,0,0,$1.86,$76.00,$0.00,$0.00,$112.35,$112.35,$0.00,11/5/2025
Spirits,Travelers Club,Travelers Club,TRAVELERS CLUB,200404 Traveler's Club Vodka 6/1.75 L Btl,6/1.75 Liter Btl,29,5,5,$15.255936,$27.18,$20.00,$0.00,$68.00,$48.00,$240.00,11/5/2025
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Origin Series Double Barrel Rye,201057 Bardstown Origin Series Double Barrel Rye 1/750 mL Btl,1/750ML,6,0,0,$0.181615,$26.00,$0.00,$0.00,$40.666667,$40.666667,$0.00,11/5/2025
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Origin Series Bourbon,201056 Bardstown Origin Series Bourbon 1/750 mL Btl,1/750ML,6,0,0,$0.181615,$23.333333,$0.00,$0.00,$36.666667,$36.666667,$0.00,11/5/2025
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Origin Series Bottle-In-Bond,201055 Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,1/750ML,6,0,0,$0.181615,$26.00,$0.00,$0.00,$40.666667,$40.666667,$0.00,11/5/2025
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Origin Series High Wheat,201058 Bardstown Origin Series High Wheat 1/750 mL Btl,1/750ML,6,0,0,$0.181615,$26.00,$0.00,$0.00,$40.666667,$40.666667,$0.00,11/5/2025
Spirits,Travelers Club,Travelers Club,TRAVELERS CLUB,200404 Traveler's Club Vodka 6/1.75 L Btl,6/1.75 Liter Btl,29,3,3,$15.255936,$27.18,$20.00,$0.00,$68.00,$48.00,$144.00,11/5/2025
Spirits,Travelers Club,Travelers Club,TRAVELERS CLUB,200402 Travelers Club Vodka 24/375 mL Btl,24/375ml Btl,24,1,1,$13.076517,$39.45,$4.74,$0.00,$64.50,$59.76,$59.76,11/5/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200313 Pride & Clarke Vodka 24/375 mL Btl,24/375ml Btl,24,1,1,$13.076517,$46.50,$2.75,$0.00,$71.00,$68.25,$68.25,11/5/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200312 Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,13,0,0,$13.948284,$59.129630,$2.75,$0.00,$78.00,$75.25,$0.00,11/5/2025
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Origin Series High Wheat,201058 Bardstown Origin Series High Wheat 1/750 mL Btl,1/750ML,6,1,6,$0.181615,$26.00,$4.333333,$0.00,$40.666667,$36.333334,$218.00,11/5/2025
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Origin Series Bottle-In-Bond,201055 Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,1/750ML,6,2,12,$0.181615,$26.00,$4.333333,$0.00,$40.666667,$36.333334,$436.00,11/5/2025
Spirits,Bardstown Bourbon Co,Bardstown Green River,Bardstown Green River Wheated,201054 Green River Wheated 1/750 mL,1/750ML,6,2,12,$0.181615,$17.833333,$1.166667,$0.00,$26.833333,$25.666666,$308.00,11/5/2025
Spirits,Bardstown Bourbon Co,Bardstown Green River,Bardstown Green River Bourbon,201051 Green River Bourbon 1/750 mL Btl,1/750ML,6,1,6,$0.181615,$17.833333,$1.166667,$0.00,$26.833333,$25.666666,$154.00,11/5/2025
Spirits,Travelers Club,Travelers Club,TRAVELERS CLUB,200402 Travelers Club Vodka 24/375 mL Btl,24/375ml Btl,24,4,4,$13.076517,$39.45,$4.74,$0.00,$64.50,$59.76,$239.04,11/7/2025
Spirits,Travelers Club,Travelers Club,TRAVELERS CLUB,200400 Travelers Club Vodka 12/1 L Btl,12/1 Liter Btl,33,1,1,$17.435355,$41.92,$10.00,$0.00,$78.00,$68.00,$68.00,11/7/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200313 Pride & Clarke Vodka 24/375 mL Btl,24/375ml Btl,24,0,0,$13.076517,$46.50,$2.00,$0.00,$71.00,$69.00,$0.00,11/5/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200310 Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,29,0,0,$15.255936,$43.75,$2.50,$0.00,$72.00,$69.50,$0.00,11/5/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200312 Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,13,0,0,$0.00,$0.00,$0.00,$0.00,$78.00,$72.25,$0.00,11/3/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200312 Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,13,0,0,$0.00,$0.00,$0.00,$0.00,$78.00,$72.25,$0.00,11/3/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200312 Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,13,0,0,$0.00,$0.00,$0.00,$0.00,$78.00,$72.25,$0.00,11/3/2025
Spirits,Travelers Club,Travelers Club,TRAVELERS CLUB,200404 Traveler's Club Vodka 6/1.75 L Btl,6/1.75 Liter Btl,29,(2),(2),$0.00,$27.18,$0.00,$0.00,$0.00,$0.00,$0.00,11/4/2025
Spirits,Waterloo Gin,Waterloo Gin,Waterloo Barrel Aged Gin,200062 Waterloo Barrel Aged Gin 6/750 mL Btl,1/6/750 mL (BO),6,(1),(6),$0.00,$22.00,$0.00,$0.00,$0.00,$0.00,$0.00,11/4/2025
Spirits,Jerzey Jungle LLC,Jerzey Jungle,Jerzey Jungle Juice,200762 Jerzey Jungle Juice 6/1.75 L Btl,6/1.75 Liter Btl,29,(1),(1),$0.00,$48.00,$0.00,$0.00,$0.00,$0.00,$0.00,11/4/2025
Spirits,Molly's,Molly's,Molly's Irish Cream,200294 Molly's Irish Cream 1/12/750 mL Btl,1/12/750ml Btl,23,(8),(8),$0.00,$102.00,$0.00,$0.00,$0.00,$0.00,$0.00,11/4/2025
Spirits,Travelers Club,Travelers Club,TRAVELERS CLUB,200411 Travelers Club Gin 1/12/750 mL Btl,1/12/750ml Btl,23,1,1,$0.00,$38.05,$0.00,$0.00,$0.00,$0.00,$0.00,11/4/2025
Wine,Savorian INC,Les Domaniales Rose D' Anjou Loire,Les Domaniales Rose D' Anjou Loire,100955 Les Domaniales Rose D' Anjou Loire 1/12/750 mL Btl,1/12/750ml Btl,23,2,2,$0.00,$60.00,$0.00,$0.00,$0.00,$0.00,$0.00,11/4/2025
Wine,Prestige,Greek Wines,Ploes Cabernet Sauvignon Merlot,200373 Ploes Cabernet Sauvignon Merlot 1/12/750 mL Btl,1/12/750ml Btl,23,1,1,$0.00,$81.00,$0.00,$0.00,$0.00,$0.00,$0.00,11/4/2025
Wine,Savorian INC,Stoney River,Stoney River Sauvignon Blanc,100956 Stoney River Sauvignon Blanc 1/12/750 mL Btl,1/12/750ml Btl,23,1,1,$0.00,$76.00,$0.00,$0.00,$0.00,$0.00,$0.00,11/4/2025
Wine,Savorian INC,Castellani Etichetta Gialla,Castellani Etichetta Gialla Pinot Noir,100953 Castellani Etichetta Gialla Pinot Noir 1/12/750 mL Btl,1/12/750ml Btl,23,1,1,$0.00,$58.00,$0.00,$0.00,$0.00,$0.00,$0.00,11/4/2025
Spirits,Travelers Club,Travelers Club,TRAVELERS CLUB,200401 Travelers Club Vodka 48/200 mL Btl,48/200ml Btl,13,2,2,$0.00,$45.57,$0.00,$0.00,$0.00,$0.00,$0.00,11/4/2025
Spirits,Jerzey Jungle LLC,Jerzey Jungle,Jerzey Jungle Juice,200762 Jerzey Jungle Juice 6/1.75 L Btl,6/1.75 Liter Btl,29,1,1,$0.00,$48.00,$0.00,$0.00,$0.00,$0.00,$0.00,11/4/2025
Spirits,Travelers Club,Travelers Club,TRAVELERS CLUB,200404 Traveler's Club Vodka 6/1.75 L Btl,6/1.75 Liter Btl,29,2,2,$0.00,$27.18,$0.00,$0.00,$0.00,$0.00,$0.00,11/4/2025
Spirits,Waterloo Gin,Waterloo Gin,Waterloo Barrel Aged Gin,200062 Waterloo Barrel Aged Gin 6/750 mL Btl,1/6/750 mL (BO),6,1,6,$0.00,$22.00,$0.00,$0.00,$0.00,$0.00,$0.00,11/4/2025
Spirits,Warwick Valley,Gin Pig,Gin Pig,200051 Gin Pig 6/750 mL Btl,6/750ml Btl,12,5,5,$0.00,$96.00,$0.00,$0.00,$0.00,$0.00,$0.00,11/4/2025
Spirits,Molly's,Molly's,Molly's Irish Cream,200294 Molly's Irish Cream 1/12/750 mL Btl,1/12/750ml Btl,23,4,4,$0.00,$102.00,$0.00,$0.00,$0.00,$0.00,$0.00,11/4/2025
Wine,Caravella Inc,Caravella,Lou Lou Bubbly Semi Sweet Rose,200737 Lou Lou Bubbly Semi Sweet Rose 1/12/12 oz Can,1/12/12oz Can,1,7,7,$0.00,$29.50,$0.00,$0.00,$0.00,$0.00,$0.00,11/4/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200313 Pride & Clarke Vodka 24/375 mL Btl,24/375ml Btl,24,1,1,$0.00,$46.50,$0.00,$0.00,$0.00,$0.00,$0.00,11/4/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200314 Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,23,(1),(1),$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,11/3/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200310 Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,29,(1),(1),$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,11/3/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200314 Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,23,1,1,$0.00,$16.529241,$0.00,$0.00,$0.00,$0.00,$0.00,11/3/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200310 Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,29,1,1,$0.00,$41.326792,$0.00,$0.00,$0.00,$0.00,$0.00,11/3/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200310 Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,29,1,1,$15.255936,$43.75,$0.00,$0.00,$72.00,$72.00,$72.00,11/5/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200310 Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,29,1,1,$15.255936,$43.75,$0.00,$0.00,$72.00,$72.00,$72.00,11/4/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200314 Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,23,1,1,$13.076517,$41.00,$5.40,$0.00,$70.00,$64.60,$64.60,11/4/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200313 Pride & Clarke Vodka 24/375 mL Btl,24/375ml Btl,24,4,4,$13.076517,$46.50,$5.75,$2.00,$71.00,$65.25,$261.00,11/4/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200312 Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,13,0,0,$13.948284,$59.129630,$5.75,$2.00,$78.00,$72.25,$0.00,11/4/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200311 Pride & Clarke Vodka 12/1 L Btl,12/1 Liter Btl,33,2,2,$17.435355,$53.00,$0.00,$0.00,$80.00,$80.00,$160.00,11/4/2025
Spirits,Bardstown Bourbon Co,Bardstown Green River,Bardstown Green River Bourbon,201051 Green River Bourbon 1/750 mL Btl,1/750ML,6,0.166667,1,$0.181615,$17.833333,$0.00,$0.00,$26.833333,$26.833333,$26.83,11/4/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200314 Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,23,1,1,$13.076517,$41.00,$5.40,$0.00,$70.00,$64.60,$64.60,11/6/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200313 Pride & Clarke Vodka 24/375 mL Btl,24/375ml Btl,24,2,2,$13.076517,$46.50,$2.75,$0.00,$71.00,$68.25,$136.50,11/6/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200312 Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,13,0,0,$13.948284,$59.129630,$2.75,$0.00,$78.00,$75.25,$0.00,11/6/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200312 Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,13,0,0,$13.948284,$59.129630,$0.00,$0.00,$78.00,$78.00,$0.00,11/4/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200313 Pride & Clarke Vodka 24/375 mL Btl,24/375ml Btl,24,1,1,$13.076517,$46.50,$0.00,$0.00,$71.00,$71.00,$71.00,11/4/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200312 Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,13,0,0,$13.948284,$59.129630,$2.00,$0.00,$78.00,$76.00,$0.00,11/4/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200312 Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,13,0,0,$13.948284,$59.129630,$0.00,$0.00,$78.00,$78.00,$0.00,11/5/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200314 Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,23,2,2,$13.076517,$41.00,$0.00,$0.00,$70.00,$70.00,$140.00,11/4/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200313 Pride & Clarke Vodka 24/375 mL Btl,24/375ml Btl,24,1,1,$13.076517,$46.50,$2.75,$0.00,$71.00,$68.25,$68.25,11/4/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200312 Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,13,0,0,$13.948284,$59.129630,$2.75,$0.00,$78.00,$75.25,$0.00,11/4/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200310 Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,29,3,3,$15.255936,$43.75,$2.50,$0.00,$72.00,$69.50,$208.50,11/4/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200312 Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,13,0,0,$13.948284,$59.129630,$2.75,$0.00,$78.00,$75.25,$0.00,11/4/2025
Spirits,American Fruits,American Fruit,AMERICAN FRUIT,200153 American Fruit Sour Cherry Liqueur 12/375 mL,12/375ml Btl,12,1,1,$6.538258,$96.00,$0.00,$0.00,$150.00,$150.00,$150.00,11/4/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200312 Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,13,0,0,$13.948284,$59.129630,$2.75,$0.00,$78.00,$75.25,$0.00,11/4/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200312 Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,13,0,0,$13.948284,$59.129630,$2.00,$0.00,$78.00,$76.00,$0.00,11/4/2025
Wine,Chateau Diana Winery,Chateau Diana,Chateau Diana Caberner Sauvigon,200171 Chateau Diana Caberner Sauvigon 12/750 mL Btl,1/12/750ml Btl,23,0,0,$2.080313,$57.00,$0.00,$0.00,$90.00,$90.00,$0.00,11/4/2025
Spirits,Travelers Club,Travelers Club,TRAVELERS CLUB,200404 Traveler's Club Vodka 6/1.75 L Btl,6/1.75 Liter Btl,29,3,3,$15.255936,$27.18,$20.00,$0.00,$68.00,$48.00,$144.00,11/4/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200312 Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,13,0,0,$13.948284,$59.129630,$5.75,$2.00,$78.00,$72.25,$0.00,11/4/2025
