Sales Rep Assigned,Product Name,Product Num,Brand Family,Customer ID,Customer Name,Buyer Count   2026,Placement Count   2026,Cases   2026
Derrick Laws,Lytt Long Island Iced Tea 1/24/6.8 oz Btl,83054,Lytt,15023,Santana's Sport(P)Bella,1.00,1.00,1.00
Derrick Laws,Lytt Long Island Iced Tea 1/24/6.8 oz Btl,83054,Lytt,20080,Raphael & Angel Liq (A),1.00,1.00,1.00
Derrick Laws,Lytt Grape 1/24/6.8 oz Btl,83055,Lytt,20080,Raphael & Angel Liq (A),1.00,1.00,1.00
Derrick Laws,Lytt Grape 1/24/6.8 oz Btl,83055,Lytt,15037,Liquor Gallery (Paterson),1.00,1.00,1.00
Derrick Laws,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,15023,Santana's Sport(P)Bella,1.00,1.00,1.00
Derrick Laws,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,23004,Shop Rite Wines/Spirits,1.00,1.00,1.00
Derrick Laws,Lytt Peach Mango 1/24/6.8 oz Btl,83053,Lytt,20080,Raphael & Angel Liq (A),1.00,1.00,1.00
Derrick Laws,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,21048,Ferraro's Liquor,1.00,1.00,1.00
Derrick Laws,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,15023,Santana's Sport(P)Bella,1.00,1.00,1.00
Derrick Laws,Lytt Grape 1/24/6.8 oz Btl,83055,Lytt,23004,Shop Rite Wines/Spirits,1.00,1.00,1.00
Derrick Laws,Lytt Grape 1/24/6.8 oz Btl,83055,Lytt,20025,Mercer Bar & Liquors,1.00,1.00,1.00
Derrick Laws,Lytt Grape 1/24/6.8 oz Btl,83055,Lytt,21050,Quis Queya Liquor(P),1.00,1.00,1.00
Derrick Laws,Lytt Long Island Iced Tea 1/24/6.8 oz Btl,83054,Lytt,21048,Ferraro's Liquor,1.00,1.00,1.00
Derrick Laws,Lytt Grape 1/24/6.8 oz Btl,83055,Lytt,15020,Angel's Wine & Liquors,1.00,1.00,2.00
Derrick Laws,Lytt Peach Mango 1/24/6.8 oz Btl,83053,Lytt,15023,Santana's Sport(P)Bella,1.00,1.00,1.00
Derrick Laws,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,15013,El Oasis,1.00,1.00,1.00
Derrick Laws,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,15020,Angel's Wine & Liquors,1.00,1.00,2.00
Derrick Laws,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,20080,Raphael & Angel Liq (A),1.00,1.00,1.00
Derrick Laws,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,15013,El Oasis,1.00,1.00,1.00
Derrick Laws,Lytt Peach Mango 1/24/6.8 oz Btl,83053,Lytt,21048,Ferraro's Liquor,1.00,1.00,1.00
Derrick Laws,Lytt Long Island Iced Tea 1/24/6.8 oz Btl,83054,Lytt,20025,Mercer Bar & Liquors,1.00,1.00,1.00
Derrick Laws,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,20080,Raphael & Angel Liq (A),1.00,1.00,1.00
Derrick Laws,Lytt Peach Mango 1/24/6.8 oz Btl,83053,Lytt,21050,Quis Queya Liquor(P),1.00,1.00,1.00
Derrick Laws,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,21048,Ferraro's Liquor,1.00,1.00,1.00
Derrick Laws,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,23004,Shop Rite Wines/Spirits,1.00,1.00,1.00
Derrick Laws,Lytt Peach Mango 1/24/6.8 oz Btl,83053,Lytt,20025,Mercer Bar & Liquors,1.00,1.00,1.00
Derrick Laws,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,23004,Shop Rite Wines/Spirits,1.00,1.00,1.00
Derrick Laws,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,13001,Shop Rite Liq (A)Littlefl,1.00,1.00,2.00
Derrick Laws,Lytt Long Island Iced Tea 1/24/6.8 oz Btl,83054,Lytt,20040,Hiciano Liquor Store,1.00,1.00,1.00
Derrick Laws,Lytt Long Island Iced Tea 1/24/6.8 oz Btl,83054,Lytt,15037,Liquor Gallery (Paterson),1.00,1.00,1.00
Derrick Laws,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,22022,C Town (A),1.00,1.00,1.00
Derrick Laws,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,20080,Raphael & Angel Liq (A),1.00,1.00,1.00
Derrick Laws,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,21048,Ferraro's Liquor,1.00,1.00,1.00
Derrick Laws,Lytt Long Island Iced Tea 1/24/6.8 oz Btl,83054,Lytt,15013,El Oasis,1.00,1.00,1.00
Derrick Laws,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,15013,El Oasis,1.00,1.00,1.00
Derrick Laws,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,21050,Quis Queya Liquor(P),1.00,1.00,1.00
Derrick Laws,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,21050,Quis Queya Liquor(P),1.00,1.00,1.00
Derrick Laws,Lytt Peach Mango 1/24/6.8 oz Btl,83053,Lytt,23004,Shop Rite Wines/Spirits,1.00,1.00,1.00
Derrick Laws,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,13001,Shop Rite Liq (A)Littlefl,1.00,1.00,2.00
Derrick Laws,Lytt Long Island Iced Tea 1/24/6.8 oz Btl,83054,Lytt,13001,Shop Rite Liq (A)Littlefl,1.00,1.00,2.00
Derrick Laws,Lytt Long Island Iced Tea 1/24/6.8 oz Btl,83054,Lytt,21050,Quis Queya Liquor(P),1.00,1.00,1.00
Derrick Laws,Lytt Long Island Iced Tea 1/24/6.8 oz Btl,83054,Lytt,22022,C Town (A),1.00,1.00,1.00
Derrick Laws,Lytt Long Island Iced Tea 1/24/6.8 oz Btl,83054,Lytt,23004,Shop Rite Wines/Spirits,1.00,1.00,1.00
Derrick Laws,Lytt Grape 1/24/6.8 oz Btl,83055,Lytt,15013,El Oasis,1.00,1.00,1.00
Derrick Laws,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,15037,Liquor Gallery (Paterson),1.00,1.00,1.00
Derrick Laws,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,20025,Mercer Bar & Liquors,1.00,1.00,1.00
Derrick Laws,Lytt Grape 1/24/6.8 oz Btl,83055,Lytt,15023,Santana's Sport(P)Bella,1.00,1.00,1.00
Derrick Laws,Lytt Peach Mango 1/24/6.8 oz Btl,83053,Lytt,15020,Angel's Wine & Liquors,1.00,1.00,2.00
Derrick Laws,Lytt Peach Mango 1/24/6.8 oz Btl,83053,Lytt,22022,C Town (A),1.00,1.00,1.00
Derrick Laws,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,15037,Liquor Gallery (Paterson),1.00,1.00,1.00
Derrick Laws,Lytt Grape 1/24/6.8 oz Btl,83055,Lytt,21048,Ferraro's Liquor,1.00,1.00,1.00
Derrick Laws,Lytt Peach Mango 1/24/6.8 oz Btl,83053,Lytt,15037,Liquor Gallery (Paterson),1.00,1.00,1.00
Derrick Laws,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,15037,Liquor Gallery (Paterson),1.00,1.00,1.00
Derrick Laws,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,20025,Mercer Bar & Liquors,1.00,1.00,1.00
Derrick Laws,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,20040,Hiciano Liquor Store,1.00,1.00,1.00
Derrick Laws,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,15023,Santana's Sport(P)Bella,1.00,1.00,1.00
Javier Melo,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,21026,C Town Supermarket(P),1.00,1.00,1.00
Javier Melo,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,20056,East Side Bar Liquors,1.00,1.00,1.00
Javier Melo,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,21044,Farm Boy,1.00,1.00,1.00
Javier Melo,Lytt Peach Mango 1/24/6.8 oz Btl,83053,Lytt,21044,Farm Boy,1.00,1.00,1.00
Javier Melo,Lytt Peach Mango 1/24/6.8 oz Btl,83053,Lytt,20056,East Side Bar Liquors,1.00,1.00,1.00
Javier Melo,Lytt Long Island Iced Tea 1/24/6.8 oz Btl,83054,Lytt,21026,C Town Supermarket(P),1.00,1.00,1.00
Javier Melo,Lytt Long Island Iced Tea 1/24/6.8 oz Btl,83054,Lytt,15059,Belmont Liqrs (P),1.00,1.00,1.00
Javier Melo,Lytt Peach Mango 1/24/6.8 oz Btl,83053,Lytt,20069,Segundo's (P),1.00,1.00,1.00
Javier Melo,Lytt Long Island Iced Tea 1/24/6.8 oz Btl,83054,Lytt,20056,East Side Bar Liquors,1.00,1.00,1.00
Javier Melo,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,20056,East Side Bar Liquors,1.00,1.00,0.00
Javier Melo,Lytt Grape 1/24/6.8 oz Btl,83055,Lytt,21026,C Town Supermarket(P),1.00,1.00,1.00
Javier Melo,Lytt Long Island Iced Tea 1/24/6.8 oz Btl,83054,Lytt,27002,President Liqrs (A),1.00,1.00,1.00
Javier Melo,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,21026,C Town Supermarket(P),1.00,1.00,1.00
Javier Melo,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,15059,Belmont Liqrs (P),1.00,1.00,1.00
Javier Melo,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,20069,Segundo's (P),1.00,1.00,1.00
Javier Melo,Lytt Long Island Iced Tea 1/24/6.8 oz Btl,83054,Lytt,20069,Segundo's (P),1.00,1.00,1.00
Javier Melo,Lytt Long Island Iced Tea 1/24/6.8 oz Btl,83054,Lytt,21044,Farm Boy,1.00,1.00,1.00
Javier Melo,Lytt Peach Mango 1/24/6.8 oz Btl,83053,Lytt,21026,C Town Supermarket(P),1.00,1.00,1.00
Javier Melo,Lytt Peach Mango 1/24/6.8 oz Btl,83053,Lytt,27012,ESTEVEZ LIQUORS LLC,1.00,1.00,1.00
Javier Melo,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,20069,Segundo's (P),1.00,1.00,1.00
Javier Melo,Lytt Long Island Iced Tea 1/24/6.8 oz Btl,83054,Lytt,25047,Parker Liquors (Z),1.00,1.00,1.00
Javier Melo,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,21044,Farm Boy,1.00,1.00,1.00
Javier Melo,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,20069,Segundo's (P),1.00,1.00,1.00
Javier Melo,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,15059,Belmont Liqrs (P),1.00,1.00,1.00
Javier Melo,Lytt Grape 1/24/6.8 oz Btl,83055,Lytt,21044,Farm Boy,1.00,1.00,1.00
Javier Melo,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,21044,Farm Boy,1.00,1.00,1.00
Javier Melo,Lytt Grape 1/24/6.8 oz Btl,83055,Lytt,20069,Segundo's (P),1.00,1.00,1.00
Javier Melo,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,21026,C Town Supermarket(P),1.00,1.00,1.00
Jayson Romine,Lytt Long Island Iced Tea 1/24/6.8 oz Btl,83054,Lytt,230427,ShopRite Wine & Spirits of Newton#830,1.00,1.00,1.00
Jayson Romine,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,191010,Liquor Factory II Jefferson,1.00,1.00,1.00
Jayson Romine,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,230105,ShopRite Wines & Spirits of Sparta,1.00,1.00,1.00
Jayson Romine,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,230911,The Right Bottle,1.00,1.00,1.00
Jayson Romine,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,231215,Mac & Lindy's W & S (A),1.00,1.00,1.00
Jayson Romine,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,230441,Wine Country Newton,1.00,1.00,1.00
Jayson Romine,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,230441,Wine Country Newton,1.00,1.00,1.00
Jayson Romine,Lytt Grape 1/24/6.8 oz Btl,83055,Lytt,230427,ShopRite Wine & Spirits of Newton#830,1.00,1.00,1.00
Jayson Romine,Lytt Long Island Iced Tea 1/24/6.8 oz Btl,83054,Lytt,230441,Wine Country Newton,1.00,1.00,1.00
Jayson Romine,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,191010,Liquor Factory II Jefferson,1.00,1.00,1.00
Jayson Romine,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,191302,Liquor Factory I Landing,1.00,1.00,1.00
Jayson Romine,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,191408,Super Saver Liq,1.00,1.00,1.00
Jayson Romine,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,230427,ShopRite Wine & Spirits of Newton#830,1.00,1.00,1.00
Jayson Romine,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,191408,Super Saver Liq,1.00,1.00,1.00
Jayson Romine,Lytt Grape 1/24/6.8 oz Btl,83055,Lytt,191302,Liquor Factory I Landing,1.00,1.00,1.00
Jayson Romine,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,230905,ShopRite Wines & Spirits of Franklin,1.00,1.00,1.00
Jayson Romine,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,231316,Patricks Wine Barn,1.00,1.00,1.00
Jayson Romine,Lytt Peach Mango 1/24/6.8 oz Btl,83053,Lytt,191302,Liquor Factory I Landing,1.00,1.00,1.00
Jayson Romine,Lytt Peach Mango 1/24/6.8 oz Btl,83053,Lytt,230412,USA Wine Traders Club Of Newton (A),1.00,1.00,1.00
Jayson Romine,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,191010,Liquor Factory II Jefferson,1.00,1.00,1.00
Jayson Romine,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,230905,ShopRite Wines & Spirits of Franklin,1.00,1.00,1.00
Jayson Romine,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,231316,Patricks Wine Barn,1.00,1.00,1.00
Jayson Romine,Lytt Peach Mango 1/24/6.8 oz Btl,83053,Lytt,230105,ShopRite Wines & Spirits of Sparta,1.00,1.00,1.00
Jayson Romine,Lytt Grape 1/24/6.8 oz Btl,83055,Lytt,230905,ShopRite Wines & Spirits of Franklin,1.00,1.00,1.00
Jayson Romine,Lytt Peach Mango 1/24/6.8 oz Btl,83053,Lytt,230911,The Right Bottle,1.00,1.00,1.00
Jayson Romine,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,230905,ShopRite Wines & Spirits of Franklin,1.00,1.00,1.00
Jayson Romine,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,230441,Wine Country Newton,1.00,1.00,1.00
Jayson Romine,Lytt Grape 1/24/6.8 oz Btl,83055,Lytt,230412,USA Wine Traders Club Of Newton (A),1.00,1.00,1.00
Jayson Romine,Lytt Grape 1/24/6.8 oz Btl,83055,Lytt,230441,Wine Country Newton,1.00,1.00,1.00
Jayson Romine,Lytt Long Island Iced Tea 1/24/6.8 oz Btl,83054,Lytt,230905,ShopRite Wines & Spirits of Franklin,1.00,1.00,1.00
Jayson Romine,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,230412,USA Wine Traders Club Of Newton (A),1.00,1.00,1.00
Jayson Romine,Lytt Peach Mango 1/24/6.8 oz Btl,83053,Lytt,230905,ShopRite Wines & Spirits of Franklin,1.00,1.00,1.00
Jayson Romine,Lytt Long Island Iced Tea 1/24/6.8 oz Btl,83054,Lytt,191010,Liquor Factory II Jefferson,1.00,1.00,1.00
Jayson Romine,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,230427,ShopRite Wine & Spirits of Newton#830,1.00,1.00,1.00
Jayson Romine,Lytt Grape 1/24/6.8 oz Btl,83055,Lytt,231316,Patricks Wine Barn,1.00,1.00,1.00
Jayson Romine,Lytt Long Island Iced Tea 1/24/6.8 oz Btl,83054,Lytt,191302,Liquor Factory I Landing,1.00,1.00,1.00
Jayson Romine,Lytt Peach Mango 1/24/6.8 oz Btl,83053,Lytt,231316,Patricks Wine Barn,1.00,1.00,1.00
Jayson Romine,Lytt Long Island Iced Tea 1/24/6.8 oz Btl,83054,Lytt,230105,ShopRite Wines & Spirits of Sparta,1.00,1.00,1.00
Jayson Romine,Lytt Peach Mango 1/24/6.8 oz Btl,83053,Lytt,230441,Wine Country Newton,1.00,1.00,1.00
Jayson Romine,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,230105,ShopRite Wines & Spirits of Sparta,1.00,1.00,1.00
Jayson Romine,Lytt Grape 1/24/6.8 oz Btl,83055,Lytt,230105,ShopRite Wines & Spirits of Sparta,1.00,1.00,1.00
Jayson Romine,Lytt Long Island Iced Tea 1/24/6.8 oz Btl,83054,Lytt,231316,Patricks Wine Barn,1.00,1.00,1.00
Jayson Romine,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,231215,Mac & Lindy's W & S (A),1.00,1.00,1.00
Jayson Romine,Lytt Peach Mango 1/24/6.8 oz Btl,83053,Lytt,191010,Liquor Factory II Jefferson,1.00,1.00,1.00
Jayson Romine,Lytt Grape 1/24/6.8 oz Btl,83055,Lytt,230911,The Right Bottle,1.00,1.00,1.00
Jayson Romine,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,191408,Super Saver Liq,1.00,1.00,1.00
Jayson Romine,Lytt Grape 1/24/6.8 oz Btl,83055,Lytt,191010,Liquor Factory II Jefferson,1.00,1.00,1.00
Jayson Romine,Lytt Long Island Iced Tea 1/24/6.8 oz Btl,83054,Lytt,230911,The Right Bottle,1.00,1.00,1.00
Jayson Romine,Lytt Long Island Iced Tea 1/24/6.8 oz Btl,83054,Lytt,230412,USA Wine Traders Club Of Newton (A),1.00,1.00,1.00
Jayson Romine,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,230412,USA Wine Traders Club Of Newton (A),1.00,1.00,1.00
Jayson Romine,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,230105,ShopRite Wines & Spirits of Sparta,1.00,1.00,1.00
Jayson Romine,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,230911,The Right Bottle,1.00,1.00,1.00
Jayson Romine,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,230412,USA Wine Traders Club Of Newton (A),1.00,1.00,1.00
Jayson Romine,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,231215,Mac & Lindy's W & S (A),1.00,1.00,1.00
Jayson Romine,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,231316,Patricks Wine Barn,1.00,1.00,1.00
Jayson Romine,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,230427,ShopRite Wine & Spirits of Newton#830,1.00,1.00,1.00
Jayson Romine,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,191302,Liquor Factory I Landing,1.00,1.00,1.00
Jayson Romine,Lytt Peach Mango 1/24/6.8 oz Btl,83053,Lytt,230427,ShopRite Wine & Spirits of Newton#830,1.00,1.00,1.00
Jayson Romine,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,191302,Liquor Factory I Landing,1.00,1.00,1.00
Jayson Romine,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,230911,The Right Bottle,1.00,1.00,1.00
Jim Heaney,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,28012,Lucky 7 (A),1.00,1.00,1.00
Jim Heaney,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,13017,On The Rocks,1.00,1.00,1.00
Jim Heaney,Lytt Peach Mango 1/24/6.8 oz Btl,83053,Lytt,29009,Quick Buy,1.00,1.00,1.00
Jim Heaney,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,29003,Liquor Shed,1.00,1.00,1.00
Jim Heaney,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,24017,Rainbow Liquor (P),1.00,1.00,1.00
Jim Heaney,Lytt Long Island Iced Tea 1/24/6.8 oz Btl,83054,Lytt,28012,Lucky 7 (A),1.00,1.00,1.00
Jim Heaney,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,13008,Little Falls Liq(P),1.00,1.00,1.00
Jim Heaney,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,24014,Bottleneck Liquors,1.00,1.00,1.00
Jim Heaney,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,29013,Lyndhurst Liquors (P),1.00,1.00,1.00
Jim Heaney,Lytt Long Island Iced Tea 1/24/6.8 oz Btl,83054,Lytt,24016,Broad Liquors (A),1.00,1.00,1.00
Jim Heaney,Lytt Peach Mango 1/24/6.8 oz Btl,83053,Lytt,13017,On The Rocks,1.00,1.00,1.00
Jim Heaney,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,24009,Quik Stop Conv(Z),1.00,1.00,1.00
Jim Heaney,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,25031,Lexington Liquors (Z),1.00,1.00,1.00
Jim Heaney,Lytt Peach Mango 1/24/6.8 oz Btl,83053,Lytt,24016,Broad Liquors (A),1.00,1.00,1.00
Jim Heaney,Lytt Peach Mango 1/24/6.8 oz Btl,83053,Lytt,25008,Clifton Commons S & W,1.00,1.00,1.00
Jim Heaney,Lytt Long Island Iced Tea 1/24/6.8 oz Btl,83054,Lytt,29013,Lyndhurst Liquors (P),1.00,1.00,1.00
Jim Heaney,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,25008,Clifton Commons S & W,1.00,1.00,1.00
Jim Heaney,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,28012,Lucky 7 (A),1.00,1.00,1.00
Jim Heaney,Lytt Peach Mango 1/24/6.8 oz Btl,83053,Lytt,23002,Valley Liquors (A),1.00,1.00,2.00
Jim Heaney,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,24009,Quik Stop Conv(Z),1.00,1.00,1.00
Jim Heaney,Lytt Long Island Iced Tea 1/24/6.8 oz Btl,83054,Lytt,13008,Little Falls Liq(P),1.00,1.00,1.00
Jim Heaney,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,23002,Valley Liquors (A),1.00,1.00,1.00
Jim Heaney,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,24002,Swizzle Stick Liq (A),1.00,1.00,1.00
Jim Heaney,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,24002,Swizzle Stick Liq (A),1.00,1.00,2.00
Jim Heaney,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,29003,Liquor Shed,1.00,1.00,1.00
Jim Heaney,Lytt Grape 1/24/6.8 oz Btl,83055,Lytt,25008,Clifton Commons S & W,1.00,1.00,1.00
Jim Heaney,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,24012,Dante's Liquor & Wine,1.00,1.00,1.00
Jim Heaney,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,13017,On The Rocks,1.00,1.00,1.00
Jim Heaney,Lytt Grape 1/24/6.8 oz Btl,83055,Lytt,29011,World of Wine & Liquor,1.00,1.00,1.00
Jim Heaney,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,24009,Quik Stop Conv(Z),1.00,1.00,1.00
Jim Heaney,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,28012,Lucky 7 (A),1.00,1.00,1.00
Jim Heaney,Lytt Peach Mango 1/24/6.8 oz Btl,83053,Lytt,24009,Quik Stop Conv(Z),1.00,1.00,1.00
Jim Heaney,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,25031,Lexington Liquors (Z),1.00,1.00,1.00
Jim Heaney,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,23002,Valley Liquors (A),1.00,1.00,1.00
Jim Heaney,Lytt Grape 1/24/6.8 oz Btl,83055,Lytt,24009,Quik Stop Conv(Z),1.00,1.00,1.00
Jim Heaney,Lytt Grape 1/24/6.8 oz Btl,83055,Lytt,24016,Broad Liquors (A),1.00,1.00,1.00
Jim Heaney,Lytt Long Island Iced Tea 1/24/6.8 oz Btl,83054,Lytt,25008,Clifton Commons S & W,1.00,1.00,1.00
Jim Heaney,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,24002,Swizzle Stick Liq (A),1.00,1.00,1.00
Jim Heaney,Lytt Peach Mango 1/24/6.8 oz Btl,83053,Lytt,29011,World of Wine & Liquor,1.00,1.00,1.00
Jim Heaney,Lytt Grape 1/24/6.8 oz Btl,83055,Lytt,29013,Lyndhurst Liquors (P),1.00,1.00,1.00
Jim Heaney,Lytt Peach Mango 1/24/6.8 oz Btl,83053,Lytt,28012,Lucky 7 (A),1.00,1.00,1.00
Jim Heaney,Lytt Long Island Iced Tea 1/24/6.8 oz Btl,83054,Lytt,29009,Quick Buy,1.00,1.00,1.00
Jim Heaney,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,29009,Quick Buy,1.00,1.00,1.00
Jim Heaney,Lytt Grape 1/24/6.8 oz Btl,83055,Lytt,13008,Little Falls Liq(P),1.00,1.00,1.00
Jim Heaney,Lytt Grape 1/24/6.8 oz Btl,83055,Lytt,29009,Quick Buy,1.00,1.00,1.00
Jim Heaney,Lytt Long Island Iced Tea 1/24/6.8 oz Btl,83054,Lytt,24017,Rainbow Liquor (P),1.00,1.00,1.00
Jim Heaney,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,25008,Clifton Commons S & W,1.00,1.00,1.00
Jim Heaney,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,29013,Lyndhurst Liquors (P),1.00,1.00,1.00
Jim Heaney,Lytt Long Island Iced Tea 1/24/6.8 oz Btl,83054,Lytt,24009,Quik Stop Conv(Z),1.00,1.00,1.00
Jim Heaney,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,23002,Valley Liquors (A),1.00,1.00,2.00
Jim Heaney,Lytt Grape 1/24/6.8 oz Btl,83055,Lytt,24017,Rainbow Liquor (P),1.00,1.00,1.00
Jim Heaney,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,24017,Rainbow Liquor (P),1.00,1.00,1.00
Jim Heaney,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,24016,Broad Liquors (A),1.00,1.00,1.00
Jim Heaney,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,29009,Quick Buy,1.00,1.00,1.00
Jim Heaney,Lytt Peach Mango 1/24/6.8 oz Btl,83053,Lytt,13008,Little Falls Liq(P),1.00,1.00,1.00
Jim Heaney,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,24014,Bottleneck Liquors,1.00,1.00,1.00
Jim Heaney,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,29011,World of Wine & Liquor,1.00,1.00,1.00
