Sales Rep Assigned,Product Num Name,Customer Num & Company,On-Off Premise,Load Sheet Date,Placement Count   6/1/2026 - 8/31/2026,Placement Count   9/1/2026 - 9/30/2026
Shane Barreca,1160 Fever Tree Tonic Water 6/4/200 mL Btl,67005 Shoprite Liq (A)Northvle,Off Premise,8/6/2026,1.00,
Phil Ernst,1172 Fever Tree Pink Grapefruit Soda 6/4/200 mL Btl,25010 Stew Leonard's Wines & Spirits of Clifton,Off Premise,8/6/2026,1.00,
Phil Ernst,1175 Fever Tree Cucumber 6/4/200 mL Btl,25010 Stew Leonard's Wines & Spirits of Clifton,Off Premise,8/6/2026,1.00,
Shane Barreca,1159 Fever Tree Club Soda 3/8/150 mL Can,62009 Gary's Wine & Marketplace (Closter),Off Premise,8/6/2026,1.00,
Anthony Palmisano,1176 Fever Tree Sicilian Lemonade 6/4/200 mL Btl,2003 Ringwood W&L,Off Premise,8/6/2026,1.00,
Anthony Palmisano,1179 Fever Tree Classic Margarita Mix 6/750 mL Btl,2003 Ringwood W&L,Off Premise,8/6/2026,1.00,
Phil Ernst,1159 Fever Tree Club Soda 3/8/150 mL Can,80026 Stew Leonard's(A) Paramus Wine,Off Premise,8/6/2026,1.00,
Dan Lagala,1157 Fever Tree Club Soda 6/4/200 mL Btl,54006 Tenafly Fine Wine & Spirits,Off Premise,8/6/2026,1.00,
Jayson Romine,1174 Fever Tree Lime-Yuzu 6/4/200 mL Btl,231701 George's Wine & Spirits,Off Premise,8/6/2026,1.00,
Shane Barreca,1155 Fever Tree Ginger Beer 3/8/150 mL Can,62009 Gary's Wine & Marketplace (Closter),Off Premise,8/6/2026,1.00,
Phil Ernst,1174 Fever Tree Lime-Yuzu 6/4/200 mL Btl,25010 Stew Leonard's Wines & Spirits of Clifton,Off Premise,8/6/2026,1.00,
Shane Barreca,1155 Fever Tree Ginger Beer 3/8/150 mL Can,67005 Shoprite Liq (A)Northvle,Off Premise,8/6/2026,1.00,
Phil Ernst,1157 Fever Tree Club Soda 6/4/200 mL Btl,25010 Stew Leonard's Wines & Spirits of Clifton,Off Premise,8/6/2026,1.00,
Shane Barreca,1173 Fever Tree Pink Grapefruit Soda 3/8/150 mL Can,67005 Shoprite Liq (A)Northvle,Off Premise,8/6/2026,1.00,
Jayson Romine,1163 Fever Tree Tonic Water Light 6/4/200 mL Btl,230427 ShopRite Wine & Spirits of Newton#830,Off Premise,8/6/2026,1.00,
Shane Barreca,1164 Fever Tree Tonic Water Light 8/500 mL Btl,67005 Shoprite Liq (A)Northvle,Off Premise,8/6/2026,1.00,
Phil Ernst,1162 Fever Tree Tonic Water 3/8/150 mL Can,25010 Stew Leonard's Wines & Spirits of Clifton,Off Premise,8/6/2026,1.00,
Phil Ernst,1162 Fever Tree Tonic Water 3/8/150 mL Can,80026 Stew Leonard's(A) Paramus Wine,Off Premise,8/6/2026,1.00,
Phil Ernst,1159 Fever Tree Club Soda 3/8/150 mL Can,25010 Stew Leonard's Wines & Spirits of Clifton,Off Premise,8/6/2026,1.00,
Anthony Palmisano,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,2003 Ringwood W&L,Off Premise,8/6/2026,1.00,
Anthony Palmisano,1157 Fever Tree Club Soda 6/4/200 mL Btl,2003 Ringwood W&L,Off Premise,8/6/2026,1.00,
Phil Ernst,1167 Fever Tree Elderflower Tonic Water 3/8/150 mL Can,25010 Stew Leonard's Wines & Spirits of Clifton,Off Premise,8/6/2026,1.00,
Dan Lagala,1175 Fever Tree Cucumber 6/4/200 mL Btl,54006 Tenafly Fine Wine & Spirits,Off Premise,8/6/2026,1.00,
Klejdi Lamo,1168 Fever Tree mediterranean Tonic Water 6/4/200 mL Btl,190207 Liquor Outlet,Off Premise,8/5/2026,1.00,
Klejdi Lamo,1179 Fever Tree Classic Margarita Mix 6/750 mL Btl,190207 Liquor Outlet,Off Premise,8/5/2026,1.00,
Dan Lagala,1174 Fever Tree Lime-Yuzu 6/4/200 mL Btl,49044 Linwood Wine-Hudson Light,Off Premise,8/5/2026,1.00,
Klejdi Lamo,1176 Fever Tree Sicilian Lemonade 6/4/200 mL Btl,190207 Liquor Outlet,Off Premise,8/5/2026,1.00,
Dave Ehlers,1159 Fever Tree Club Soda 3/8/150 mL Can,57003 Joes Beer Wine & Spirits,Off Premise,8/5/2026,1.00,
Dan Lagala,1172 Fever Tree Pink Grapefruit Soda 6/4/200 mL Btl,49044 Linwood Wine-Hudson Light,Off Premise,8/5/2026,1.00,
Dan Lagala,1160 Fever Tree Tonic Water 6/4/200 mL Btl,49044 Linwood Wine-Hudson Light,Off Premise,8/5/2026,1.00,
Jim Heaney,1166 Fever Tree Elderflower Tonic Water 6/4/200 mL Btl,28012 Lucky 7 (A),Off Premise,8/5/2026,1.00,
Klejdi Lamo,1166 Fever Tree Elderflower Tonic Water 6/4/200 mL Btl,190207 Liquor Outlet,Off Premise,8/5/2026,1.00,
Jim Heaney,1172 Fever Tree Pink Grapefruit Soda 6/4/200 mL Btl,28012 Lucky 7 (A),Off Premise,8/5/2026,1.00,
Jim Heaney,1160 Fever Tree Tonic Water 6/4/200 mL Btl,24014 Bottleneck Liquors,Off Premise,8/5/2026,1.00,
Dan Lagala,1166 Fever Tree Elderflower Tonic Water 6/4/200 mL Btl,49044 Linwood Wine-Hudson Light,Off Premise,8/5/2026,1.00,
Dave Ehlers,1160 Fever Tree Tonic Water 6/4/200 mL Btl,57003 Joes Beer Wine & Spirits,Off Premise,8/5/2026,1.00,
Klejdi Lamo,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,190207 Liquor Outlet,Off Premise,8/5/2026,1.00,
Klejdi Lamo,1175 Fever Tree Cucumber 6/4/200 mL Btl,190207 Liquor Outlet,Off Premise,8/5/2026,1.00,
Dan Lagala,1154 Fever Tree Ginger Beer 8/500 mL Btl,49044 Linwood Wine-Hudson Light,Off Premise,8/5/2026,1.00,
Dave Ehlers,1155 Fever Tree Ginger Beer 3/8/150 mL Can,57003 Joes Beer Wine & Spirits,Off Premise,8/5/2026,1.00,
Derrick Laws,1160 Fever Tree Tonic Water 6/4/200 mL Btl,13001 Shop Rite Liq (A)Littlefl,Off Premise,8/5/2026,1.00,
Jim Heaney,1173 Fever Tree Pink Grapefruit Soda 3/8/150 mL Can,28012 Lucky 7 (A),Off Premise,8/5/2026,1.00,
Dan Lagala,1161 Fever Tree Tonic Water 8/500 mL Btl,49044 Linwood Wine-Hudson Light,Off Premise,8/5/2026,1.00,
Dave Ehlers,1162 Fever Tree Tonic Water 3/8/150 mL Can,57003 Joes Beer Wine & Spirits,Off Premise,8/5/2026,1.00,
Dave Ehlers,1170 Fever Tree Ginger Ale 3/8/150 mL Can,57003 Joes Beer Wine & Spirits,Off Premise,8/5/2026,1.00,
Jim Heaney,1162 Fever Tree Tonic Water 3/8/150 mL Can,28012 Lucky 7 (A),Off Premise,8/5/2026,1.00,
Dave Ehlers,1173 Fever Tree Pink Grapefruit Soda 3/8/150 mL Can,57003 Joes Beer Wine & Spirits,Off Premise,8/5/2026,1.00,
Derrick Laws,1172 Fever Tree Pink Grapefruit Soda 6/4/200 mL Btl,13001 Shop Rite Liq (A)Littlefl,Off Premise,8/5/2026,1.00,
Dan Lagala,1169 Fever Tree Ginger Ale 6/4/200 mL Btl,49044 Linwood Wine-Hudson Light,Off Premise,8/5/2026,1.00,
Dan Lagala,1175 Fever Tree Cucumber 6/4/200 mL Btl,49044 Linwood Wine-Hudson Light,Off Premise,8/5/2026,1.00,
Dan Lagala,1153 Fever Tree Blood Orange Ginger Beer 6/4/200 mL Btl,49044 Linwood Wine-Hudson Light,Off Premise,8/5/2026,1.00,
Mike Ast,1174 Fever Tree Lime-Yuzu 6/4/200 mL Btl,12011 Bottle King (A) Wayne,Off Premise,8/4/2026,1.00,
Shane Barreca,1153 Fever Tree Blood Orange Ginger Beer 6/4/200 mL Btl,92008 Ramsey Wine & Liquor,Off Premise,8/3/2026,1.00,
Klejdi Lamo,1160 Fever Tree Tonic Water 6/4/200 mL Btl,191814 Sandy's Wine & Spirit (P) (Budd Lake),Off Premise,8/3/2026,1.00,
Klejdi Lamo,1159 Fever Tree Club Soda 3/8/150 mL Can,191814 Sandy's Wine & Spirit (P) (Budd Lake),Off Premise,8/3/2026,1.00,
Jayson Romine,1165 Fever Tree Tonic Water Light 3/8/150 mL Can,230114 Liquor Factory III Sparta,Off Premise,8/3/2026,1.00,
Klejdi Lamo,1176 Fever Tree Sicilian Lemonade 6/4/200 mL Btl,191814 Sandy's Wine & Spirit (P) (Budd Lake),Off Premise,8/3/2026,1.00,
Mike Ast,1159 Fever Tree Club Soda 3/8/150 mL Can,96002 Wine & Spirit World(W),Off Premise,8/3/2026,1.00,
Chris Payton,1175 Fever Tree Cucumber 6/4/200 mL Btl,47005 Exquisite W & L (A),Off Premise,8/3/2026,1.00,
Shane Barreca,1166 Fever Tree Elderflower Tonic Water 6/4/200 mL Btl,92008 Ramsey Wine & Liquor,Off Premise,8/3/2026,1.00,
Mike Ast,1175 Fever Tree Cucumber 6/4/200 mL Btl,96002 Wine & Spirit World(W),Off Premise,8/3/2026,1.00,
Shane Barreca,1160 Fever Tree Tonic Water 6/4/200 mL Btl,92008 Ramsey Wine & Liquor,Off Premise,8/3/2026,1.00,
Chris Payton,1160 Fever Tree Tonic Water 6/4/200 mL Btl,47005 Exquisite W & L (A),Off Premise,8/3/2026,1.00,
Klejdi Lamo,1162 Fever Tree Tonic Water 3/8/150 mL Can,191814 Sandy's Wine & Spirit (P) (Budd Lake),Off Premise,8/3/2026,1.00,
Shane Barreca,1174 Fever Tree Lime-Yuzu 6/4/200 mL Btl,92011 Bottle King (A) Ramsey,Off Premise,8/3/2026,1.00,
Klejdi Lamo,1157 Fever Tree Club Soda 6/4/200 mL Btl,191814 Sandy's Wine & Spirit (P) (Budd Lake),Off Premise,8/3/2026,1.00,
Jayson Romine,1166 Fever Tree Elderflower Tonic Water 6/4/200 mL Btl,230114 Liquor Factory III Sparta,Off Premise,8/3/2026,1.00,
Mike Ast,1161 Fever Tree Tonic Water 8/500 mL Btl,96002 Wine & Spirit World(W),Off Premise,8/3/2026,1.00,
Klejdi Lamo,1155 Fever Tree Ginger Beer 3/8/150 mL Can,191814 Sandy's Wine & Spirit (P) (Budd Lake),Off Premise,8/3/2026,1.00,
Klejdi Lamo,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,191814 Sandy's Wine & Spirit (P) (Budd Lake),Off Premise,8/3/2026,1.00,
Klejdi Lamo,1172 Fever Tree Pink Grapefruit Soda 6/4/200 mL Btl,191814 Sandy's Wine & Spirit (P) (Budd Lake),Off Premise,8/3/2026,1.00,
Klejdi Lamo,1168 Fever Tree mediterranean Tonic Water 6/4/200 mL Btl,191814 Sandy's Wine & Spirit (P) (Budd Lake),Off Premise,8/3/2026,1.00,
Chris Payton,1162 Fever Tree Tonic Water 3/8/150 mL Can,47005 Exquisite W & L (A),Off Premise,8/3/2026,1.00,
Jayson Romine,1159 Fever Tree Club Soda 3/8/150 mL Can,230114 Liquor Factory III Sparta,Off Premise,8/3/2026,1.00,
Shane Barreca,1157 Fever Tree Club Soda 6/4/200 mL Btl,92008 Ramsey Wine & Liquor,Off Premise,8/3/2026,1.00,
Jayson Romine,1164 Fever Tree Tonic Water Light 8/500 mL Btl,230114 Liquor Factory III Sparta,Off Premise,8/3/2026,1.00,
Klejdi Lamo,1163 Fever Tree Tonic Water Light 6/4/200 mL Btl,191814 Sandy's Wine & Spirit (P) (Budd Lake),Off Premise,8/3/2026,1.00,
Matt Powierski,1157 Fever Tree Club Soda 6/4/200 mL Btl,36007 Shop Rite Of Wallington,Off Premise,7/31/2026,1.00,
Matt Powierski,1162 Fever Tree Tonic Water 3/8/150 mL Can,36007 Shop Rite Of Wallington,Off Premise,7/31/2026,1.00,
Phil Ernst,1155 Fever Tree Ginger Beer 3/8/150 mL Can,80005 Shop Rite Liq (Paramus),Off Premise,7/31/2026,1.00,
Jayson Romine,1166 Fever Tree Elderflower Tonic Water 6/4/200 mL Btl,230412 USA Wine Traders Club Of Newton (A),Off Premise,7/31/2026,1.00,
Phil Ernst,1172 Fever Tree Pink Grapefruit Soda 6/4/200 mL Btl,83010 Bottle King (A) Glen Rock,Off Premise,7/31/2026,1.00,
Phil Ernst,1163 Fever Tree Tonic Water Light 6/4/200 mL Btl,80005 Shop Rite Liq (Paramus),Off Premise,7/31/2026,1.00,
Matt Powierski,1166 Fever Tree Elderflower Tonic Water 6/4/200 mL Btl,36007 Shop Rite Of Wallington,Off Premise,7/31/2026,1.00,
Jayson Romine,1163 Fever Tree Tonic Water Light 6/4/200 mL Btl,230412 USA Wine Traders Club Of Newton (A),Off Premise,7/31/2026,1.00,
Phil Ernst,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,80005 Shop Rite Liq (Paramus),Off Premise,7/31/2026,1.00,
Phil Ernst,1160 Fever Tree Tonic Water 6/4/200 mL Btl,80005 Shop Rite Liq (Paramus),Off Premise,7/31/2026,1.00,
Jayson Romine,1172 Fever Tree Pink Grapefruit Soda 6/4/200 mL Btl,230412 USA Wine Traders Club Of Newton (A),Off Premise,7/31/2026,1.00,
Chris Payton,1159 Fever Tree Club Soda 3/8/150 mL Can,34007 Liquor Masters (P),Off Premise,7/31/2026,1.00,
Jayson Romine,1157 Fever Tree Club Soda 6/4/200 mL Btl,230412 USA Wine Traders Club Of Newton (A),Off Premise,7/31/2026,1.00,
Chris Payton,1174 Fever Tree Lime-Yuzu 6/4/200 mL Btl,76010 Usa Wine Traders Club (Saddle Brook),Off Premise,7/31/2026,1.00,
Phil Ernst,1173 Fever Tree Pink Grapefruit Soda 3/8/150 mL Can,83010 Bottle King (A) Glen Rock,Off Premise,7/31/2026,1.00,
Shane Barreca,1160 Fever Tree Tonic Water 6/4/200 mL Btl,71006 Ridgemont Liquors (A),Off Premise,7/31/2026,1.00,
Matt Powierski,1159 Fever Tree Club Soda 3/8/150 mL Can,36007 Shop Rite Of Wallington,Off Premise,7/31/2026,1.00,
Chris Payton,1162 Fever Tree Tonic Water 3/8/150 mL Can,34007 Liquor Masters (P),Off Premise,7/31/2026,1.00,
Jayson Romine,1178 Fever Tree Expresso Martini Mix 8/500 mL Btl,230412 USA Wine Traders Club Of Newton (A),Off Premise,7/31/2026,1.00,
Chris Payton,1170 Fever Tree Ginger Ale 3/8/150 mL Can,34007 Liquor Masters (P),Off Premise,7/31/2026,1.00,
Mike Ast,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,94008 Oakland Wine (A),Off Premise,7/31/2026,1.00,
Phil Ernst,1175 Fever Tree Cucumber 6/4/200 mL Btl,80005 Shop Rite Liq (Paramus),Off Premise,7/31/2026,1.00,
Jayson Romine,1163 Fever Tree Tonic Water Light 6/4/200 mL Btl,230105 ShopRite Wines & Spirits of Sparta,Off Premise,7/30/2026,1.00,
Shane Barreca,1153 Fever Tree Blood Orange Ginger Beer 6/4/200 mL Btl,60001 Bottle King (A) Dumont,Off Premise,7/30/2026,1.00,
Shane Barreca,1176 Fever Tree Sicilian Lemonade 6/4/200 mL Btl,60001 Bottle King (A) Dumont,Off Premise,7/30/2026,1.00,
Shane Barreca,1178 Fever Tree Expresso Martini Mix 8/500 mL Btl,73003 Bottle King (A) Hillsdale,Off Premise,7/30/2026,1.00,
Jayson Romine,1165 Fever Tree Tonic Water Light 3/8/150 mL Can,230105 ShopRite Wines & Spirits of Sparta,Off Premise,7/30/2026,1.00,
Jayson Romine,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,231701 George's Wine & Spirits,Off Premise,7/30/2026,1.00,
Anthony Palmisano,1180 Fever Tree Classic Margarita Light Mix 6/750 mL Btl,1012 Uncorked Wines & Spirits (West Milford),Off Premise,7/30/2026,1.00,
Chris Payton,1172 Fever Tree Pink Grapefruit Soda 6/4/200 mL Btl,50020 Wineland,Off Premise,7/30/2026,1.00,
Shane Barreca,1165 Fever Tree Tonic Water Light 3/8/150 mL Can,92011 Bottle King (A) Ramsey,Off Premise,7/30/2026,1.00,
Jayson Romine,1160 Fever Tree Tonic Water 6/4/200 mL Btl,231701 George's Wine & Spirits,Off Premise,7/30/2026,1.00,
Shane Barreca,1160 Fever Tree Tonic Water 6/4/200 mL Btl,92011 Bottle King (A) Ramsey,Off Premise,7/30/2026,1.00,
Shane Barreca,1152 Fever Tree Light Ginger Beer 6/4/200 mL Btl,92011 Bottle King (A) Ramsey,Off Premise,7/30/2026,1.00,
Jayson Romine,1154 Fever Tree Ginger Beer 8/500 mL Btl,230105 ShopRite Wines & Spirits of Sparta,Off Premise,7/30/2026,1.00,
Shane Barreca,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,60001 Bottle King (A) Dumont,Off Premise,7/30/2026,1.00,
Phil Ernst,1160 Fever Tree Tonic Water 6/4/200 mL Btl,25010 Stew Leonard's Wines & Spirits of Clifton,Off Premise,7/30/2026,1.00,
Anthony Palmisano,1166 Fever Tree Elderflower Tonic Water 6/4/200 mL Btl,1012 Uncorked Wines & Spirits (West Milford),Off Premise,7/30/2026,1.00,
Shane Barreca,1165 Fever Tree Tonic Water Light 3/8/150 mL Can,73003 Bottle King (A) Hillsdale,Off Premise,7/30/2026,1.00,
Jayson Romine,1162 Fever Tree Tonic Water 3/8/150 mL Can,230105 ShopRite Wines & Spirits of Sparta,Off Premise,7/30/2026,1.00,
Shane Barreca,1159 Fever Tree Club Soda 3/8/150 mL Can,60001 Bottle King (A) Dumont,Off Premise,7/30/2026,1.00,
Chris Payton,1157 Fever Tree Club Soda 6/4/200 mL Btl,50020 Wineland,Off Premise,7/30/2026,1.00,
Shane Barreca,1160 Fever Tree Tonic Water 6/4/200 mL Btl,60001 Bottle King (A) Dumont,Off Premise,7/30/2026,1.00,
Chris Payton,1166 Fever Tree Elderflower Tonic Water 6/4/200 mL Btl,50020 Wineland,Off Premise,7/30/2026,1.00,
Anthony Palmisano,1179 Fever Tree Classic Margarita Mix 6/750 mL Btl,1012 Uncorked Wines & Spirits (West Milford),Off Premise,7/30/2026,1.00,
Phil Ernst,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,25010 Stew Leonard's Wines & Spirits of Clifton,Off Premise,7/30/2026,1.00,
Shane Barreca,1176 Fever Tree Sicilian Lemonade 6/4/200 mL Btl,92011 Bottle King (A) Ramsey,Off Premise,7/30/2026,1.00,
Shane Barreca,1155 Fever Tree Ginger Beer 3/8/150 mL Can,92011 Bottle King (A) Ramsey,Off Premise,7/30/2026,1.00,
Shane Barreca,1160 Fever Tree Tonic Water 6/4/200 mL Btl,73003 Bottle King (A) Hillsdale,Off Premise,7/30/2026,1.00,
Shane Barreca,1155 Fever Tree Ginger Beer 3/8/150 mL Can,73003 Bottle King (A) Hillsdale,Off Premise,7/30/2026,1.00,
Jayson Romine,1164 Fever Tree Tonic Water Light 8/500 mL Btl,230105 ShopRite Wines & Spirits of Sparta,Off Premise,7/30/2026,1.00,
Chris Payton,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,50020 Wineland,Off Premise,7/30/2026,1.00,
Shane Barreca,1157 Fever Tree Club Soda 6/4/200 mL Btl,73003 Bottle King (A) Hillsdale,Off Premise,7/30/2026,1.00,
Jayson Romine,1166 Fever Tree Elderflower Tonic Water 6/4/200 mL Btl,231701 George's Wine & Spirits,Off Premise,7/30/2026,1.00,
Shane Barreca,1162 Fever Tree Tonic Water 3/8/150 mL Can,73003 Bottle King (A) Hillsdale,Off Premise,7/30/2026,1.00,
Shane Barreca,1175 Fever Tree Cucumber 6/4/200 mL Btl,73003 Bottle King (A) Hillsdale,Off Premise,7/30/2026,1.00,
Shane Barreca,1155 Fever Tree Ginger Beer 3/8/150 mL Can,60001 Bottle King (A) Dumont,Off Premise,7/30/2026,1.00,
Shane Barreca,1159 Fever Tree Club Soda 3/8/150 mL Can,73003 Bottle King (A) Hillsdale,Off Premise,7/30/2026,1.00,
Shane Barreca,1159 Fever Tree Club Soda 3/8/150 mL Can,92011 Bottle King (A) Ramsey,Off Premise,7/30/2026,1.00,
Jayson Romine,1159 Fever Tree Club Soda 3/8/150 mL Can,230105 ShopRite Wines & Spirits of Sparta,Off Premise,7/30/2026,1.00,
Jayson Romine,1176 Fever Tree Sicilian Lemonade 6/4/200 mL Btl,230105 ShopRite Wines & Spirits of Sparta,Off Premise,7/30/2026,1.00,
Shane Barreca,1175 Fever Tree Cucumber 6/4/200 mL Btl,92011 Bottle King (A) Ramsey,Off Premise,7/30/2026,1.00,
Jayson Romine,1172 Fever Tree Pink Grapefruit Soda 6/4/200 mL Btl,231701 George's Wine & Spirits,Off Premise,7/30/2026,1.00,
Shane Barreca,1162 Fever Tree Tonic Water 3/8/150 mL Can,92011 Bottle King (A) Ramsey,Off Premise,7/30/2026,1.00,
Chris Payton,1152 Fever Tree Light Ginger Beer 6/4/200 mL Btl,50020 Wineland,Off Premise,7/30/2026,1.00,
Dan Lagala,1152 Fever Tree Light Ginger Beer 6/4/200 mL Btl,54006 Tenafly Fine Wine & Spirits,Off Premise,7/30/2026,1.00,
Shane Barreca,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,92011 Bottle King (A) Ramsey,Off Premise,7/30/2026,1.00,
Chris Payton,1160 Fever Tree Tonic Water 6/4/200 mL Btl,50020 Wineland,Off Premise,7/30/2026,1.00,
Jayson Romine,1167 Fever Tree Elderflower Tonic Water 3/8/150 mL Can,230105 ShopRite Wines & Spirits of Sparta,Off Premise,7/30/2026,1.00,
Phil Ernst,1166 Fever Tree Elderflower Tonic Water 6/4/200 mL Btl,83010 Bottle King (A) Glen Rock,Off Premise,7/29/2026,1.00,
Dan Lagala,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,49027 Linwood Wine-Linwood Plaza,Off Premise,7/29/2026,1.00,
Dave Ehlers,1160 Fever Tree Tonic Water 6/4/200 mL Btl,40001 Bottle & Cork,Off Premise,7/29/2026,1.00,
Phil Ernst,1165 Fever Tree Tonic Water Light 3/8/150 mL Can,83010 Bottle King (A) Glen Rock,Off Premise,7/29/2026,1.00,
Phil Ernst,1160 Fever Tree Tonic Water 6/4/200 mL Btl,83010 Bottle King (A) Glen Rock,Off Premise,7/29/2026,1.00,
Phil Ernst,1175 Fever Tree Cucumber 6/4/200 mL Btl,83010 Bottle King (A) Glen Rock,Off Premise,7/29/2026,1.00,
Dave Ehlers,1161 Fever Tree Tonic Water 8/500 mL Btl,40001 Bottle & Cork,Off Premise,7/29/2026,1.00,
Phil Ernst,1153 Fever Tree Blood Orange Ginger Beer 6/4/200 mL Btl,83010 Bottle King (A) Glen Rock,Off Premise,7/29/2026,1.00,
Klejdi Lamo,1167 Fever Tree Elderflower Tonic Water 3/8/150 mL Can,191710 Shop Rite Wine & Spirits Stanhope,Off Premise,7/29/2026,1.00,
Phil Ernst,1155 Fever Tree Ginger Beer 3/8/150 mL Can,83010 Bottle King (A) Glen Rock,Off Premise,7/29/2026,1.00,
Derrick Laws,1170 Fever Tree Ginger Ale 3/8/150 mL Can,23004 Shop Rite Wines/Spirits,Off Premise,7/29/2026,1.00,
Phil Ernst,1162 Fever Tree Tonic Water 3/8/150 mL Can,83010 Bottle King (A) Glen Rock,Off Premise,7/29/2026,1.00,
Phil Ernst,1170 Fever Tree Ginger Ale 3/8/150 mL Can,83010 Bottle King (A) Glen Rock,Off Premise,7/29/2026,1.00,
Derrick Laws,1162 Fever Tree Tonic Water 3/8/150 mL Can,23004 Shop Rite Wines/Spirits,Off Premise,7/29/2026,1.00,
Phil Ernst,1152 Fever Tree Light Ginger Beer 6/4/200 mL Btl,83010 Bottle King (A) Glen Rock,Off Premise,7/29/2026,1.00,
Klejdi Lamo,1173 Fever Tree Pink Grapefruit Soda 3/8/150 mL Can,191710 Shop Rite Wine & Spirits Stanhope,Off Premise,7/29/2026,1.00,
Klejdi Lamo,1165 Fever Tree Tonic Water Light 3/8/150 mL Can,191710 Shop Rite Wine & Spirits Stanhope,Off Premise,7/29/2026,1.00,
Klejdi Lamo,1157 Fever Tree Club Soda 6/4/200 mL Btl,191710 Shop Rite Wine & Spirits Stanhope,Off Premise,7/29/2026,1.00,
Phil Ernst,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,83010 Bottle King (A) Glen Rock,Off Premise,7/29/2026,1.00,
Klejdi Lamo,1154 Fever Tree Ginger Beer 8/500 mL Btl,191710 Shop Rite Wine & Spirits Stanhope,Off Premise,7/29/2026,1.00,
Klejdi Lamo,1164 Fever Tree Tonic Water Light 8/500 mL Btl,191710 Shop Rite Wine & Spirits Stanhope,Off Premise,7/29/2026,1.00,
Klejdi Lamo,1153 Fever Tree Blood Orange Ginger Beer 6/4/200 mL Btl,191710 Shop Rite Wine & Spirits Stanhope,Off Premise,7/29/2026,1.00,
Phil Ernst,1163 Fever Tree Tonic Water Light 6/4/200 mL Btl,83010 Bottle King (A) Glen Rock,Off Premise,7/29/2026,1.00,
Dan Lagala,1172 Fever Tree Pink Grapefruit Soda 6/4/200 mL Btl,49027 Linwood Wine-Linwood Plaza,Off Premise,7/29/2026,1.00,
Klejdi Lamo,1169 Fever Tree Ginger Ale 6/4/200 mL Btl,191710 Shop Rite Wine & Spirits Stanhope,Off Premise,7/29/2026,1.00,
Derrick Laws,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,23004 Shop Rite Wines/Spirits,Off Premise,7/29/2026,1.00,
Derrick Laws,1159 Fever Tree Club Soda 3/8/150 mL Can,23004 Shop Rite Wines/Spirits,Off Premise,7/29/2026,1.00,
Dave Ehlers,1162 Fever Tree Tonic Water 3/8/150 mL Can,40001 Bottle & Cork,Off Premise,7/29/2026,1.00,
Klejdi Lamo,1162 Fever Tree Tonic Water 3/8/150 mL Can,191710 Shop Rite Wine & Spirits Stanhope,Off Premise,7/29/2026,1.00,
Phil Ernst,1159 Fever Tree Club Soda 3/8/150 mL Can,83010 Bottle King (A) Glen Rock,Off Premise,7/29/2026,1.00,
Mike Ast,1175 Fever Tree Cucumber 6/4/200 mL Btl,12011 Bottle King (A) Wayne,Off Premise,7/28/2026,1.00,
Phil Ernst,1155 Fever Tree Ginger Beer 3/8/150 mL Can,20106 Super Wine Warehse(P)Pate,Off Premise,7/28/2026,1.00,
Phil Ernst,1159 Fever Tree Club Soda 3/8/150 mL Can,20106 Super Wine Warehse(P)Pate,Off Premise,7/28/2026,1.00,
Mike Ast,1166 Fever Tree Elderflower Tonic Water 6/4/200 mL Btl,12011 Bottle King (A) Wayne,Off Premise,7/28/2026,1.00,
Phil Ernst,1173 Fever Tree Pink Grapefruit Soda 3/8/150 mL Can,20106 Super Wine Warehse(P)Pate,Off Premise,7/28/2026,1.00,
Mike Ast,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,12011 Bottle King (A) Wayne,Off Premise,7/28/2026,1.00,
Phil Ernst,1157 Fever Tree Club Soda 6/4/200 mL Btl,20106 Super Wine Warehse(P)Pate,Off Premise,7/28/2026,1.00,
Mike Ast,1165 Fever Tree Tonic Water Light 3/8/150 mL Can,12011 Bottle King (A) Wayne,Off Premise,7/28/2026,1.00,
Mike Ast,1155 Fever Tree Ginger Beer 3/8/150 mL Can,12011 Bottle King (A) Wayne,Off Premise,7/28/2026,1.00,
Jim Heaney,1172 Fever Tree Pink Grapefruit Soda 6/4/200 mL Btl,24011 Shoppers Vineyard (A),Off Premise,7/28/2026,1.00,
Mike Ast,1153 Fever Tree Blood Orange Ginger Beer 6/4/200 mL Btl,12011 Bottle King (A) Wayne,Off Premise,7/28/2026,1.00,
Jim Heaney,1166 Fever Tree Elderflower Tonic Water 6/4/200 mL Btl,24011 Shoppers Vineyard (A),Off Premise,7/28/2026,1.00,
