#,Account #,DBA,Distribution Area,Address,City,Date/Time,Photos,Route / Sales Rep,Brand,Brand Family,Supplier,# of Taps,Distributor
542,191618,POLO'S BAR AND GRILL,MORRIS 1,140 LEDGEWOOD AVE,NETCONG,07/15/2026 12:00 PM,Photos,11 - brian sengebush,YUENGLING,YUENGLING,YUENGLING BREWERY,1,US
543,191618,POLO'S BAR AND GRILL,MORRIS 1,140 LEDGEWOOD AVE,NETCONG,07/15/2026 12:00 PM,Photos,11 - brian sengebush,MILLER LITE BEER,MILLER LITE,MOLSON COORS BEVERAGE COMPANY,1,US
544,191618,POLO'S BAR AND GRILL,MORRIS 1,140 LEDGEWOOD AVE,NETCONG,07/15/2026 12:00 PM,Photos,11 - brian sengebush,BLUE MOON BELGIAN WHITE ALE,BLUE MOON,MOLSON COORS BEVERAGE COMPANY,1,US
545,191618,POLO'S BAR AND GRILL,MORRIS 1,140 LEDGEWOOD AVE,NETCONG,07/15/2026 12:00 PM,Photos,11 - brian sengebush,SAMUEL ADAMS SUMMER ALE,SAM ADAMS SEASONAL,BOSTON BEER COMPANY,1,US
546,191618,POLO'S BAR AND GRILL,MORRIS 1,140 LEDGEWOOD AVE,NETCONG,07/15/2026 12:00 PM,Photos,11 - brian sengebush,LEINENKUGEL'S SUMMER SHANDY,LEINENKUGEL'S,MOLSON COORS BEVERAGE COMPANY,1,US
547,191618,POLO'S BAR AND GRILL,MORRIS 1,140 LEDGEWOOD AVE,NETCONG,07/15/2026 12:00 PM,Photos,11 - brian sengebush,GARAGE BEER LAGER,BRAXTON,GARAGE BEER CO.,1,THEM
548,191618,POLO'S BAR AND GRILL,MORRIS 1,140 LEDGEWOOD AVE,NETCONG,07/15/2026 12:00 PM,Photos,11 - brian sengebush,CAPE MAY TAN LIMES,CAPE MAY BREWING,CAPE MAY BREWING COMPANY,1,US
549,24022,APPLEBEE'S CLIFTON,PASSAIC,375 RTE 3 E,CLIFTON,07/15/2026 11:56 AM,Photos,4 - allison scott,COORS LIGHT BEER,COORS LIGHT,MOLSON COORS BEVERAGE COMPANY,1,US
550,24022,APPLEBEE'S CLIFTON,PASSAIC,375 RTE 3 E,CLIFTON,07/15/2026 11:56 AM,Photos,4 - allison scott,YUENGLING,YUENGLING,YUENGLING BREWERY,1,US
551,24022,APPLEBEE'S CLIFTON,PASSAIC,375 RTE 3 E,CLIFTON,07/15/2026 11:56 AM,Photos,4 - allison scott,HEINEKEN,HEINEKEN,HEINEKEN,1,US
552,24022,APPLEBEE'S CLIFTON,PASSAIC,375 RTE 3 E,CLIFTON,07/15/2026 11:56 AM,Photos,4 - allison scott,MODELO ESPECIAL,MODELO CERVEZA,CONSTELLATION BRANDS,1,US
553,24022,APPLEBEE'S CLIFTON,PASSAIC,375 RTE 3 E,CLIFTON,07/15/2026 11:56 AM,Photos,4 - allison scott,DOS EQUIS LAGER ESPECIAL,DOS EQUIS,HEINEKEN,1,US
554,24022,APPLEBEE'S CLIFTON,PASSAIC,375 RTE 3 E,CLIFTON,07/15/2026 11:56 AM,Photos,4 - allison scott,SAMUEL ADAMS BOSTON LAGER,SAMUEL ADAMS,BOSTON BEER COMPANY,1,US
555,24022,APPLEBEE'S CLIFTON,PASSAIC,375 RTE 3 E,CLIFTON,07/15/2026 11:56 AM,Photos,4 - allison scott,BLUE MOON BELGIAN WHITE ALE,BLUE MOON,MOLSON COORS BEVERAGE COMPANY,1,US
556,69007,FLORENTINE GARDEN,BERGEN,97 RIVERVALE ROAD,RIVERVALE,07/15/2026 11:53 AM,Photos,7 - Paul McLaughlin,MILLER LITE BEER,MILLER LITE,MOLSON COORS BEVERAGE COMPANY,2,US
557,69007,FLORENTINE GARDEN,BERGEN,97 RIVERVALE ROAD,RIVERVALE,07/15/2026 11:53 AM,Photos,7 - Paul McLaughlin,MODELO ESPECIAL,MODELO CERVEZA,CONSTELLATION BRANDS,1,US
558,69007,FLORENTINE GARDEN,BERGEN,97 RIVERVALE ROAD,RIVERVALE,07/15/2026 11:53 AM,Photos,7 - Paul McLaughlin,SAMUEL ADAMS SUMMER ALE,SAM ADAMS SEASONAL,BOSTON BEER COMPANY,2,US
559,191301,LAKE HOPATCONG YACHT CLUB,MORRIS 1,75 N BERTRAND RD,MT ARLINGTON,07/15/2026 11:51 AM,Photos,19 - robin feldman,COORS LIGHT BEER,COORS LIGHT,MOLSON COORS BEVERAGE COMPANY,1,US
560,191301,LAKE HOPATCONG YACHT CLUB,MORRIS 1,75 N BERTRAND RD,MT ARLINGTON,07/15/2026 11:51 AM,Photos,19 - robin feldman,WEIHENSTEPHANER FESTBIER,WEIHENSTEPHANER,TOTAL BEVERAGE SOLUTION,1,THEM
561,190615,THE SECOND HALF ON MAIN,MORRIS 1,5 E MAIN ST STE 15,DENVILLE,07/15/2026 11:16 AM,Photos,11 - brian sengebush,YUENGLING,YUENGLING,YUENGLING BREWERY,1,US
562,191403,DAVY'S DOGS,MORRIS 1,14 HOWARD BLVD,MT ARLINGTON,07/15/2026 11:15 AM,Photos,19 - robin feldman,SOURCE OF HOPPINESS,SOURCE BREWING,SOURCE BREWING,1,THEM
563,191403,DAVY'S DOGS,MORRIS 1,14 HOWARD BLVD,MT ARLINGTON,07/15/2026 11:15 AM,Photos,19 - robin feldman,SAMUEL ADAMS SUMMER ALE,SAM ADAMS SEASONAL,BOSTON BEER COMPANY,1,US
564,191403,DAVY'S DOGS,MORRIS 1,14 HOWARD BLVD,MT ARLINGTON,07/15/2026 11:15 AM,Photos,19 - robin feldman,DOS EQUIS AMBAR ESPECIAL,DOS EQUIS,HEINEKEN,1,THEM
565,69009,RIVERVALE COUNTRY CLUB,BERGEN,660 RIVERVALE ROAD,RIVERVALE,07/15/2026 11:08 AM,Photos,7 - Paul McLaughlin,PERONI NASTRO AZZURRO,PERONI NASTRO AZZURRO,MOLSON COORS BEVERAGE COMPANY,1,US
566,69009,RIVERVALE COUNTRY CLUB,BERGEN,660 RIVERVALE ROAD,RIVERVALE,07/15/2026 11:08 AM,Photos,7 - Paul McLaughlin,CAPE MAY IPA,CAPE MAY BREWING,CAPE MAY BREWING COMPANY,1,US
567,69009,RIVERVALE COUNTRY CLUB,BERGEN,660 RIVERVALE ROAD,RIVERVALE,07/15/2026 11:08 AM,Photos,7 - Paul McLaughlin,DOGFISH HEAD GRATEFUL DEAD JUICY PALE ALE,DOGFISH HEAD BREWERY,BOSTON BEER COMPANY,1,US
568,69009,RIVERVALE COUNTRY CLUB,BERGEN,660 RIVERVALE ROAD,RIVERVALE,07/15/2026 11:08 AM,Photos,7 - Paul McLaughlin,SIX POINT BREWERY,SIX POINT,SIX POINT BREWERY,1,US
569,69009,RIVERVALE COUNTRY CLUB,BERGEN,660 RIVERVALE ROAD,RIVERVALE,07/15/2026 11:08 AM,Photos,7 - Paul McLaughlin,YUENGLING,YUENGLING,YUENGLING BREWERY,1,US
570,69009,RIVERVALE COUNTRY CLUB,BERGEN,660 RIVERVALE ROAD,RIVERVALE,07/15/2026 11:08 AM,Photos,7 - Paul McLaughlin,SAMUEL ADAMS SUMMER ALE,SAM ADAMS SEASONAL,BOSTON BEER COMPANY,1,US
571,69009,RIVERVALE COUNTRY CLUB,BERGEN,660 RIVERVALE ROAD,RIVERVALE,07/15/2026 11:08 AM,Photos,7 - Paul McLaughlin,MODELO ESPECIAL,MODELO CERVEZA,CONSTELLATION BRANDS,1,US
572,69009,RIVERVALE COUNTRY CLUB,BERGEN,660 RIVERVALE ROAD,RIVERVALE,07/15/2026 11:08 AM,Photos,7 - Paul McLaughlin,BLUE MOON BELGIAN WHITE ALE,BLUE MOON,MOLSON COORS BEVERAGE COMPANY,1,US
573,69009,RIVERVALE COUNTRY CLUB,BERGEN,660 RIVERVALE ROAD,RIVERVALE,07/15/2026 11:08 AM,Photos,7 - Paul McLaughlin,SIERRA NEVADA,SIERRA NEVADA,SIERRA NEVADA BREWING COMPANY,1,US
574,190710,HILTON GARDEN INN ROCKAWAY,MORRIS 1,375 MT HOPE AVE,ROCKAWAY,07/15/2026 10:54 AM,Photos,19 - robin feldman,ANGRY ORCHARD CRISP APPLE CIDER,ANGRY ORCHARD,BOSTON BEER COMPANY,1,US
575,190710,HILTON GARDEN INN ROCKAWAY,MORRIS 1,375 MT HOPE AVE,ROCKAWAY,07/15/2026 10:54 AM,Photos,19 - robin feldman,SAMUEL ADAMS SUMMER ALE,SAM ADAMS SEASONAL,BOSTON BEER COMPANY,1,US
576,190710,HILTON GARDEN INN ROCKAWAY,MORRIS 1,375 MT HOPE AVE,ROCKAWAY,07/15/2026 10:54 AM,Photos,19 - robin feldman,YUENGLING,YUENGLING,YUENGLING BREWERY,1,US
577,190606,PEACE PIPE CC (P),MORRIS 1,1 LEE ROAD,DENVILLE,07/15/2026 10:51 AM,Photos,11 - brian sengebush,COORS LIGHT BEER,COORS LIGHT,MOLSON COORS BEVERAGE COMPANY,1,US
578,190606,PEACE PIPE CC (P),MORRIS 1,1 LEE ROAD,DENVILLE,07/15/2026 10:51 AM,Photos,11 - brian sengebush,YUENGLING,YUENGLING,YUENGLING BREWERY,1,US
579,69003,EDGEWOOD COUNTRY CLUB,BERGEN,449 RIVERVALE RD,RIVERVALE,07/15/2026 10:49 AM,Photos,7 - Paul McLaughlin,MODELO ESPECIAL,MODELO CERVEZA,CONSTELLATION BRANDS,1,US
580,69003,EDGEWOOD COUNTRY CLUB,BERGEN,449 RIVERVALE RD,RIVERVALE,07/15/2026 10:49 AM,Photos,7 - Paul McLaughlin,YUENGLING,YUENGLING,YUENGLING BREWERY,1,US
581,69012,449 PRIME @ EDGEWOOD COUNTRY CLUB,BERGEN,449 RIVERVALE RD,RIVERVALE,07/15/2026 10:45 AM,Photos,7 - Paul McLaughlin,MONTAUK SURF BEER,MONTAUK BREWING COMPANY,TILRAY BRANDS,1,US
582,13002,THE LITTLE FALLS TAVERN,PASSAIC,131 NEWARK POMPTON TURNPIKE,LITTLE FALLS,07/14/2026 02:54 PM,Photos,4 - allison scott,MODELO ESPECIAL,MODELO CERVEZA,CONSTELLATION BRANDS,1,US
583,13002,THE LITTLE FALLS TAVERN,PASSAIC,131 NEWARK POMPTON TURNPIKE,LITTLE FALLS,07/14/2026 02:54 PM,Photos,4 - allison scott,PERONI NASTRO AZZURRO,PERONI NASTRO AZZURRO,MOLSON COORS BEVERAGE COMPANY,1,US
584,13002,THE LITTLE FALLS TAVERN,PASSAIC,131 NEWARK POMPTON TURNPIKE,LITTLE FALLS,07/14/2026 02:54 PM,Photos,4 - allison scott,SAMUEL ADAMS SUMMER ALE,SAM ADAMS SEASONAL,BOSTON BEER COMPANY,1,US
585,13002,THE LITTLE FALLS TAVERN,PASSAIC,131 NEWARK POMPTON TURNPIKE,LITTLE FALLS,07/14/2026 02:54 PM,Photos,4 - allison scott,SIERRA NEVADA,SIERRA NEVADA,SIERRA NEVADA BREWING COMPANY,1,US
586,13002,THE LITTLE FALLS TAVERN,PASSAIC,131 NEWARK POMPTON TURNPIKE,LITTLE FALLS,07/14/2026 02:54 PM,Photos,4 - allison scott,CAPE MAY IPA,CAPE MAY BREWING,CAPE MAY BREWING COMPANY,1,US
587,13002,THE LITTLE FALLS TAVERN,PASSAIC,131 NEWARK POMPTON TURNPIKE,LITTLE FALLS,07/14/2026 02:54 PM,Photos,4 - allison scott,DOGFISH HEAD BREWING,DOGFISH,BOSTON BEER COMPANY,1,US
588,13002,THE LITTLE FALLS TAVERN,PASSAIC,131 NEWARK POMPTON TURNPIKE,LITTLE FALLS,07/14/2026 02:54 PM,Photos,4 - allison scott,NEW BELGIUM VOODOO RANGER JUICY HAZE IPA,NEW BELGIUM VOODOO RANGER,NEW BELGIUM BRANDS,1,US
589,13002,THE LITTLE FALLS TAVERN,PASSAIC,131 NEWARK POMPTON TURNPIKE,LITTLE FALLS,07/14/2026 02:54 PM,Photos,4 - allison scott,COORS LIGHT BEER,COORS LIGHT,MOLSON COORS BEVERAGE COMPANY,1,US
590,13002,THE LITTLE FALLS TAVERN,PASSAIC,131 NEWARK POMPTON TURNPIKE,LITTLE FALLS,07/14/2026 02:54 PM,Photos,4 - allison scott,MILLER LITE BEER,MILLER LITE,MOLSON COORS BEVERAGE COMPANY,1,US
591,13002,THE LITTLE FALLS TAVERN,PASSAIC,131 NEWARK POMPTON TURNPIKE,LITTLE FALLS,07/14/2026 02:54 PM,Photos,4 - allison scott,YUENGLING,YUENGLING,YUENGLING BREWERY,1,US
592,13002,THE LITTLE FALLS TAVERN,PASSAIC,131 NEWARK POMPTON TURNPIKE,LITTLE FALLS,07/14/2026 02:54 PM,Photos,4 - allison scott,ANGRY ORCHARD CRISP APPLE CIDER,ANGRY ORCHARD,BOSTON BEER COMPANY,1,US
593,13002,THE LITTLE FALLS TAVERN,PASSAIC,131 NEWARK POMPTON TURNPIKE,LITTLE FALLS,07/14/2026 02:54 PM,Photos,4 - allison scott,MODELO NEGRA,MODELO ORO,CONSTELLATION BRANDS,1,US
594,13002,THE LITTLE FALLS TAVERN,PASSAIC,131 NEWARK POMPTON TURNPIKE,LITTLE FALLS,07/14/2026 02:54 PM,Photos,4 - allison scott,BLUE MOON BELGIAN WHITE ALE,BLUE MOON,MOLSON COORS BEVERAGE COMPANY,1,US
595,84015,THE OFFICE 2131 RIDGEWOOD,BERGEN,32-34 CHESTNUT ST,RIDGEWOOD,07/14/2026 02:18 PM,Photos,5 - Mike Ast,SAMUEL ADAMS BOSTON LAGER,SAMUEL ADAMS,BOSTON BEER COMPANY,1,US
596,84015,THE OFFICE 2131 RIDGEWOOD,BERGEN,32-34 CHESTNUT ST,RIDGEWOOD,07/14/2026 02:18 PM,Photos,5 - Mike Ast,SAMUEL ADAMS SUMMER ALE,SAM ADAMS SEASONAL,BOSTON BEER COMPANY,1,US
597,84015,THE OFFICE 2131 RIDGEWOOD,BERGEN,32-34 CHESTNUT ST,RIDGEWOOD,07/14/2026 02:18 PM,Photos,5 - Mike Ast,BLUE MOON BELGIAN WHITE ALE,BLUE MOON,MOLSON COORS BEVERAGE COMPANY,1,US
598,84015,THE OFFICE 2131 RIDGEWOOD,BERGEN,32-34 CHESTNUT ST,RIDGEWOOD,07/14/2026 02:18 PM,Photos,5 - Mike Ast,VICTORY GOLDEN MONKEY,VICTORY BREWING MONKEY SERIES,ARTISANAL BREWING VENTURES (EBI),1,US
599,84015,THE OFFICE 2131 RIDGEWOOD,BERGEN,32-34 CHESTNUT ST,RIDGEWOOD,07/14/2026 02:18 PM,Photos,5 - Mike Ast,SIX POINT BREWERY,SIX POINT,SIX POINT BREWERY,1,US
600,84015,THE OFFICE 2131 RIDGEWOOD,BERGEN,32-34 CHESTNUT ST,RIDGEWOOD,07/14/2026 02:18 PM,Photos,5 - Mike Ast,CAPE MAY IPA,CAPE MAY BREWING,CAPE MAY BREWING COMPANY,1,US
601,84015,THE OFFICE 2131 RIDGEWOOD,BERGEN,32-34 CHESTNUT ST,RIDGEWOOD,07/14/2026 02:18 PM,Photos,5 - Mike Ast,SIERRA NEVADA HAZY LITTLE THING,SIERRA NEVADA BREWING COMPANY,SIERRA NEVADA BREWING COMPANY,1,US
602,84015,THE OFFICE 2131 RIDGEWOOD,BERGEN,32-34 CHESTNUT ST,RIDGEWOOD,07/14/2026 02:18 PM,Photos,5 - Mike Ast,SOURCE OF HOPPINESS,SOURCE BREWING,SOURCE BREWING,1,US
603,84015,THE OFFICE 2131 RIDGEWOOD,BERGEN,32-34 CHESTNUT ST,RIDGEWOOD,07/14/2026 02:18 PM,Photos,5 - Mike Ast,PERONI NASTRO AZZURRO,PERONI NASTRO AZZURRO,MOLSON COORS BEVERAGE COMPANY,1,US
604,84015,THE OFFICE 2131 RIDGEWOOD,BERGEN,32-34 CHESTNUT ST,RIDGEWOOD,07/14/2026 02:18 PM,Photos,5 - Mike Ast,COORS LIGHT BEER,COORS LIGHT,MOLSON COORS BEVERAGE COMPANY,1,US
605,84015,THE OFFICE 2131 RIDGEWOOD,BERGEN,32-34 CHESTNUT ST,RIDGEWOOD,07/14/2026 02:18 PM,Photos,5 - Mike Ast,YUENGLING,YUENGLING,YUENGLING BREWERY,1,US
606,191207,DAILY PLANET (A),MORRIS 1,526 ROOSEVELT AVE,OAK RIDGE,07/14/2026 12:48 PM,Photos,26 - Anthony Palmisano,SAMUEL ADAMS SUMMER ALE,SAM ADAMS SEASONAL,BOSTON BEER COMPANY,1,US
607,191207,DAILY PLANET (A),MORRIS 1,526 ROOSEVELT AVE,OAK RIDGE,07/14/2026 12:48 PM,Photos,26 - Anthony Palmisano,ANGRY ORCHARD CRISP APPLE CIDER,ANGRY ORCHARD,BOSTON BEER COMPANY,1,US
608,191207,DAILY PLANET (A),MORRIS 1,526 ROOSEVELT AVE,OAK RIDGE,07/14/2026 12:48 PM,Photos,26 - Anthony Palmisano,DOGFISH HEAD 60 MINUTE IPA,DOGFISH HEAD BREWERY,BOSTON BEER COMPANY,1,US
609,191207,DAILY PLANET (A),MORRIS 1,526 ROOSEVELT AVE,OAK RIDGE,07/14/2026 12:48 PM,Photos,26 - Anthony Palmisano,BLUE MOON BELGIAN WHITE ALE,BLUE MOON,MOLSON COORS BEVERAGE COMPANY,1,US
610,191207,DAILY PLANET (A),MORRIS 1,526 ROOSEVELT AVE,OAK RIDGE,07/14/2026 12:48 PM,Photos,26 - Anthony Palmisano,EVIL GENIUS STACY'S MOM,EVIL GENIUS YEAR ROUND,EVIL GENIUS BEER COMPANY,1,THEM
611,191207,DAILY PLANET (A),MORRIS 1,526 ROOSEVELT AVE,OAK RIDGE,07/14/2026 12:48 PM,Photos,26 - Anthony Palmisano,MILLER HIGH LIFE BEER,MILLER HIGH LIFE,MOLSON COORS BEVERAGE COMPANY,1,US
612,191207,DAILY PLANET (A),MORRIS 1,526 ROOSEVELT AVE,OAK RIDGE,07/14/2026 12:48 PM,Photos,26 - Anthony Palmisano,YUENGLING,YUENGLING,YUENGLING BREWERY,1,US
613,191209,VALLEY TAVERN,MORRIS 1,5604 BERKSHIRE VALLEY RD,OAK RIDGE,07/14/2026 12:38 PM,Photos,26 - Anthony Palmisano,YUENGLING,YUENGLING,YUENGLING BREWERY,1,US
614,191209,VALLEY TAVERN,MORRIS 1,5604 BERKSHIRE VALLEY RD,OAK RIDGE,07/14/2026 12:38 PM,Photos,26 - Anthony Palmisano,COORS BANQUET,COORS,MOLSON COORS BEVERAGE COMPANY,1,US
615,191209,VALLEY TAVERN,MORRIS 1,5604 BERKSHIRE VALLEY RD,OAK RIDGE,07/14/2026 12:38 PM,Photos,26 - Anthony Palmisano,BLUE MOON BELGIAN WHITE ALE,BLUE MOON,MOLSON COORS BEVERAGE COMPANY,1,US
616,191209,VALLEY TAVERN,MORRIS 1,5604 BERKSHIRE VALLEY RD,OAK RIDGE,07/14/2026 12:38 PM,Photos,26 - Anthony Palmisano,MODELO ESPECIAL,MODELO CERVEZA,CONSTELLATION BRANDS,1,US
617,191209,VALLEY TAVERN,MORRIS 1,5604 BERKSHIRE VALLEY RD,OAK RIDGE,07/14/2026 12:38 PM,Photos,26 - Anthony Palmisano,LEINENKUGEL'S SUMMER SHANDY,LEINENKUGEL'S,MOLSON COORS BEVERAGE COMPANY,1,US
618,1010,JIMMY GEEZ(NORTH)BAR/GRIL,PASSAIC,3219 RT 23 SOUTH,OAK RIDGE,07/14/2026 12:12 PM,Photos,26 - Anthony Palmisano,COORS LIGHT BEER,COORS LIGHT,MOLSON COORS BEVERAGE COMPANY,1,US
619,1010,JIMMY GEEZ(NORTH)BAR/GRIL,PASSAIC,3219 RT 23 SOUTH,OAK RIDGE,07/14/2026 12:12 PM,Photos,26 - Anthony Palmisano,YUENGLING,YUENGLING,YUENGLING BREWERY,1,US
620,1010,JIMMY GEEZ(NORTH)BAR/GRIL,PASSAIC,3219 RT 23 SOUTH,OAK RIDGE,07/14/2026 12:12 PM,Photos,26 - Anthony Palmisano,DOGFISH HEAD 60 MINUTE IPA,DOGFISH HEAD BREWERY,BOSTON BEER COMPANY,1,US
621,1010,JIMMY GEEZ(NORTH)BAR/GRIL,PASSAIC,3219 RT 23 SOUTH,OAK RIDGE,07/14/2026 12:12 PM,Photos,26 - Anthony Palmisano,NEW BELGIUM FAT TIRE ALE,NEW BELGIUM,NEW BELGIUM BRANDS,1,US
622,1010,JIMMY GEEZ(NORTH)BAR/GRIL,PASSAIC,3219 RT 23 SOUTH,OAK RIDGE,07/14/2026 12:12 PM,Photos,26 - Anthony Palmisano,BLUE MOON BELGIAN WHITE ALE,BLUE MOON,MOLSON COORS BEVERAGE COMPANY,1,US
623,12048,ANTHONYS CF PIZZA (WAYNE),PASSAIC,1600 NJ-23,WAYNE,07/14/2026 11:00 AM,Photos,4 - allison scott,COORS LIGHT BEER,COORS LIGHT,MOLSON COORS BEVERAGE COMPANY,1,US
624,12048,ANTHONYS CF PIZZA (WAYNE),PASSAIC,1600 NJ-23,WAYNE,07/14/2026 11:00 AM,Photos,4 - allison scott,YUENGLING,YUENGLING,YUENGLING BREWERY,1,US
625,12048,ANTHONYS CF PIZZA (WAYNE),PASSAIC,1600 NJ-23,WAYNE,07/14/2026 11:00 AM,Photos,4 - allison scott,MODELO ESPECIAL,MODELO CERVEZA,CONSTELLATION BRANDS,1,US
626,12048,ANTHONYS CF PIZZA (WAYNE),PASSAIC,1600 NJ-23,WAYNE,07/14/2026 11:00 AM,Photos,4 - allison scott,PERONI NASTRO AZZURRO,PERONI NASTRO AZZURRO,MOLSON COORS BEVERAGE COMPANY,1,US
627,12048,ANTHONYS CF PIZZA (WAYNE),PASSAIC,1600 NJ-23,WAYNE,07/14/2026 11:00 AM,Photos,4 - allison scott,BLUE MOON BELGIAN WHITE ALE,BLUE MOON,MOLSON COORS BEVERAGE COMPANY,1,US
628,12048,ANTHONYS CF PIZZA (WAYNE),PASSAIC,1600 NJ-23,WAYNE,07/14/2026 11:00 AM,Photos,4 - allison scott,SAMUEL ADAMS SUMMER ALE,SAM ADAMS SEASONAL,BOSTON BEER COMPANY,1,US
629,12048,ANTHONYS CF PIZZA (WAYNE),PASSAIC,1600 NJ-23,WAYNE,07/14/2026 11:00 AM,Photos,4 - allison scott,NEW BELGIUM VOODOO RANGER IPA,NEW BELGIUM VOODOO RANGER,NEW BELGIUM BRANDS,1,US
630,12048,ANTHONYS CF PIZZA (WAYNE),PASSAIC,1600 NJ-23,WAYNE,07/14/2026 11:00 AM,Photos,4 - allison scott,MONTAUK WAVE CHASER,MONTAUK BREWING COMPANY,TILRAY BRANDS,1,US
631,61003,WHITE BEECHES GOLF CLUB,BERGEN,70 HAWORTH DR,HAWORTH,07/14/2026 10:47 AM,Photos,7 - Paul McLaughlin,MILLER LITE BEER,MILLER LITE,MOLSON COORS BEVERAGE COMPANY,1,US
632,61004,ANDIAMO,BERGEN,23 HARDENBURGH AVE,HAWORTH,07/14/2026 10:13 AM,Photos,7 - Paul McLaughlin,PERONI NASTRO AZZURRO,PERONI NASTRO AZZURRO,MOLSON COORS BEVERAGE COMPANY,1,US
633,61004,ANDIAMO,BERGEN,23 HARDENBURGH AVE,HAWORTH,07/14/2026 10:13 AM,Photos,7 - Paul McLaughlin,ITHACA FLOWER POWER,ITHACA BEER COMPANY,ITHACA BEER COMPANY INC.,1,US
634,3002,THE CELTIC KNOT,PASSAIC-FF,72 HASKELL AVE,HASKELL,07/13/2026 01:45 PM,Photos,4 - allison scott,PABST BREWING OTHER,,PABST BREWING COMPANY,1,US
635,3002,THE CELTIC KNOT,PASSAIC-FF,72 HASKELL AVE,HASKELL,07/13/2026 01:45 PM,Photos,4 - allison scott,MILLER LITE BEER,MILLER LITE,MOLSON COORS BEVERAGE COMPANY,1,US
636,3002,THE CELTIC KNOT,PASSAIC-FF,72 HASKELL AVE,HASKELL,07/13/2026 01:45 PM,Photos,4 - allison scott,YUENGLING,YUENGLING,YUENGLING BREWERY,1,US
637,3002,THE CELTIC KNOT,PASSAIC-FF,72 HASKELL AVE,HASKELL,07/13/2026 01:45 PM,Photos,4 - allison scott,DOGFISH HEAD 60 MINUTE IPA,DOGFISH HEAD BREWERY,BOSTON BEER COMPANY,1,US
638,3002,THE CELTIC KNOT,PASSAIC-FF,72 HASKELL AVE,HASKELL,07/13/2026 01:45 PM,Photos,4 - allison scott,BLUE MOON BELGIAN WHITE ALE,BLUE MOON,MOLSON COORS BEVERAGE COMPANY,1,US
639,3002,THE CELTIC KNOT,PASSAIC-FF,72 HASKELL AVE,HASKELL,07/13/2026 01:45 PM,Photos,4 - allison scott,SAM ADAMS COLDSNAP SPRING SEASONAL,SAM ADAMS,BOSTON BEER COMPANY,1,US
640,3002,THE CELTIC KNOT,PASSAIC-FF,72 HASKELL AVE,HASKELL,07/13/2026 01:45 PM,Photos,4 - allison scott,SIERRA NEVADA,SIERRA NEVADA,SIERRA NEVADA BREWING COMPANY,1,US
641,3002,THE CELTIC KNOT,PASSAIC-FF,72 HASKELL AVE,HASKELL,07/13/2026 01:45 PM,Photos,4 - allison scott,SAM ADAMS OTHER,SAM ADAMS,BOSTON BEER COMPANY,1,US
642,3002,THE CELTIC KNOT,PASSAIC-FF,72 HASKELL AVE,HASKELL,07/13/2026 01:45 PM,Photos,4 - allison scott,CORONA LIGHT,CORONA,CONSTELLATION BRANDS,1,US
643,30017,RENAISSANCE MEADOWLANDS,BERGEN,801 RUTHERFORD AVE,RUTHERFORD,07/13/2026 12:38 PM,Photos,19 - robin feldman,MODELO ESPECIAL,MODELO CERVEZA,CONSTELLATION BRANDS,1,US
644,30017,RENAISSANCE MEADOWLANDS,BERGEN,801 RUTHERFORD AVE,RUTHERFORD,07/13/2026 12:38 PM,Photos,19 - robin feldman,BLUE MOON BELGIAN WHITE ALE,BLUE MOON,MOLSON COORS BEVERAGE COMPANY,1,US
645,30017,RENAISSANCE MEADOWLANDS,BERGEN,801 RUTHERFORD AVE,RUTHERFORD,07/13/2026 12:38 PM,Photos,19 - robin feldman,DOGFISH HEAD BREWING,DOGFISH,BOSTON BEER COMPANY,1,US
646,32010,SEGOVIA MESON,BERGEN,645 WASHINGTON AVE,CARLSTADT,07/13/2026 12:25 PM,Photos,27 - Nicholas Melissari,COORS LIGHT BEER,COORS LIGHT,MOLSON COORS BEVERAGE COMPANY,2,US
647,32010,SEGOVIA MESON,BERGEN,645 WASHINGTON AVE,CARLSTADT,07/13/2026 12:25 PM,Photos,27 - Nicholas Melissari,MODELO ESPECIAL,MODELO CERVEZA,CONSTELLATION BRANDS,2,US
648,32010,SEGOVIA MESON,BERGEN,645 WASHINGTON AVE,CARLSTADT,07/13/2026 12:25 PM,Photos,27 - Nicholas Melissari,MODELO NEGRA,MODELO ORO,CONSTELLATION BRANDS,2,US
649,32010,SEGOVIA MESON,BERGEN,645 WASHINGTON AVE,CARLSTADT,07/13/2026 12:25 PM,Photos,27 - Nicholas Melissari,HEINEKEN,HEINEKEN,HEINEKEN,2,US
650,32010,SEGOVIA MESON,BERGEN,645 WASHINGTON AVE,CARLSTADT,07/13/2026 12:25 PM,Photos,27 - Nicholas Melissari,PERONI NASTRO AZZURRO,PERONI NASTRO AZZURRO,MOLSON COORS BEVERAGE COMPANY,1,US
651,230424,MOOSE LODGE 432,SUSSEX,214 CO RD 622,FREDON TOWNSHIP,07/13/2026 12:19 PM,Photos,11 - brian sengebush,SAMUEL ADAMS SUMMER ALE,SAM ADAMS SEASONAL,BOSTON BEER COMPANY,1,US
652,230424,MOOSE LODGE 432,SUSSEX,214 CO RD 622,FREDON TOWNSHIP,07/13/2026 12:19 PM,Photos,11 - brian sengebush,MILLER LITE BEER,MILLER LITE,MOLSON COORS BEVERAGE COMPANY,1,US
