Sales Rep Assigned,Customer Num,Customer Name,Shipping Address,Distribution Area,Area,County,City,Premise,Buyer Count   2026,Cases   2026
Nick Melissari,40025,Pf Changs China Bis(A) (Hackensack),50 Riverside Square Mall,Bergen,Bergen,Bergen,Hackensack,On Premise,1,91
Nick Melissari,31042,Residence Inn East Rutherford,10 Murray Hill Pkway,Bergen,Bergen,Bergen,East Rutherford,On Premise,1,89
Nick Melissari,94009,Oakland Diner,72 Ramapo Valley Rd,Bergen,Bergen,Bergen,Oakland,On Premise,1,88
Nick Melissari,49043,De Novo European Pub,1257 River Rd,Bergen,Bergen,Bergen,Edgewater,On Premise,1,87
Nick Melissari,80017,Season's 52,1 Garden State Plaza,Sales,Sales,Bergen,Paramus,On Premise,1,87
Nick Melissari,29036,Mr.Bruno's,439 Valley Brook Ave,Bergen,Bergen,Bergen,Lyndhurst,On Premise,1,82
Nick Melissari,31030,Al-Di-La' (P),1 Hoboken Rd,Bergen,Bergen,Bergen,East Rutherford,On Premise,1,79
Nick Melissari,31055,The Game Room,1 American Dream Way,Bergen,Bergen,Bergen,East Rutherford,On Premise,1,78
Nick Melissari,88007,Charlie's Place,18 W Prospect St,Bergen,Bergen,Bergen,Waldwick,On Premise,1,76
Nick Melissari,32010,Segovia Meson,645 Washington Ave,Bergen,Bergen,Bergen,Carlstadt,On Premise,1,74
Nick Melissari,31048,Song'E Napule,106 Park Ave,Bergen,Bergen,Bergen,Rutherford,On Premise,1,72
Nick Melissari,92003,Bar Boutique,110 E Main St,Bergen,Bergen,Bergen,Ramsey,On Premise,1,70
Nick Melissari,29014,Bar 503,503 Valley Brook Ave,Sales,Sales,Bergen,Lyndhurst,On Premise,1,70
Nick Melissari,94005,Cenzino's (P),589 Ramapo Valley Rd,Bergen,Bergen,Bergen,Oakland,On Premise,1,70
Nick Melissari,29045,Teros Snack Bar,224 Ridge Rd,Bergen,Bergen,Bergen,Lyndhurst,On Premise,1,65
Nick Melissari,40030,JINYA Ramen Bar (Hackensack),390 Hackensack Ave,Sales,Sales,Bergen,Hackensack,On Premise,1,61
Nick Melissari,30031,Paisano's,132 Park Ave,Bergen,Bergen,Bergen,Rutherford,On Premise,1,60
Nick Melissari,49060,Franco's Metro Rest (P),1475 Bergen Blvd,Bergen,Bergen,Bergen,Fort Lee,On Premise,1,59
Nick Melissari,85003,Arturo's Restaurnt,41 Central Ave,Bergen,Bergen,Bergen,Midland Park,On Premise,1,56
Nick Melissari,30032,Panebianco Cucina Italiana,88 Park Ave,Bergen,Bergen,Bergen,Rutherford,On Premise,1,55
Nick Melissari,32026,Gianna's (Z),843 Washington Ave,Bergen,Bergen,Bergen,Carlstadt,On Premise,1,54
Nick Melissari,30012,Elks Post 547 (A),48 Ames Avenue,Bergen,Bergen,Bergen,Rutherford,On Premise,1,54
Nick Melissari,41009,TRUE FOOD,390 HACKENSACK AVE,Sales,Sales,Bergen,Hackensack,On Premise,1,54
Nick Melissari,49013,Cuba 57,2139 Hudson Terrace,Bergen,Bergen,Bergen,Fort Lee,On Premise,1,51
Nick Melissari,80062,Hampton Inn Paramus,625 From Rd,Bergen,Bergen,Bergen,Paramus,On Premise,1,51
Nick Melissari,31007,Nizi Japanese,340 Paterson Ave,Bergen,Bergen,Bergen,East Rutherford,On Premise,1,50
Nick Melissari,79010,Ruth's Chris Steakhouse (Maywood),83 W. Spring Valley Ave,Bergen,Bergen,Bergen,Maywood,On Premise,1,43
Nick Melissari,45020,Tutto A Modo Mio,482 Bergen Blvd,Sales,Sales,Bergen,Ridgefield,On Premise,1,40
Nick Melissari,28021,Brazilian Spices Steakhouse & Pizza,440 Ridge Road,Sales,Sales,Bergen,North Arlington,On Premise,1,39
Nick Melissari,31051,Around The Clock Diner,1 American Dream Way,Bergen,Bergen,Bergen,East Rutherford,On Premise,1,35
Nick Melissari,29028,Angelo's Restaurant,263 Ridge Road,Bergen,Bergen,Bergen,Lyndhurst,On Premise,1,30
Nick Melissari,49015,PYEONGANDONG,89 Main St,Bergen,Bergen,Bergen,Fort Lee,On Premise,1,30
Nick Melissari,49040,Healing Karaoke,2011 Lemoine Ave #303,Bergen,Bergen,Bergen,Fort Lee,On Premise,1,30
Nick Melissari,80057,On The Border Paramus,71 Rt17 Garden State Pl,Bergen,Bergen,Bergen,Paramus,On Premise,1,30
Nick Melissari,46007,Kumade,412 Bergen Blvd,Bergen,Bergen,Bergen,Palisades Park,On Premise,1,30
Nick Melissari,31029,Annabella's House Of Mozz,900 Paterson Plank Rd,Bergen,Bergen,Bergen,East Rutherford,On Premise,1,29
Nick Melissari,49021,Hyatt Place Fort Lee,2167 Route 4 East,Bergen,Bergen,Bergen,Fort Lee,On Premise,1,25
Nick Melissari,41031,Houstons (A)Hackensack,1 Riverside Square (181),Bergen,Bergen,Bergen,Hackensack,On Premise,1,21
Nick Melissari,31061,Tipsy Tie Dye,1 American Dream Way,Bergen,Bergen,Bergen,East Rutherford,On Premise,1,20
Nick Melissari,28003,Ktb Coffee Shop & Lounge,323 Ridge Rd,Bergen,Bergen,Bergen,North Arlington,On Premise,1,11
Nick Melissari,40015,Capon's Chophouse,390 Hackensack Ave.,Sales,Sales,Bergen,Hackensack,On Premise,1,11
Nick Melissari,80015,Nordstrom Garden Court,501 Garden State Plaza,Sales,Sales,Bergen,Paramus,On Premise,1,10
Nick Melissari,88006,Andrea's Restaurant,20 E Prospect St,Bergen,Bergen,Bergen,Waldwick,On Premise,1,10
Allison Scott,21043,Duffy's Tavern (Z),856 River Street,Passaic,Passaic,Passaic,Paterson,On Premise,1,18085.55
Allison Scott,10007,Bardis (P),149 Newark Pompton Tpke,Morris 3,Morris 3,Morris,Pequannock,On Premise,1,8046.82
Allison Scott,14006,46 Lounge (P),300 Us-46,Passaic,Passaic,Passaic,Totowa,On Premise,1,5098.8
Allison Scott,3002,The Celtic Knot,72 Haskell Ave,Passaic-FF,Passaic-FF,Passaic,Haskell,On Premise,1,4098.09
Allison Scott,25056,Emerald Corner (Z),12 Oak St,Passaic,Passaic,Passaic,Clifton,On Premise,1,3096.96
Allison Scott,12013,Jalapenos Mexican Grill,142 Ryerson Ave.,Passaic,Passaic,Passaic,Wayne,On Premise,1,2205.2
Allison Scott,22016,Johnny A's (P) Hitchn Pos,95 Barclay Street,Passaic,Passaic,Passaic,Paterson,On Premise,1,2019
Allison Scott,24029,Dingo's Den (P),615 Van Houten Ave,Passaic,Passaic,Passaic,Clifton,On Premise,1,1679.17
Allison Scott,8015,Thatcher Mc Ghees (A),6 Wanaque Ave,Passaic-FF,Passaic-FF,Passaic,Pompton Lakes,On Premise,1,1656.17
Allison Scott,14003,Murph's Bar & Liquor,375 Union Blvd,Passaic,Passaic,Passaic,Totowa,On Premise,1,1644
Allison Scott,24026,Rock Bar,414 Main Ave,Passaic,Passaic,Passaic,Clifton,On Premise,1,1605
Allison Scott,19004,Shortways' Barn (A),991 Goffle Road,Passaic,Passaic,Passaic,Hawthorne,On Premise,1,1281
Allison Scott,15004,Blackjack Mulligan's Public House,1145 Mcbride Ave,Passaic,Passaic,Passaic,Woodland Park,On Premise,1,1120.02
Allison Scott,24019,Sharky's Wings(P),545 Highland Ave,Passaic,Passaic,Passaic,Clifton,On Premise,1,1095.67
Allison Scott,24025,The Clif (P),605 Clifton Ave,Passaic,Passaic,Passaic,Clifton,On Premise,1,1078
Allison Scott,14017,The Chariot,555 Preakness Ave,Passaic,Passaic,Passaic,Totowa,On Premise,1,1038.1
Allison Scott,22004,Neighbors,329 Trenton Avenue,Passaic,Passaic,Passaic,Paterson,On Premise,1,999
Allison Scott,24031,Tommy's Tavern & Tap (Clifton),826 Route 3 Clifton Nj,Passaic,Passaic,Passaic,Clifton,On Premise,1,889
Allison Scott,1005,Grasshopper Irish Pub (A),2891 Route 23,Passaic,Passaic,Passaic,Newfoundland,On Premise,1,879.17
Allison Scott,8004,The Side Door (P),33 Colfax Ave,Passaic,Passaic,Passaic,Pompton Lakes,On Premise,1,876
Allison Scott,12026,WAYNE ALE HOUSE & PIZZA,611 Ratzer Road,Passaic,Passaic,Passaic,Wayne,On Premise,1,876
Allison Scott,12022,Grasshopper Too (A),26 Erie Ave,Passaic,Passaic,Passaic,Wayne,On Premise,1,762.17
Allison Scott,5008,Celtic Crossings,1248 NJ-23,Morris 3,Morris 3,Morris,Butler,On Premise,1,696
Allison Scott,25049,Yesterdays (P),70 Main Ave,Passaic,Passaic,Passaic,Clifton,On Premise,1,681
Allison Scott,15036,River Terrace Inn(P),36 Totowa Ave,Passaic,Passaic,Passaic,Paterson,On Premise,1,667
Allison Scott,12057,YARD HOUSE 8384,320 WILLOWBROOK MALL,Sales,Sales,Passaic,Wayne,On Premise,1,662
Allison Scott,11011,Sunset Pub & Grill(Z),425 Beaverbrook Rd,Morris 3,Morris 3,Morris,Lincoln Park,On Premise,1,651
Allison Scott,12034,"Dave & Buster's Nj, Inc",310 Willowbrook Mall,Passaic,Passaic,Passaic,Wayne,On Premise,1,639
Allison Scott,15074,Bask 46,1530 Rt 46 West,Passaic,Passaic,Passaic,Woodland Park,On Premise,1,630.33
Allison Scott,25036,Dingbatz (P),620 Van Houten Ave,Passaic,Passaic,Passaic,Clifton,On Premise,1,606
Allison Scott,24060,Clifton Billiards (Z),1158 Main Ave,Passaic,Passaic,Passaic,Clifton,On Premise,1,598
Allison Scott,13003,Maggie's Town Tav.(P),10 Van Ness Ave,Passaic,Passaic,Passaic,Little Falls,On Premise,1,572.17
Allison Scott,23001,Bogey's Sport Bar,103 Valley Road,Passaic,Passaic,Passaic,Clifton,On Premise,1,561
Allison Scott,7003,Blu Ale House,92 NJ-23,Morris 3,Morris 3,Morris,Riverdale,On Premise,1,553.33
Allison Scott,24061,Breaker Billiards,1142 US-46,Passaic,Passaic,Passaic,Clifton,On Premise,1,534
Allison Scott,58005,Feathers (A),77 Kinderkamack Rd,Bergen,Bergen,Bergen,River Edge,On Premise,1,528
Allison Scott,12064,In The Drink@Passaic Gc,209 Totowa Rd,Passaic,Passaic,Passaic,Wayne,On Premise,1,519
Allison Scott,12032,Casa Don Manuel,1292 Alps Rd,Passaic,Passaic,Passaic,Wayne,On Premise,1,505
Allison Scott,19028,D'Carbon Restaurant Hawthorne,142 Goffle Road,Sales,Sales,Passaic,Hawthorne,On Premise,1,494
Allison Scott,19016,Jiggle's,105 Mohawk Ave,Passaic,Passaic,Passaic,Hawthorne,On Premise,1,480
Allison Scott,19005,Celtic Corner,312 Lafayette Ave,Passaic,Passaic,Passaic,Hawthorne,On Premise,1,475
Allison Scott,17009,Jimmy Geez (P),436 Belmont Ave,Passaic,Passaic,Passaic,Haledon,On Premise,1,472
Allison Scott,25083,Rutt's Hut (A),417 River Rd,Passaic,Passaic,Passaic,Clifton,On Premise,1,468.67
Allison Scott,24022,Applebee's Clifton,375 Rte 3 E,Passaic,Passaic,Passaic,Clifton,On Premise,1,462
Allison Scott,11007,Meadows Golf Club(P),79 2 Bridges Rd,Morris 3,Morris 3,Morris,Lincoln Park,On Premise,1,441
Allison Scott,13002,The Little Falls Tavern,131 Newark Pompton Turnpike,Passaic,Passaic,Passaic,Little Falls,On Premise,1,434
Allison Scott,14005,The Grand,38 Lackwanna Av,Passaic,Passaic,Passaic,Totowa,On Premise,1,423
Allison Scott,12038,Tommy's Tavern + Tap (Wayne),71 NJ-23,Passaic,Passaic,Passaic,Wayne,On Premise,1,414
Allison Scott,20010,Riverside Grill(D'carbon),855 River Street,Passaic,Passaic,Passaic,Paterson,On Premise,1,414
Allison Scott,13015,Rare The Steakhouse (Z),440 Main Street,Passaic,Passaic,Passaic,Little Falls,On Premise,1,413
Allison Scott,23020,Clifton City Tavern(P),709 Van Houten Avenue,Passaic,Passaic,Passaic,Clifton,On Premise,1,381
Allison Scott,17006,The Yard,289 Belmont Ave,Passaic,Passaic,Passaic,Haledon,On Premise,1,380
Allison Scott,25078,The Shannon Rose (A),98 Kingsland Rd,Passaic,Passaic,Passaic,Clifton,On Premise,1,376
Allison Scott,13016,THE TIES,4 Woodhull Ave,Sales,Sales,Passaic,Little Falls,On Premise,1,367
Allison Scott,19012,Bottagra Rest (P),80 Wagaraw Road,Passaic,Passaic,Passaic,Hawthorne,On Premise,1,362.17
Allison Scott,14002,Applebee's (Totowa) (A),465 Rt 46 West,Passaic,Passaic,Passaic,Totowa,On Premise,1,360
Allison Scott,12037,Maggies Town Tavern Ii,1082 Hamburg Turnpike,Passaic,Passaic,Passaic,Wayne,On Premise,1,354
Allison Scott,12036,Brokedown Palace,95 Mountainview Blvd,Passaic,Passaic,Passaic,Wayne,On Premise,1,354
Allison Scott,25077,Chevy's Fresh Mex (A)Clif,365 Rte 3 East,Passaic,Passaic,Passaic,Clifton,On Premise,1,341
Allison Scott,15006,Great Notch Inn(Z),400 Us 46 West,Passaic,Passaic,Passaic,Little Falls,On Premise,1,326.17
Allison Scott,24054,Upper Montclair Cc (A),177 Hepburn Rd,Passaic,Passaic,Passaic,Clifton,On Premise,1,314.67
Allison Scott,14008,The Barnyard and Carriage House,754 Totowa Road,Passaic,Passaic,Passaic,Totowa,On Premise,1,313
Allison Scott,19011,Las Maravillas Restaurant,410 Wagaraw Road,Passaic,Passaic,Passaic,Hawthorne,On Premise,1,309
Allison Scott,25082,Crab Island Cajun Seafood & Bar,1016 Main Ave,Passaic,Passaic,Passaic,Clifton,On Premise,1,307
Allison Scott,10010,Sunset Valley G C (A),47 W Sunset Road,Morris 3,Morris 3,Morris,Pompton Plains,On Premise,1,303
Allison Scott,12041,Cheesecake Fact (A)Wayne,1700 Willowbrook Mall,Passaic,Passaic,Passaic,Wayne,On Premise,1,300
Allison Scott,15067,Naxos Estiatorio,1738 Rt 46 W,Passaic,Passaic,Passaic,Woodland Park,On Premise,1,292
Allison Scott,27035,Platinum Dollz,426 Van Houten Ave.,Sales,Sales,Passaic,Passaic,On Premise,1,289
Allison Scott,14010,Uncorked (P),650 Union Blvd,Passaic,Passaic,Passaic,Totowa,On Premise,1,288.33
Allison Scott,12001,T Bowl Tavern (Z),300 Preakness Shop Ctr,Passaic,Passaic,Passaic,Wayne,On Premise,1,283
Allison Scott,25027,Sportzone B&G (P),593 Van Houten Ave,Passaic,Passaic,Passaic,Clifton,On Premise,1,279
Allison Scott,24056,Jaime's (A),915 Bloomfield Ave,Passaic,Passaic,Passaic,Clifton,On Premise,1,255
Allison Scott,10001,cherry's,23 NJ-23,Morris 3,Morris 3,Morris,Pequannock,On Premise,1,248
Allison Scott,15070,Brownstone House,351 W Broadway,Passaic,Passaic,Passaic,Paterson,On Premise,1,246
Allison Scott,9002,Tavern 5_2,710 Newark Pompton Turnpi,Morris 3,Morris 3,Morris,Pompton Plains,On Premise,1,235
Allison Scott,24038,J. Alexander's Restaurant,405 Allwood Road,Passaic,Passaic,Passaic,Clifton,On Premise,1,234
Allison Scott,24039,Veterans Post (9),147 Huron Ave,Passaic,Passaic,Passaic,Clifton,On Premise,1,228
Allison Scott,9005,The Legacy Castle,141 NJ-23,Morris 3,Morris 3,Morris,Pompton Plains,On Premise,1,225
Allison Scott,12051,Packanack Golf (P),7 Osborne Terrace,Passaic,Passaic,Passaic,Wayne,On Premise,1,225
Allison Scott,23013,Vfw 7165 (P),491 Valley Rd,Passaic,Passaic,Passaic,Clifton,On Premise,1,208
Allison Scott,24048,Dante's,955 Valley Rd,Passaic,Passaic,Passaic,Clifton,On Premise,1,206
Allison Scott,8006,pompton crafthouse,23 Wanaque Ave,Passaic-FF,Passaic-FF,Passaic,Pompton Lakes,On Premise,1,205
Allison Scott,25052,Uno Chicago Grl (A)Clifto,426 Rt 3 W.River Frontcnt,Passaic,Passaic,Passaic,Clifton,On Premise,1,204
Allison Scott,17001,Underdog Lounge(P),4 Church Street,Passaic,Passaic,Passaic,Haledon,On Premise,1,204
Allison Scott,17003,D'CARBON BAR AND GRILL haledon,529 Belmont Ave,Passaic,Passaic,Passaic,Haledon,On Premise,1,203
Allison Scott,8014,Macks American Bar/Grill,300 Wanaque Ave,Passaic,Passaic,Passaic,Pompton Lakes,On Premise,1,196
Allison Scott,13018,Chili's Little Falls,1165 Rte 46 East,Passaic,Passaic,Passaic,Little Falls,On Premise,1,192
Allison Scott,5003,Applebee's (A)Butler,1200 NJ-23,Morris 3,Morris 3,Morris,Butler,On Premise,1,183
Allison Scott,12035,Preakness Hills (A) cc,1050 Ratzer Road,Passaic,Passaic,Passaic,Wayne,On Premise,1,183
Allison Scott,19021,The Front Porch (Z),217 Wagaraw Road,Passaic,Passaic,Passaic,Hawthorne,On Premise,1,180
Allison Scott,25009,Spuntino Wine Bar/Italian,70 Kingsland Rd,Passaic,Passaic,Passaic,Clifton,On Premise,1,177
Allison Scott,12020,Lakeside Drive Tavern,56 Lake Drive West,Passaic,Passaic,Passaic,Wayne,On Premise,1,167
Allison Scott,12043,Outback Stkhse(P)Wayne,189 Berdan Avenue,Passaic,Passaic,Passaic,Wayne,On Premise,1,163
Allison Scott,12015,Izumi Hibachi Steak House,517 NJ-23,Passaic,Passaic,Passaic,Wayne,On Premise,1,163
Allison Scott,5002,100 Proof Bar & Bites,227 Main Street,Morris 3,Morris 3,Morris,Butler,On Premise,1,158
Allison Scott,24006,The Grand Saloon,940 Van Houten Ave,Passaic,Passaic,Passaic,Clifton,On Premise,1,157
Allison Scott,15048,D'carbon Restaurant,491 Mcbride Ave,Passaic,Passaic,Passaic,West Paterson,On Premise,1,154
Allison Scott,7005,Chili's (Riverdale),58 NJ-23,Morris 3,Morris 3,Morris,Riverdale,On Premise,1,154
Allison Scott,14004,Sushi Lounge,235 Us-46,Passaic,Passaic,Passaic,Totowa,On Premise,1,154
Allison Scott,12008,North Jersey C C,594 Hamburg Turnpike,Passaic,Passaic,Passaic,Wayne,On Premise,1,150
Allison Scott,13005,Sear,1 Route 23 South,Passaic,Passaic,Passaic,Little Falls,On Premise,1,149
Allison Scott,12031,Double Ai Asian Bistro,107 Terhune Dr,Sales,Sales,Passaic,Wayne,On Premise,1,143
Allison Scott,12065,"Buffalo Wild Wings - Wayne, NJ",1400 Willowbrook Mall,Passaic,Passaic,Passaic,Wayne,On Premise,1,141
Allison Scott,12048,Anthonys CF Pizza (Wayne),1600 NJ-23,Passaic,Passaic,Passaic,Wayne,On Premise,1,126
Allison Scott,13013,Amer Lgn L Falls (Z),55 Van Ness Ave,Passaic,Passaic,Passaic,Little Falls,On Premise,1,113
Allison Scott,12056,PF Changs China Bistro (Wayne),1900 Willowbrook Blvd,Passaic,Passaic,Passaic,Wayne,On Premise,1,110
Allison Scott,5004,Outback,1538 NJ-23,Morris 3,Morris 3,Morris,Butler,On Premise,1,105
Allison Scott,12014,Olive Garden (A) Wayne,83 Route 23 South,Passaic,Passaic,Passaic,Wayne,On Premise,1,88
Allison Scott,25004,Matthews Italian Rest,1131 Bloomfield Avenue,Passaic,Passaic,Passaic,Clifton,On Premise,1,87
Allison Scott,12054,Red Lobster 225 Wayne,520 Us-46,Passaic,Passaic,Passaic,Wayne,On Premise,1,82
Allison Scott,19002,Puzo's Pizza,4 Garfield Ave,Passaic,Passaic,Passaic,Hawthorne,On Premise,1,78
Allison Scott,3007,Kitchen & Beer Bar,1093 Ringwood Ave,Passaic-FF,Passaic-FF,Passaic,Haskell,On Premise,1,71
Allison Scott,24027,Mario's Rest,710 Van Houten Ave,Passaic,Passaic,Passaic,Clifton,On Premise,1,68
Allison Scott,12018,KRIOS Prime,344 French Hill Road,Passaic,Passaic,Passaic,Wayne,On Premise,1,63
Allison Scott,12010,Fogo de Chao (Wayne),1400 Willowbrook Mall,Sales,Sales,Passaic,Wayne,On Premise,1,60
Allison Scott,14016,JINYA Ramen Bar,465 Rt 46 West,Passaic,Passaic,Passaic,Totowa,On Premise,1,52
Allison Scott,12061,Raeya's,37 Berdan Ave,Passaic,Passaic,Passaic,Wayne,On Premise,1,35
Allison Scott,25011,Kashan Indian Kitchen & Ber,50 Market St,Passaic,Passaic,Passaic,Clifton,On Premise,1,29
Allison Scott,12049,Aramark Educational Services@WPU,300 Pompton Road,Passaic,Passaic,Passaic,Wayne,On Premise,1,14
Allison Scott,12040,NYX,24 Galesi Drive,Passaic,Passaic,Passaic,Wayne,On Premise,1,0
Paul Mclaughlin,50029,La Tequilera Restaurant,293 Queen Anne Rd,Bergen,Bergen,Bergen,Teaneck,On Premise,1,8388.62
Paul Mclaughlin,56011,International Bar/Rest,96 S Washington Ave,Bergen,Bergen,Bergen,Bergenfield,On Premise,1,6534.52
Paul Mclaughlin,52046,Bergen Performing Arts,30 N Van Brunt St,Bergen,Bergen,Bergen,Englewood,On Premise,1,3252.55
Paul Mclaughlin,41002,Mi Tierrita (P),252 Main St,Bergen,Bergen,Bergen,Hackensack,On Premise,1,3245.4
Paul Mclaughlin,41006,Straphanger Saloon (A),126 Anderson St,Bergen,Bergen,Bergen,Hackensack,On Premise,1,1774.32
Paul Mclaughlin,41029,Riviera Lounge (P),310 Main St,Bergen,Bergen,Bergen,Hackensack,On Premise,1,1744
Paul Mclaughlin,57009,Pancho Burrito's (A),214 Main St,Bergen,Bergen,Bergen,New Milford,On Premise,1,1629.93
Paul Mclaughlin,73001,Lou's,74 Broadway,Bergen,Bergen,Bergen,Hillsdale,On Premise,1,1453.5
Paul Mclaughlin,60012,Grant Street Cafe (A),25 Grant Ave.,Bergen,Bergen,Bergen,Dumont,On Premise,1,1435
Paul Mclaughlin,73002,The Cornerstone (P),84 Broadway,Bergen,Bergen,Bergen,Hillsdale,On Premise,1,1318.67
Paul Mclaughlin,39010,Players Club (Z),213 Huyler St,Bergen,Bergen,Bergen,South Hackensac,On Premise,1,1130.17
Paul Mclaughlin,50008,101 Pub (A),101 Queen Anne Rd,Bergen,Bergen,Bergen,Bogota,On Premise,1,1118.17
Paul Mclaughlin,40005,Lazy Lanigans (A),604 Main Street,Bergen,Bergen,Bergen,Hackensack,On Premise,1,1032.17
Paul Mclaughlin,52049,Sini Bistro,401 S Van Brunt St,Bergen,Bergen,Bergen,Englewood,On Premise,1,954.85
Paul Mclaughlin,41010,Lenoras Bar (P),129 Johnson Ave,Bergen,Bergen,Bergen,Hackensack,On Premise,1,947.5
Paul Mclaughlin,70004,Davey's Locker (A),5 Park St,Bergen,Bergen,Bergen,Montvale,On Premise,1,937
Paul Mclaughlin,60002,QB's Bar and Grill,49 W Madison Ave,Sales,Sales,Bergen,Dumont,On Premise,1,879
Paul Mclaughlin,65006,Gerry's Place,595 Broadway,Bergen,Bergen,Bergen,Norwood,On Premise,1,856
Paul Mclaughlin,70005,Montvale Bowl (A),14 West Grand Ave,Bergen,Bergen,Bergen,Montvale,On Premise,1,804
Paul Mclaughlin,86002,Doghouse Saloon (Z),270 Pascack Rd,Bergen,Bergen,Bergen,Washington Twsp,On Premise,1,802.33
Paul Mclaughlin,70008,Hearth & Tap Co.,125 N Kndrkmk Rd,Bergen,Bergen,Bergen,Montvale,On Premise,1,778.5
Paul Mclaughlin,56009,Tommy Fox's Pub Hse(P),32 S Washington Ave,Bergen,Bergen,Bergen,Bergenfield,On Premise,1,750
Paul Mclaughlin,40021,Bowler City Bowling,85 Midtown Bridge St,Bergen,Bergen,Bergen,Hackensack,On Premise,1,735
Paul Mclaughlin,52036,Vida Garden,14-16 Armory St,Bergen,Bergen,Bergen,Englewood,On Premise,1,700
Paul Mclaughlin,29051,Medieval Times,149 Polito Ave,Bergen,Bergen,Bergen,Lyndhurst,On Premise,1,641
Paul Mclaughlin,41023,The Whiskey Priest (Hackensack),159 Main St.,Bergen,Bergen,Bergen,Hackensack,On Premise,1,621
Paul Mclaughlin,57004,River & Henley,704 River Rd,Bergen,Bergen,Bergen,New Milford,On Premise,1,612
Paul Mclaughlin,55005,Cresskill Tavern,29 E Madison Ave,Bergen,Bergen,Bergen,Cresskill,On Premise,1,597
Paul Mclaughlin,69009,Rivervale Country Club,660 Rivervale Road,Bergen,Bergen,Bergen,Rivervale,On Premise,1,553.17
Paul Mclaughlin,76005,Midland Brewhouse (A),374 North Midland Ave,Bergen,Bergen,Bergen,Saddle Brook,On Premise,1,522
Paul Mclaughlin,36015,Wallington Lane (Bowlero),299 Paterson Ave,Bergen,Bergen,Bergen,Wallington,On Premise,1,507
Paul Mclaughlin,56004,Jack E Pooh's,22 N Front St,Bergen,Bergen,Bergen,Bergenfield,On Premise,1,450.17
Paul Mclaughlin,81019,Oceanos Osyter Bar Grill,2-27 Saddle River Rd,Bergen,Bergen,Bergen,Fair Lawn,On Premise,1,426.4
Paul Mclaughlin,81004,Stosh's Craft Bar (Z),18 15 Maple Ave,Bergen,Bergen,Bergen,Fair Lawn,On Premise,1,425.58
Paul Mclaughlin,39007,Club Flamingo (A),430 Route 46,Bergen,Bergen,Bergen,South Hackensac,On Premise,1,416
Paul Mclaughlin,85001,Eleven Central,11 Central Ave,Bergen,Bergen,Bergen,Midland Park,On Premise,1,415.33
Paul Mclaughlin,75001,Emerson Hotel,31 Emerson Plaza E,Bergen,Bergen,Bergen,Emerson,On Premise,1,409.5
Paul Mclaughlin,61003,White Beeches Golf Club,70 Haworth Dr,Bergen,Bergen,Bergen,Haworth,On Premise,1,401.67
Paul Mclaughlin,50001,Andy's Corner (Z),257 Queen Ann Rd,Bergen,Bergen,Bergen,Bogota,On Premise,1,401.17
Paul Mclaughlin,50006,Cozy Tavern (P),131 Queen Anne Rd,Bergen,Bergen,Bergen,Bogota,On Premise,1,401
Paul Mclaughlin,56016,Chapala Grill - Bergenfield,52 S Washington Ave,Bergen,Bergen,Bergen,Bergenfield,On Premise,1,385
Paul Mclaughlin,62010,LUCIOS,208 Piermont Rd,Bergen,Bergen,Bergen,Closter,On Premise,1,383.5
Paul Mclaughlin,40032,Side Bar,45 Main St,Sales,Sales,Bergen,Hackensack,On Premise,1,380
Paul Mclaughlin,81015,Fair Lawn Athletic Club,14-19 Paramelee Ave,Bergen,Bergen,Bergen,Fair Lawn,On Premise,1,373
Paul Mclaughlin,52030,Sofia,36 Engle St,Bergen,Bergen,Bergen,Englewood,On Premise,1,327
Paul Mclaughlin,57007,New Bridge Inn(A),105 Old New Bridge Rd,Bergen,Bergen,Bergen,New Milford,On Premise,1,315
Paul Mclaughlin,71001,Peppercorn's,176 Colony Ave,Bergen,Bergen,Bergen,Park Ridge,On Premise,1,300
Paul Mclaughlin,59005,Hackensack Golf (A),880 Soldier Hill Rd,Bergen,Bergen,Bergen,Oradell,On Premise,1,292
Paul Mclaughlin,67002,Brady's Fox Hunt Inn,201 Livingston St,Bergen,Bergen,Bergen,Northvale,On Premise,1,291
Paul Mclaughlin,52014,El Tango,22-24 N Van Brunt St,Bergen,Bergen,Bergen,Englewood,On Premise,1,283
Paul Mclaughlin,69007,Florentine Garden,97 Rivervale Road,Bergen,Bergen,Bergen,Rivervale,On Premise,1,268
Paul Mclaughlin,68011,Old Tappan Golf Course,83 De Wolf Rd,Sales,Sales,Bergen,Old Tappan,On Premise,1,263
Paul Mclaughlin,52033,Blue Akai,23 E Palisade Ave,Bergen,Bergen,Bergen,Englewood,On Premise,1,255
Paul Mclaughlin,63002,Alpine C.C. (Z),80 Anderson Ave,Bergen,Bergen,Bergen,Demarest,On Premise,1,247
Paul Mclaughlin,71011,Marriott (P) Park Ridge,300 Brae Blvd,Bergen,Bergen,Bergen,Park Ridge,On Premise,1,243.17
Paul Mclaughlin,50015,PUB 178,178 Cedar Lane,Bergen,Bergen,Bergen,Teaneck,On Premise,1,242
Paul Mclaughlin,67014,The Rockleigh C C (P),26 Paris Ave,Bergen,Bergen,Bergen,Rockleigh,On Premise,1,239.33
Paul Mclaughlin,41020,Lidos Restaurant (P),701 Main St,Bergen,Bergen,Bergen,Hackensack,On Premise,1,235
