Product Name,Customer Num,Customer Name,On-Off Premise,Unit Price,Cases   2025,Cases   2026,$Vol   2025,$Vol   2026
Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,230118,Lake Mohawk (P) Golf Club,On Premise,$38.25,,4.00,,$153.00
Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,11011,Sunset Pub & Grill(Z),On Premise,$38.25,,14.00,,$535.50
Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,56009,Tommy Fox's Pub Hse(P),On Premise,$39.00,,3.00,,$117.00
Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,230930,Brick & Brew,On Premise,$39.00,,2.00,,$78.00
Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,230917,Doc's Place (P),On Premise,$38.25,,8.00,,$306.00
Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,38025,Rebar (Z),On Premise,$45.00,,1.00,,$45.00
Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,49085,Tommy's Tavern + Tap (Edgewater),On Premise,$45.00,,7.00,,$315.00
Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,4011,Bloomingdale Fire Dept,On Premise,$39.00,,6.00,,$234.00
Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,15004,Blackjack Mulligan's Public House,On Premise,$39.00,,14.00,,$546.00
Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,191009,Mason Street Grille,On Premise,$38.25,,25.00,,$956.25
Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,31059,Apres Cafe,On Premise,$39.00,,2.00,,$78.00
Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,19021,The Front Porch (Z),On Premise,$39.00,,3.00,,$117.00
Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,10007,Bardis (P),On Premise,$38.25,,19.00,,$726.75
Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,92014,Ramsey Country Clb,On Premise,$38.25,,45.00,,"$1,721.25"
Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,30029,Native Union Club,On Premise,$39.00,,69.00,,"$2,691.00"
Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,19005,Celtic Corner,On Premise,$39.00,,10.00,,$390.00
Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,61003,White Beeches Golf Club,On Premise,$38.25,,10.00,,$382.50
Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,231209,Mt Creek Hex Lg(North) A,On Premise,$37.50,,24.00,,$900.00
Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,4004,The River Of Beer,On Premise,$38.25,,8.00,,$306.00
Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,10007,Bardis (P),On Premise,$37.50,,5.00,,$187.50
Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,41029,Riviera Lounge (P),On Premise,$45.00,,1.00,,$45.00
Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,93004,Mahwah B & G (A),On Premise,$39.00,,13.00,,$507.00
Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,88007,Charlie's Place,On Premise,$39.00,,2.00,,$78.00
Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,230929,Airport Pub & Pkg,On Premise,$39.00,,115.00,,"$4,485.00"
Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,56004,Jack E Pooh's,On Premise,$39.00,,17.00,,$663.00
Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,4004,The River Of Beer,On Premise,$39.00,,22.00,,$858.00
Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,94003,Segovia Tavern,On Premise,$38.25,,30.00,,"$1,147.50"
Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,191103,Whistle Stop (P),On Premise,$39.00,,1.00,,$39.00
Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,69012,449 Prime @ Edgewood Country Club,On Premise,$38.25,,9.00,,$344.25
Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,191521,Patricks Pub (P),On Premise,$39.00,,10.00,,$390.00
Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,230118,Lake Mohawk (P) Golf Club,On Premise,$39.00,,6.00,,$234.00
Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,47019,Hilton Garden Inn Ridgefield Park,On Premise,$45.00,,3.00,,$135.00
Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,191009,Mason Street Grille,On Premise,$39.00,,11.00,,$429.00
Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,77003,Blue 42 Restaurant & Bar,On Premise,$45.00,,8.00,,$360.00
Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,40005,Lazy Lanigans (A),On Premise,$39.00,,10.00,,$390.00
Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,231718,Jumboland Diner,On Premise,$39.00,,1.00,,$39.00
Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,8015,Thatcher Mc Ghees (A),On Premise,$39.00,,60.00,,"$2,340.00"
Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,230306,AG Pizza & Restaurant - Newton,On Premise,$45.00,,1.00,,$45.00
Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,10007,Bardis (P),On Premise,$39.00,,30.00,,"$1,170.00"
Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,54014,Elks Post 2271 (Z),On Premise,$45.00,,1.00,,$45.00
Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,230312,Skyland Baseball,On Premise,$39.00,,3.00,,$117.00
Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,230915,Crystal Sprs/Wild Turkey,On Premise,$37.50,,10.00,,$375.00
Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,190601,Thatcher Mcghee's (A),On Premise,$37.50,,38.00,,"$1,425.00"
Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,19005,Celtic Corner,On Premise,$38.25,,5.00,,$191.25
Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,7003,Blu Ale House,On Premise,$39.00,,28.00,,"$1,092.00"
Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,231207,Great Gorge Golf (A) Club,On Premise,$39.00,,10.00,,$390.00
Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,12026,WAYNE ALE HOUSE & PIZZA,On Premise,$39.00,,8.00,,$312.00
Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,1024,Buffalo Wild Wings (Rockaway),On Premise,$45.00,,3.00,,$135.00
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,3007,Kitchen & Beer Bar,On Premise,$49.00,2.00,,$98.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,93004,Mahwah B & G (A),On Premise,$49.00,10.00,2.00,$490.00,$98.00
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,21043,Duffy's Tavern (Z),On Premise,$54.00,0.00,,$0.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,93005,Mason Jar Restaurant,On Premise,$49.00,,3.00,,$147.00
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,190220,Reservoir Tavern(A),On Premise,$49.00,2.00,,$98.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,89002,Allendale Bar & Grill,On Premise,$54.00,5.00,,$270.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,88003,W's Village Grille,On Premise,$49.00,1.00,,$49.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,8015,Thatcher Mc Ghees (A),On Premise,$49.00,37.00,,"$1,813.00",
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,49085,Tommy's Tavern + Tap (Edgewater),On Premise,$54.00,1.00,,$54.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,15074,Bask 46,On Premise,$49.00,26.00,,"$1,274.00",
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,191815,Eastern Asian Bistro/Bar,On Premise,$54.00,2.00,,$108.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,42003,Whiskey Roads,On Premise,$54.00,1.00,,$54.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,191219,Berkshire Valley Gc,On Premise,$49.00,4.00,7.00,$196.00,$343.00
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,88007,Charlie's Place,On Premise,$49.00,2.00,,$98.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,4011,Bloomingdale Fire Dept,On Premise,$49.00,,3.00,,$147.00
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,88002,Nellie's Place (P),On Premise,$49.00,,1.00,,$49.00
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,83011,Stone & Rail,On Premise,$49.00,2.00,,$98.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,19005,Celtic Corner,On Premise,$49.00,4.00,,$196.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,8015,Thatcher Mc Ghees (A),On Premise,$45.00,5.00,,$225.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,190923,Knotty Pine Pub (P),On Premise,$45.00,3.00,,$135.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,230118,Lake Mohawk (P) Golf Club,On Premise,$54.00,,2.00,,$108.00
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,10007,Bardis (P),On Premise,$49.00,18.00,,$882.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,230903,Black Bear Golf(A),On Premise,$54.00,1.00,,$54.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,1035,Old School Pub P),On Premise,$45.00,21.00,,$945.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,94012,Holiday Bowl,On Premise,$49.00,10.00,,$490.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,230915,Crystal Sprs/Wild Turkey,On Premise,$45.00,66.00,,"$2,970.00",
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,94009,Oakland Diner,On Premise,$54.00,2.00,1.00,$108.00,$54.00
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,40005,Lazy Lanigans (A),On Premise,$45.00,17.00,,$765.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,28009,1 Republik,On Premise,$49.00,2.00,,$98.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,230929,Airport Pub & Pkg,On Premise,$45.00,10.00,,$450.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,10007,Bardis (P),On Premise,$45.00,4.00,5.00,$180.00,$225.00
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,92014,Ramsey Country Clb,On Premise,$45.00,5.00,,$225.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,94007,American Legion Oakland Post369,On Premise,$54.00,1.00,,$54.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,12065,"Buffalo Wild Wings - Wayne, NJ",On Premise,$54.00,2.00,,$108.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,12026,WAYNE ALE HOUSE & PIZZA,On Premise,$49.00,2.00,,$98.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,21043,Duffy's Tavern (Z),On Premise,$49.00,2.00,,$98.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,17019,La Neves (P),On Premise,$49.00,1.00,,$49.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,94003,Segovia Tavern,On Premise,$45.00,30.00,10.00,"$1,350.00",$450.00
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,30017,Renaissance Meadowlands,On Premise,$54.00,0.00,,$0.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,1030,Elks Post 2236 (P),On Premise,$54.00,1.00,,$54.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,191504,Jefferson House (A),On Premise,$49.00,3.00,,$147.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,84015,The Office 2131 Ridgewood,On Premise,$49.00,9.00,,$441.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,190601,Thatcher Mcghee's (A),On Premise,$49.00,40.00,,"$1,960.00",
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,31040,Hilton Meadowlnd E Ruth,On Premise,$54.00,2.00,,$108.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,77003,Blue 42 Restaurant & Bar,On Premise,$49.00,,3.00,,$147.00
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,88007,Charlie's Place,On Premise,$54.00,,2.00,,$108.00
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,30029,Native Union Club,On Premise,$49.00,43.00,4.00,"$2,107.00",$196.00
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,69012,449 Prime @ Edgewood Country Club,On Premise,$45.00,14.00,,$630.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,19021,The Front Porch (Z),On Premise,$54.00,1.00,,$54.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,31058,Dream 360,On Premise,$45.00,4.00,,$180.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,74019,K Of C Westwood,On Premise,$54.00,1.00,,$54.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,231210,Bally Owen Golf Club,On Premise,$54.00,4.00,,$216.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,73001,Lou's,On Premise,$49.00,1.00,,$49.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,94003,Segovia Tavern,On Premise,$49.00,50.00,,"$2,450.00",
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,93004,Mahwah B & G (A),On Premise,$45.00,5.00,,$225.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,34016,Vfw Hasbrouck (A),On Premise,$54.00,1.00,,$54.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,1024,Buffalo Wild Wings (Rockaway),On Premise,$54.00,2.00,,$108.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,231209,Mt Creek Hex Lg(North) A,On Premise,$54.00,2.00,,$108.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,231209,Mt Creek Hex Lg(North) A,On Premise,$45.00,11.00,,$495.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,230915,Crystal Sprs/Wild Turkey,On Premise,$49.00,20.00,,$980.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,12026,WAYNE ALE HOUSE & PIZZA,On Premise,$54.00,1.00,,$54.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,230903,Black Bear Golf(A),On Premise,$49.00,8.00,,$392.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,80027,Ridgewood Country Club,On Premise,$49.00,3.00,,$147.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,1035,Old School Pub P),On Premise,$49.00,,6.00,,$294.00
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,37070,The Hive Bar & Bistro,On Premise,$49.00,5.00,,$245.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,190708,American Lgn Rockaway,On Premise,$49.00,3.00,,$147.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,231209,Mt Creek Hex Lg(North) A,On Premise,$49.00,12.00,,$588.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,31043,House of Que (East Rutherford),On Premise,$49.00,17.00,,$833.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,94009,Oakland Diner,On Premise,$49.00,3.00,,$147.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,89002,Allendale Bar & Grill,On Premise,$49.00,25.00,,"$1,225.00",
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,230118,Lake Mohawk (P) Golf Club,On Premise,$49.00,2.00,5.00,$98.00,$245.00
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,17019,La Neves (P),On Premise,$54.00,1.00,,$54.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,231214,Mt Creek Kink (So)A,On Premise,$49.00,3.00,,$147.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,30029,Native Union Club,On Premise,$45.00,12.00,,$540.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,92002,Anthony's CF Pizza (A) (Ramsey),On Premise,$54.00,1.00,,$54.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,30029,Native Union Club,On Premise,$54.00,11.00,1.00,$594.00,$54.00
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,230929,Airport Pub & Pkg,On Premise,$49.00,52.00,,"$2,548.00",
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,231210,Bally Owen Golf Club,On Premise,$49.00,9.00,,$441.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,190903,Taphouse 15,On Premise,$54.00,2.00,,$108.00,
Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,231309,The Stuffed Olive_2,On Premise,$49.00,6.00,3.00,$294.00,$147.00
Sun Cruiser Lemonade 1/12/24 oz Can,76021,Saddle Brook Liquor & Bar,On Premise,$42.00,1.00,,$42.00,
Sun Cruiser Lemonade Iced Tea 1/12/19.2 oz Can,83011,Stone & Rail,On Premise,$42.00,,1.00,,$42.00
Sun Cruiser Lemonade Iced Tea 1/12/24 oz Can,42003,Whiskey Roads,On Premise,$45.00,0.00,,$0.00,
Sun Cruiser Lemonade Iced Tea 1/12/24 oz Can,69003,Edgewood Country Club,On Premise,$45.00,,1.00,,$45.00
Sun Cruiser Lemonade Iced Tea 1/12/24 oz Can,44048,Clubhouse Cafe (P),On Premise,$42.00,2.00,,$84.00,
Sun Cruiser Lemonade Iced Tea 1/12/24 oz Can,76021,Saddle Brook Liquor & Bar,On Premise,$42.00,1.00,,$42.00,
Sun Cruiser Lemonade Iced Tea 1/12/24 oz Can,76021,Saddle Brook Liquor & Bar,On Premise,$34.00,,1.00,,$34.00
Sun Cruiser Lemonade Iced Tea 1/12/24 oz Can,41026,Amc- Shops @ Riverside P,On Premise,$45.00,1.00,,$45.00,
Sun Cruiser Lemonade Variety 3/8/12 oz Can,44048,Clubhouse Cafe (P),On Premise,$45.00,,5.00,,$225.00
Sun Cruiser Lemonade Variety 3/8/12 oz Can,10007,Bardis (P),On Premise,$45.00,12.00,,$540.00,
Sun Cruiser Lemonade Variety 3/8/12 oz Can,230312,Skyland Baseball,On Premise,$45.00,5.00,,$225.00,
Sun Cruiser Lemonade Variety 3/8/12 oz Can,69009,Rivervale Country Club,On Premise,$52.00,2.00,,$104.00,
Sun Cruiser Lemonade Variety 3/8/12 oz Can,36025,Karol's Pub (A),On Premise,$47.00,1.00,,$47.00,
Sun Cruiser Lemonade Variety 3/8/12 oz Can,11007,Meadows Golf Club(P),On Premise,$45.00,35.00,,"$1,575.00",
Sun Cruiser Lemonade Variety 3/8/12 oz Can,12026,WAYNE ALE HOUSE & PIZZA,On Premise,$47.50,1.00,,$47.50,
Sun Cruiser Lemonade Variety 3/8/12 oz Can,80007,The Orange Lantern,On Premise,$52.00,1.00,,$52.00,
Sun Cruiser Lemonade Variety 3/8/12 oz Can,37034,Blackjack Mulligans(P) (Garfield),On Premise,$47.50,3.00,,$142.50,
Sun Cruiser Lemonade Variety 3/8/12 oz Can,28009,1 Republik,On Premise,$47.00,5.00,3.00,$235.00,$141.00
Sun Cruiser Lemonade Variety 3/8/12 oz Can,29047,Elks Post (P),On Premise,$52.00,,1.00,,$52.00
Sun Cruiser Lemonade Variety 3/8/12 oz Can,190702,Smith's Tavern,On Premise,$47.00,,3.00,,$141.00
Sun Cruiser Lemonade Variety 3/8/12 oz Can,54001,Tenafly Pizza (Z),On Premise,$52.00,1.00,,$52.00,
Sun Cruiser Lemonade Variety 3/8/12 oz Can,191207,Daily Planet (A),On Premise,$52.00,1.00,,$52.00,
Sun Cruiser Lemonade Variety 3/8/12 oz Can,190923,Knotty Pine Pub (P),On Premise,$45.00,23.00,,"$1,035.00",
Sun Cruiser Lemonade Variety 3/8/12 oz Can,51014,Marriott (A) Teaneck,On Premise,$47.50,2.00,,$95.00,
Sun Cruiser Lemonade Variety 3/8/12 oz Can,230312,Skyland Baseball,On Premise,$47.00,6.00,,$282.00,
Sun Cruiser Lemonade Variety 3/8/12 oz Can,191009,Mason Street Grille,On Premise,$52.00,1.00,,$52.00,
Sun Cruiser Lemonade Variety 3/8/12 oz Can,28009,1 Republik,On Premise,$45.00,5.00,,$225.00,
Sun Cruiser Lemonade Variety 3/8/12 oz Can,24019,Sharky's Wings(P),On Premise,$47.50,11.00,,$522.50,
Sun Cruiser Lemonade Variety 3/8/12 oz Can,69012,449 Prime @ Edgewood Country Club,On Premise,$45.00,1.00,,$45.00,
Sun Cruiser Lemonade Variety 3/8/12 oz Can,81032,Hyatt Place Fair Lawn (A),On Premise,$52.00,,1.00,,$52.00
Sun Cruiser Lemonade Variety 3/8/12 oz Can,76021,Saddle Brook Liquor & Bar,On Premise,$47.50,1.00,,$47.50,
Sun Cruiser Lemonade Variety 3/8/12 oz Can,76021,Saddle Brook Liquor & Bar,On Premise,$47.00,,14.00,,$658.00
Sun Cruiser Lemonade Variety 3/8/12 oz Can,49059,Outback Steakhouse(Z)Edg,On Premise,$52.00,1.00,,$52.00,
Sun Cruiser Lemonade Variety 3/8/12 oz Can,44048,Clubhouse Cafe (P),On Premise,$47.00,,2.00,,$94.00
Sun Cruiser Lemonade Variety 3/8/12 oz Can,24031,Tommy's Tavern & Tap (Clifton),On Premise,$47.50,0.00,,$0.00,
Sun Cruiser Lemonade Variety 3/8/12 oz Can,12049,Aramark Educational Services@WPU,On Premise,$47.50,1.00,,$47.50,
Sun Cruiser Lemonade Variety 3/8/12 oz Can,191510,Lola's Restaurant,On Premise,$52.00,1.00,,$52.00,
Sun Cruiser Lemonade Variety 3/8/12 oz Can,29041,Masonic (A) Club,On Premise,$47.00,2.00,,$94.00,
Sun Cruiser Lemonade Variety 3/8/12 oz Can,93005,Mason Jar Restaurant,On Premise,$45.00,5.00,,$225.00,
Sun Cruiser Lemonade Variety 3/8/12 oz Can,41006,Straphanger Saloon (A),On Premise,$47.00,20.00,,$940.00,
Sun Cruiser Lemonade Variety 3/8/12 oz Can,191505,Mckenna's Pub (P),On Premise,$52.00,1.00,,$52.00,
Sun Cruiser Lemonade Variety 3/8/12 oz Can,69009,Rivervale Country Club,On Premise,$47.50,6.00,,$285.00,
Sun Cruiser Lemonade Variety 3/8/12 oz Can,41006,Straphanger Saloon (A),On Premise,$47.50,20.00,,$950.00,
Sun Cruiser Lemonade Variety 3/8/12 oz Can,24019,Sharky's Wings(P),On Premise,$45.00,10.00,,$450.00,
Sun Cruiser Lemonade Variety 3/8/12 oz Can,38020,Lodi Lanes (A),On Premise,$45.00,,6.00,,$270.00
Sun Cruiser Lemonade Variety 3/8/12 oz Can,12067,Hilton Garden Inn wayne,On Premise,$52.00,,1.00,,$52.00
Sun Cruiser Lemonade Variety 3/8/12 oz Can,24019,Sharky's Wings(P),On Premise,$47.00,6.00,11.00,$282.00,$517.00
Sun Cruiser Lemonade Variety 3/8/12 oz Can,25036,Dingbatz (P),On Premise,$52.00,1.00,,$52.00,
Sun Cruiser Lemonade Variety 3/8/12 oz Can,31054,Burger Shack,On Premise,$45.00,,80.00,,"$3,600.00"
Sun Cruiser Lemonade Variety 3/8/12 oz Can,41006,Straphanger Saloon (A),On Premise,$45.00,59.00,,"$2,655.00",
Sun Cruiser Lemonade Variety 3/8/12 oz Can,191521,Patricks Pub (P),On Premise,$52.00,1.00,,$52.00,
Sun Cruiser Lemonade Variety 3/8/12 oz Can,74012,Iron Horse,On Premise,$45.00,5.00,,$225.00,
Sun Cruiser Lemonade Variety 3/8/12 oz Can,24056,Jaime's (A),On Premise,$47.50,1.00,,$47.50,
Sun Cruiser Lemonade Variety 3/8/12 oz Can,50018,Debonair Music Hall,On Premise,$52.00,2.00,,$104.00,
Sun Cruiser Lemonade Variety 3/8/12 oz Can,74012,Iron Horse,On Premise,$52.00,1.00,,$52.00,
Sun Cruiser Lemonade Variety 3/8/12 oz Can,191006,Gatwyns II (P),On Premise,$47.00,3.00,,$141.00,
Sun Cruiser Lemonade Variety 3/8/12 oz Can,190312,The Knoll Country Club & Catering,On Premise,$45.00,2.00,10.00,$90.00,$450.00
Sun Cruiser Lemonade Variety 3/8/12 oz Can,93005,Mason Jar Restaurant,On Premise,$52.00,2.00,,$104.00,
Sun Cruiser Lemonade Variety 3/8/12 oz Can,191007,Charley's Tavern,On Premise,$47.50,2.00,,$95.00,
Sun Cruiser Lemonade Variety 3/8/12 oz Can,8004,The Side Door (P),On Premise,$47.00,5.00,,$235.00,
Sun Cruiser Lemonade Variety 3/8/12 oz Can,50018,Debonair Music Hall,On Premise,$47.50,5.00,,$237.50,
Sun Cruiser Lemonade Variety 3/8/12 oz Can,191507,The Windlass Rest (A),On Premise,$52.00,4.00,,$208.00,
Sun Cruiser Lemonade Variety 3/8/12 oz Can,93005,Mason Jar Restaurant,On Premise,$47.00,2.00,,$94.00,
Sun Cruiser Lemonade Variety 3/8/12 oz Can,231214,Mt Creek Kink (So)A,On Premise,$47.50,4.00,,$190.00,
Sun Cruiser Lemonade Variety 3/8/12 oz Can,85001,Eleven Central,On Premise,$52.00,1.00,,$52.00,
Sun Cruiser Lemonade Variety 3/8/12 oz Can,231214,Mt Creek Kink (So)A,On Premise,$45.00,3.00,,$135.00,
Sun Cruiser Lemonade Variety 3/8/12 oz Can,190312,The Knoll Country Club & Catering,On Premise,$47.00,,5.00,,$235.00
Sun Cruiser Lemonade Variety 3/8/12 oz Can,76021,Saddle Brook Liquor & Bar,On Premise,$45.00,9.00,,$405.00,
Sun Cruiser Lemonade Variety 3/8/12 oz Can,78010,American Lgn Rochelle Pk,On Premise,$47.50,5.00,,$237.50,
Sun Cruiser Lemonade Variety 3/8/12 oz Can,24029,Dingo's Den (P),On Premise,$52.00,1.00,,$52.00,
Sun Cruiser Lemonade Variety 3/8/12 oz Can,31026,Rockafella's,On Premise,$52.00,1.00,,$52.00,
Sun Cruiser Lemonade Variety 3/8/12 oz Can,191601,Stoll Street Tavern,On Premise,$45.00,9.00,10.00,$405.00,$450.00
Sun Cruiser Lemonade Variety 3/8/12 oz Can,73001,Lou's,On Premise,$45.00,4.00,,$180.00,
Sun Cruiser Lemonade Variety 3/8/12 oz Can,93005,Mason Jar Restaurant,On Premise,$47.50,3.00,,$142.50,
Sun Cruiser Lemonade Variety 3/8/12 oz Can,76021,Saddle Brook Liquor & Bar,On Premise,$52.00,,1.00,,$52.00
Sun Cruiser Lemonade Variety 3/8/12 oz Can,24056,Jaime's (A),On Premise,$47.00,1.00,,$47.00,
Sun Cruiser Lemonade Variety 3/8/12 oz Can,231715,Gyp's Tavern,On Premise,$52.00,1.00,,$52.00,
Sun Cruiser Lemonade Variety Pack 2/12/12 oz Can,230906,BBQ Chicken Franklin,On Premise,$39.00,,5.00,,$195.00
Sun Cruiser Lemonade Variety Pack 2/12/12 oz Can,31054,Burger Shack,On Premise,$39.00,,10.00,,$390.00
