Sales Rep Assigned,Customer ID,Customer Name,Shipping Address,City,On Premise,Brand Family,Product Num Name,Cases   2025,Buyer Count   2025,Cases   2026,Buyer Count   2026
Anthony Palmisano,1033,D'Boathaus Restaurant,322 Lakeside Road,Hewitt,On Premise,Sun Cruiser,200634 Sun Cruiser Classic Iced Tea 1/24/12 oz Loose Can,19.00,1,29.00,1
Anthony Palmisano,230119,Smokey's Brick Oven Tav.,2 Vernon Crossing Road,Glenwood,On Premise,White Claw,8588 White Claw Hard Seltzer Black Cherry 2/12/12 oz Can,5.00,1,,
Anthony Palmisano,230930,Brick & Brew,27 NJ-23,Franklin,On Premise,White Claw,8588 White Claw Hard Seltzer Black Cherry 2/12/12 oz Can,18.00,1,20.00,1
Anthony Palmisano,1014,Chido Mexican Kitchen,665 Warwick Turnpike,Hewitt,On Premise,Sun Cruiser,200634 Sun Cruiser Classic Iced Tea 1/24/12 oz Loose Can,,,4.00,1
Anthony Palmisano,230119,Smokey's Brick Oven Tav.,2 Vernon Crossing Road,Glenwood,On Premise,White Claw,8580 White Claw Hard Seltzer Natural Lime 4/6/12 oz Can,1.00,1,,
Anthony Palmisano,231209,Mt Creek Hex Lg(North) A,200 Rt 94,Vernon,On Premise,White Claw,8588 White Claw Hard Seltzer Black Cherry 2/12/12 oz Can,3.00,1,,
Anthony Palmisano,231803,High Point Gc/Rest (P),342 Shore Drive,Montague,On Premise,Sun Cruiser,200634 Sun Cruiser Classic Iced Tea 1/24/12 oz Loose Can,2.00,1,12.00,1
Anthony Palmisano,230929,Airport Pub & Pkg,65 County Rd 639,Sussex,On Premise,White Claw,8583 White Claw Hard Seltzer Variety #1 2/12/12 oz Can,80.00,1,59.00,1
Anthony Palmisano,191103,Whistle Stop (P),2775 Route 23 S,Newfoundland,On Premise,Sun Cruiser,200634 Sun Cruiser Classic Iced Tea 1/24/12 oz Loose Can,1.00,1,2.00,1
Anthony Palmisano,231206,Vfw 8441 Vernon,313 NJ-94,Vernon,On Premise,White Claw,8634 White Claw Hard Seltzer Peach 2/12/12 oz Can,4.00,1,4.00,1
Anthony Palmisano,1010,Jimmy Geez(North)Bar/Gril,3219 Rt 23 South,Oak Ridge,On Premise,Sun Cruiser,200634 Sun Cruiser Classic Iced Tea 1/24/12 oz Loose Can,,,8.00,1
Anthony Palmisano,231002,Stew N Dolly's Place,46 Main St,Ogdensburg,On Premise,White Claw,8587 White Claw Hard Seltzer Raspberry 4/6/12 oz Can,6.00,1,,
Anthony Palmisano,1023,The New Jessies Kettle(P),1555 Greenwood Lk Tpke,Hewitt,On Premise,Sun Cruiser,200670 Sun Cruiser Pink Lemonade 6/4/12 oz Can,,,1.00,1
Anthony Palmisano,230903,Black Bear Golf(A),138 New Jersey 23,Franklin,On Premise,Carbliss,200892 Carbliss Watermelon 6/4/12 oz Can,,,1.00,1
Anthony Palmisano,231210,Bally Owen Golf Club,105 Wheatsworth Rd,Hamburg,On Premise,White Claw,8588 White Claw Hard Seltzer Black Cherry 2/12/12 oz Can,8.00,1,3.00,1
Anthony Palmisano,230903,Black Bear Golf(A),138 New Jersey 23,Franklin,On Premise,Carbliss,200886 Carbliss Lemon Tea 6/4/12 oz Can,,,1.00,1
Anthony Palmisano,230915,Crystal Sprs/Wild Turkey,123 Crystal Springs Rd,Hamburg,On Premise,Sun Cruiser,200636 Sun Cruiser Classic Iced Tea 3/8/12oz Can,15.00,1,,
Anthony Palmisano,231210,Bally Owen Golf Club,105 Wheatsworth Rd,Hamburg,On Premise,Sun Cruiser,200633 Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,13.00,1,,
Anthony Palmisano,1028,J & S Roadhouse,17 Wooley Road,West Milford,On Premise,White Claw,8587 White Claw Hard Seltzer Raspberry 4/6/12 oz Can,4.00,1,4.00,1
Anthony Palmisano,1028,J & S Roadhouse,17 Wooley Road,West Milford,On Premise,White Claw,8592 White Claw Hard Seltzer Mango 1/12/19.2 oz Can,4.00,1,3.00,1
Anthony Palmisano,230906,BBQ Chicken Franklin,76 NJ-23,Franklin,On Premise,White Claw,9083 White Claw 0% Alc Variety Pack 2/12/12 oz Can,,,3.00,1
Anthony Palmisano,230903,Black Bear Golf(A),138 New Jersey 23,Franklin,On Premise,Carbliss,200884 Carbliss Cranberry 6/4/12 oz Can,,,1.00,1
Anthony Palmisano,230929,Airport Pub & Pkg,65 County Rd 639,Sussex,On Premise,Sun Cruiser,200633 Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,62.00,1,,
Anthony Palmisano,191103,Whistle Stop (P),2775 Route 23 S,Newfoundland,On Premise,Sun Cruiser,200679 Sun Cruiser Pink Lemonade 1/24/12 oz Can,,,1.00,1
Anthony Palmisano,231210,Bally Owen Golf Club,105 Wheatsworth Rd,Hamburg,On Premise,Sun Cruiser,200635 Sun Cruiser Peach Iced Tea 6/4/12 oz Can,2.00,1,,
Anthony Palmisano,1023,The New Jessies Kettle(P),1555 Greenwood Lk Tpke,Hewitt,On Premise,White Claw,8588 White Claw Hard Seltzer Black Cherry 2/12/12 oz Can,,,2.00,1
Anthony Palmisano,230929,Airport Pub & Pkg,65 County Rd 639,Sussex,On Premise,Sun Cruiser,200637 Sun Cruiser Half & Half Lemonade Iced Tea 3/8/12 oz Can,75.00,1,35.00,1
Anthony Palmisano,190902,Betsy Ross Diner,5708 Berkshire Valley Rd,Oak Ridge,On Premise,White Claw,8588 White Claw Hard Seltzer Black Cherry 2/12/12 oz Can,1.00,1,,
Anthony Palmisano,1214,Whiskey Wolf Tavern (P),399 Lake Shore Dr,Hewitt,On Premise,Sun Cruiser,200637 Sun Cruiser Half & Half Lemonade Iced Tea 3/8/12 oz Can,,,49.00,1
Anthony Palmisano,231305,Early American Tavern,9 Main St,Sussex,On Premise,White Claw,8588 White Claw Hard Seltzer Black Cherry 2/12/12 oz Can,8.00,1,16.00,1
Anthony Palmisano,230930,Brick & Brew,27 NJ-23,Franklin,On Premise,Sun Cruiser,200679 Sun Cruiser Pink Lemonade 1/24/12 oz Can,,,1.00,1
Anthony Palmisano,231214,Mt Creek Kink (So)A,130 Rt 94 N,Mcafee,On Premise,Sun Cruiser,200679 Sun Cruiser Pink Lemonade 1/24/12 oz Can,,,3.00,1
Anthony Palmisano,231214,Mt Creek Kink (So)A,130 Rt 94 N,Mcafee,On Premise,Sun Cruiser,200664 Sun Cruiser Lemonade Variety 3/8/12 oz Can,7.00,1,,
Anthony Palmisano,1214,Whiskey Wolf Tavern (P),399 Lake Shore Dr,Hewitt,On Premise,White Claw,8603 White Claw Hard Seltzer Watermelon 4/6/12 oz Can,,,5.00,1
Anthony Palmisano,231209,Mt Creek Hex Lg(North) A,200 Rt 94,Vernon,On Premise,Sun Cruiser,200679 Sun Cruiser Pink Lemonade 1/24/12 oz Can,,,32.00,1
Anthony Palmisano,230929,Airport Pub & Pkg,65 County Rd 639,Sussex,On Premise,Carbliss,200882 Carbliss Black Raspberry 6/4/12 oz Can,,,2.00,1
Anthony Palmisano,231803,High Point Gc/Rest (P),342 Shore Drive,Montague,On Premise,White Claw,8588 White Claw Hard Seltzer Black Cherry 2/12/12 oz Can,6.00,1,3.00,1
Anthony Palmisano,230930,Brick & Brew,27 NJ-23,Franklin,On Premise,Sun Cruiser,200637 Sun Cruiser Half & Half Lemonade Iced Tea 3/8/12 oz Can,1.00,1,2.00,1
Anthony Palmisano,230903,Black Bear Golf(A),138 New Jersey 23,Franklin,On Premise,Sun Cruiser,200635 Sun Cruiser Peach Iced Tea 6/4/12 oz Can,3.00,1,,
Anthony Palmisano,230930,Brick & Brew,27 NJ-23,Franklin,On Premise,Sun Cruiser,200678 Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,,,2.00,1
Anthony Palmisano,1035,Old School Pub P),551 Warwick Tpke,Hewitt,On Premise,Sun Cruiser,200636 Sun Cruiser Classic Iced Tea 3/8/12oz Can,53.00,1,43.00,1
Anthony Palmisano,4007,Karls Stumble Inn,231 Hamburg Turnpike,Bloomingdale,On Premise,Sun Cruiser,200634 Sun Cruiser Classic Iced Tea 1/24/12 oz Loose Can,1.00,1,,
Anthony Palmisano,1007,The Greenwood Tavern,1934 Greenwood Lake Tpke,Hewitt,On Premise,Carbliss,200883 Carbliss Blood Orange 6/4/12 oz Can,,,2.00,1
Anthony Palmisano,1023,The New Jessies Kettle(P),1555 Greenwood Lk Tpke,Hewitt,On Premise,White Claw,8581 White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,,,20.00,1
Anthony Palmisano,230903,Black Bear Golf(A),138 New Jersey 23,Franklin,On Premise,Carbliss,200891 Carbliss Pineapple 6/4/12 oz Can,,,1.00,1
Anthony Palmisano,231002,Stew N Dolly's Place,46 Main St,Ogdensburg,On Premise,Sun Cruiser,200665 Sun Cruiser Iced Tea Variety 2/12/12 oz Can,17.00,1,-2.00,1
Anthony Palmisano,3011,Flip's Bar (P),18 Railroad Ave,Wanaque,On Premise,Sun Cruiser,200636 Sun Cruiser Classic Iced Tea 3/8/12oz Can,1.00,1,,
Anthony Palmisano,1035,Old School Pub P),551 Warwick Tpke,Hewitt,On Premise,Sun Cruiser,200632 Sun Cruiser Classic Iced Tea 6/4/12 oz Can,6.00,1,5.00,1
Anthony Palmisano,191209,Valley Tavern,5604 Berkshire Valley Rd,Oak Ridge,On Premise,White Claw,8588 White Claw Hard Seltzer Black Cherry 2/12/12 oz Can,1.00,1,2.00,1
Anthony Palmisano,230917,Doc's Place (P),100 NJ-23,Hamburg,On Premise,White Claw,8603 White Claw Hard Seltzer Watermelon 4/6/12 oz Can,2.00,1,,
Anthony Palmisano,1002,Country Cottage Rest (P),1745 Macopin Rd,West Milford,On Premise,White Claw,8588 White Claw Hard Seltzer Black Cherry 2/12/12 oz Can,28.00,1,39.00,1
Anthony Palmisano,4004,The River Of Beer,133 Main St,Bloomingdale,On Premise,Sun Cruiser,200634 Sun Cruiser Classic Iced Tea 1/24/12 oz Loose Can,,,25.00,1
Anthony Palmisano,1214,Whiskey Wolf Tavern (P),399 Lake Shore Dr,Hewitt,On Premise,Sun Cruiser,200670 Sun Cruiser Pink Lemonade 6/4/12 oz Can,,,2.00,1
Anthony Palmisano,230917,Doc's Place (P),100 NJ-23,Hamburg,On Premise,Sun Cruiser,200665 Sun Cruiser Iced Tea Variety 2/12/12 oz Can,,,10.00,1
Anthony Palmisano,191209,Valley Tavern,5604 Berkshire Valley Rd,Oak Ridge,On Premise,White Claw,8627 White Claw Green Apple 4/6/12 oz Can,1.00,1,,
Anthony Palmisano,1035,Old School Pub P),551 Warwick Tpke,Hewitt,On Premise,White Claw,8633 White Claw Hard Seltzer Grape 4/6/12 oz Can,,,13.00,1
Anthony Palmisano,231209,Mt Creek Hex Lg(North) A,200 Rt 94,Vernon,On Premise,Sun Cruiser,200678 Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,,,69.00,1
Anthony Palmisano,231002,Stew N Dolly's Place,46 Main St,Ogdensburg,On Premise,Carbliss,200882 Carbliss Black Raspberry 6/4/12 oz Can,,,1.00,1
Anthony Palmisano,3011,Flip's Bar (P),18 Railroad Ave,Wanaque,On Premise,White Claw,8619 White Claw Blackberry 4/6/12 oz Can,10.00,1,5.00,1
Anthony Palmisano,231210,Bally Owen Golf Club,105 Wheatsworth Rd,Hamburg,On Premise,Sun Cruiser,200678 Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,,,9.00,1
Anthony Palmisano,1214,Whiskey Wolf Tavern (P),399 Lake Shore Dr,Hewitt,On Premise,Sun Cruiser,200676 Sun Cruiser Blueberry Lemonade 3/8/12 oz Can,,,15.00,1
Anthony Palmisano,230903,Black Bear Golf(A),138 New Jersey 23,Franklin,On Premise,Sun Cruiser,200678 Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,,,12.00,1
Anthony Palmisano,231309,The Stuffed Olive_2,1 Libertyville Rd,Wantage,On Premise,White Claw,8583 White Claw Hard Seltzer Variety #1 2/12/12 oz Can,4.00,1,,
Anthony Palmisano,230929,Airport Pub & Pkg,65 County Rd 639,Sussex,On Premise,Sun Cruiser,200678 Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,,,205.00,1
Anthony Palmisano,231209,Mt Creek Hex Lg(North) A,200 Rt 94,Vernon,On Premise,Sun Cruiser,200636 Sun Cruiser Classic Iced Tea 3/8/12oz Can,11.00,1,,
Anthony Palmisano,230915,Crystal Sprs/Wild Turkey,123 Crystal Springs Rd,Hamburg,On Premise,Carbliss,200882 Carbliss Black Raspberry 6/4/12 oz Can,,,10.00,1
Anthony Palmisano,230930,Brick & Brew,27 NJ-23,Franklin,On Premise,Sun Cruiser,200635 Sun Cruiser Peach Iced Tea 6/4/12 oz Can,1.00,1,,
Anthony Palmisano,1035,Old School Pub P),551 Warwick Tpke,Hewitt,On Premise,White Claw,8582 White Claw Hard Seltzer Ruby Grapefruit 4/6/12 oz Can,4.00,1,2.00,1
Anthony Palmisano,231304,The Lamp Post Inn,1601 County Rd 565,Sussex,On Premise,Sun Cruiser,200634 Sun Cruiser Classic Iced Tea 1/24/12 oz Loose Can,,,3.00,1
Anthony Palmisano,230915,Crystal Sprs/Wild Turkey,123 Crystal Springs Rd,Hamburg,On Premise,White Claw,8633 White Claw Hard Seltzer Grape 4/6/12 oz Can,4.00,1,4.00,1
Anthony Palmisano,230915,Crystal Sprs/Wild Turkey,123 Crystal Springs Rd,Hamburg,On Premise,Sun Cruiser,200634 Sun Cruiser Classic Iced Tea 1/24/12 oz Loose Can,,,10.00,1
Anthony Palmisano,231307,Skylands Wine& Beer Garden,447 Rt 284,Wantage,On Premise,White Claw,8619 White Claw Blackberry 4/6/12 oz Can,5.00,1,,
Anthony Palmisano,1002,Country Cottage Rest (P),1745 Macopin Rd,West Milford,On Premise,White Claw,8587 White Claw Hard Seltzer Raspberry 4/6/12 oz Can,,,4.00,1
Anthony Palmisano,191103,Whistle Stop (P),2775 Route 23 S,Newfoundland,On Premise,White Claw,8583 White Claw Hard Seltzer Variety #1 2/12/12 oz Can,4.00,1,4.00,1
Anthony Palmisano,230930,Brick & Brew,27 NJ-23,Franklin,On Premise,Sun Cruiser,200632 Sun Cruiser Classic Iced Tea 6/4/12 oz Can,1.00,1,,
Anthony Palmisano,1214,Whiskey Wolf Tavern (P),399 Lake Shore Dr,Hewitt,On Premise,White Claw,8600 White Claw Hard Seltzer Variety #3 2/12/12 oz Can,,,3.00,1
Anthony Palmisano,230915,Crystal Sprs/Wild Turkey,123 Crystal Springs Rd,Hamburg,On Premise,White Claw,8596 White Claw Hard Seltzer Variety 1/24/12 oz Loose Can,2.00,1,,
Anthony Palmisano,1214,Whiskey Wolf Tavern (P),399 Lake Shore Dr,Hewitt,On Premise,White Claw,8583 White Claw Hard Seltzer Variety #1 2/12/12 oz Can,,,3.00,1
Anthony Palmisano,230929,Airport Pub & Pkg,65 County Rd 639,Sussex,On Premise,Sun Cruiser,200642 Sun Cruiser Vodka Pink Lemonade 1/12/24 oz Can,,,1.00,1
Anthony Palmisano,231002,Stew N Dolly's Place,46 Main St,Ogdensburg,On Premise,White Claw,8602 White Claw Hard Seltzer Watermelon 2/12/12 oz Can,8.00,1,,
Anthony Palmisano,231211,Tony's Pizza (P),2771 NJ-23,Stockholm,On Premise,Sun Cruiser,200637 Sun Cruiser Half & Half Lemonade Iced Tea 3/8/12 oz Can,1.00,1,,
Anthony Palmisano,230915,Crystal Sprs/Wild Turkey,123 Crystal Springs Rd,Hamburg,On Premise,Carbliss,200887 Carbliss Lemon Lime 6/4/12 oz Can,,,11.00,1
Anthony Palmisano,1035,Old School Pub P),551 Warwick Tpke,Hewitt,On Premise,White Claw,8603 White Claw Hard Seltzer Watermelon 4/6/12 oz Can,6.00,1,5.00,1
Anthony Palmisano,1033,D'Boathaus Restaurant,322 Lakeside Road,Hewitt,On Premise,Sun Cruiser,200636 Sun Cruiser Classic Iced Tea 3/8/12oz Can,3.00,1,,
Anthony Palmisano,1004,The Vreeland Store,1383 Macopin Road,West Milford,On Premise,White Claw,8634 White Claw Hard Seltzer Peach 2/12/12 oz Can,1.00,1,,
Anthony Palmisano,231214,Mt Creek Kink (So)A,130 Rt 94 N,Mcafee,On Premise,White Claw,8591 White Claw Hard Seltzer Black Cherry 1/24/16 oz,7.00,1,3.00,1
Anthony Palmisano,2004,Sam's Bar and Grill,15 Greenwood Lake Turnpik,Ringwood,On Premise,White Claw,8588 White Claw Hard Seltzer Black Cherry 2/12/12 oz Can,20.00,1,25.00,1
Anthony Palmisano,1010,Jimmy Geez(North)Bar/Gril,3219 Rt 23 South,Oak Ridge,On Premise,Carbliss,200882 Carbliss Black Raspberry 6/4/12 oz Can,,,1.00,1
Anthony Palmisano,230925,Springs Bistro Biosphere,3 Wild Turkey Way,Hamburg,On Premise,White Claw,8588 White Claw Hard Seltzer Black Cherry 2/12/12 oz Can,,,0.00,1
Brian Sengebush,191007,Charley's Tavern,57 NJ-181,Lake Hopatcong,On Premise,White Claw,8580 White Claw Hard Seltzer Natural Lime 4/6/12 oz Can,,,8.00,1
Brian Sengebush,230306,AG Pizza & Restaurant - Newton,131 Newton Sparta Rd,Newton,On Premise,Sun Cruiser,200678 Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,,,1.00,1
Brian Sengebush,190205,Sharky's West (P),108 Boonton Ave,Boonton,On Premise,White Claw,8594 White Claw Hard Seltzer Mango 1/24/16 oz,13.00,1,8.00,1
Brian Sengebush,190923,Knotty Pine Pub (P),242 E Union Turnpike,Wharton,On Premise,Sun Cruiser,200635 Sun Cruiser Peach Iced Tea 6/4/12 oz Can,2.00,1,,
Brian Sengebush,191505,Mckenna's Pub (P),260 Espanong Rd,Lake Hopatcong,On Premise,White Claw,8627 White Claw Green Apple 4/6/12 oz Can,6.00,1,4.00,1
Brian Sengebush,190923,Knotty Pine Pub (P),242 E Union Turnpike,Wharton,On Premise,Sun Cruiser,200665 Sun Cruiser Iced Tea Variety 2/12/12 oz Can,25.00,1,,
Brian Sengebush,190205,Sharky's West (P),108 Boonton Ave,Boonton,On Premise,Sun Cruiser,200678 Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,,,1.00,1
Brian Sengebush,231706,The Carriage House,470 Us-206,Branchville,On Premise,White Claw,8588 White Claw Hard Seltzer Black Cherry 2/12/12 oz Can,20.00,1,,
Brian Sengebush,1017,Millers Ale House Rockawa,325 Mt Hope Avenue,Rockaway,On Premise,White Claw,8588 White Claw Hard Seltzer Black Cherry 2/12/12 oz Can,13.00,1,16.00,1
Brian Sengebush,190923,Knotty Pine Pub (P),242 E Union Turnpike,Wharton,On Premise,White Claw,8595 White Claw Hard Seltzer Mango 2/12/12 oz Can,9.00,1,3.00,1
Brian Sengebush,190923,Knotty Pine Pub (P),242 E Union Turnpike,Wharton,On Premise,White Claw,8627 White Claw Green Apple 4/6/12 oz Can,14.00,1,2.00,1
Brian Sengebush,190923,Knotty Pine Pub (P),242 E Union Turnpike,Wharton,On Premise,Sun Cruiser,200634 Sun Cruiser Classic Iced Tea 1/24/12 oz Loose Can,,,8.00,1
Brian Sengebush,190815,Sam Adam's Pub (NAFIB4-22-A-0036),Bldg 121a,Picatinny,On Premise,White Claw,8596 White Claw Hard Seltzer Variety 1/24/12 oz Loose Can,1.00,1,,
Brian Sengebush,231719,Layton Tavern,124 Co Rd 560,Layton,On Premise,White Claw,8583 White Claw Hard Seltzer Variety #1 2/12/12 oz Can,14.00,1,10.00,1
Brian Sengebush,191007,Charley's Tavern,57 NJ-181,Lake Hopatcong,On Premise,White Claw,8583 White Claw Hard Seltzer Variety #1 2/12/12 oz Can,49.00,1,6.00,1
Brian Sengebush,230312,Skyland Baseball,94 Championship Place,Augusta,On Premise,Sun Cruiser,200678 Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,,,18.00,1
Brian Sengebush,230432,Vfw 5360 Newton(P),85 Mill St,Newton,On Premise,White Claw,8580 White Claw Hard Seltzer Natural Lime 4/6/12 oz Can,3.00,1,1.00,1
Brian Sengebush,191009,Mason Street Grille,24 Mason St,Lake Hopatcong,On Premise,Sun Cruiser,200641 Sun Cruiser Vodka Pink Lemonade 3/8/12 oz Can,22.00,1,3.00,1
Brian Sengebush,191510,Lola's Restaurant,300 Lakeside Ave,Hopatcong,On Premise,White Claw,8588 White Claw Hard Seltzer Black Cherry 2/12/12 oz Can,4.00,1,4.00,1
Brian Sengebush,190220,Reservoir Tavern(A),92 Parsippany Blvd,Boonton,On Premise,Sun Cruiser,200637 Sun Cruiser Half & Half Lemonade Iced Tea 3/8/12 oz Can,3.00,1,,
Brian Sengebush,230402,Bella Italio Rest.(P),448 Us Highway 206 S,Newton,On Premise,White Claw,8580 White Claw Hard Seltzer Natural Lime 4/6/12 oz Can,1.00,1,1.00,1
Brian Sengebush,231715,Gyp's Tavern,25 Us-206,Sandyston,On Premise,White Claw,8621 White Claw Peach 4/6/12 oz Can,10.00,1,8.00,1
Brian Sengebush,190108,Harrigan's Rest. (P),144 Main Rd,Montville,On Premise,Sun Cruiser,200679 Sun Cruiser Pink Lemonade 1/24/12 oz Can,,,1.00,1
Brian Sengebush,230116,Lake Mohawk Country Club,21 Lake Mohawk Country Club Boardwalk,Sparta,On Premise,White Claw,8628 White Claw Surge Variety #2 2/12/12 oz Can,2.00,1,,
Brian Sengebush,190214,Johnnie's Tavern,301 Boonton Ave,Boonton,On Premise,Carbliss,200882 Carbliss Black Raspberry 6/4/12 oz Can,,,1.00,1
Brian Sengebush,190923,Knotty Pine Pub (P),242 E Union Turnpike,Wharton,On Premise,Sun Cruiser,200632 Sun Cruiser Classic Iced Tea 6/4/12 oz Can,4.00,1,,
Brian Sengebush,191009,Mason Street Grille,24 Mason St,Lake Hopatcong,On Premise,Sun Cruiser,200635 Sun Cruiser Peach Iced Tea 6/4/12 oz Can,,,3.00,1
Brian Sengebush,231713,Flatbrook Tap House (P),180 Us-206,Branchville,On Premise,White Claw,8595 White Claw Hard Seltzer Mango 2/12/12 oz Can,2.00,1,,
Brian Sengebush,191405,Pat's Bar (P),390 Howard Blvd,Mt Arlington,On Premise,White Claw,8581 White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,3.00,1,4.00,1
Brian Sengebush,191722,Jeffrey A Miller Catering,525 Waterloo Rd,Stanhope,On Premise,White Claw,8596 White Claw Hard Seltzer Variety 1/24/12 oz Loose Can,4.00,1,,
Brian Sengebush,231719,Layton Tavern,124 Co Rd 560,Layton,On Premise,White Claw,8600 White Claw Hard Seltzer Variety #3 2/12/12 oz Can,6.00,1,5.00,1
Brian Sengebush,191722,Jeffrey A Miller Catering,525 Waterloo Rd,Stanhope,On Premise,White Claw,8600 White Claw Hard Seltzer Variety #3 2/12/12 oz Can,2.00,1,,
Brian Sengebush,190214,Johnnie's Tavern,301 Boonton Ave,Boonton,On Premise,White Claw,8600 White Claw Hard Seltzer Variety #3 2/12/12 oz Can,3.00,1,,
Brian Sengebush,190601,Thatcher Mcghee's (A),53 Broadway,Denville,On Premise,Sun Cruiser,200633 Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,40.00,1,,
Brian Sengebush,231710,Lakeside Pub (P),436 Us-206,Branchville,On Premise,White Claw,8619 White Claw Blackberry 4/6/12 oz Can,2.00,1,9.00,1
Brian Sengebush,191009,Mason Street Grille,24 Mason St,Lake Hopatcong,On Premise,Sun Cruiser,200634 Sun Cruiser Classic Iced Tea 1/24/12 oz Loose Can,51.00,1,113.00,1
Brian Sengebush,230430,Applebee's Grill(A)Newton,6 North Park Drive,Newton,On Premise,White Claw,9081 White Claw 0% Alc Black Cherry Cranberry 4/6/12 oz Can,,,1.00,1
Brian Sengebush,190707,The Exchange,160 E Main St,Rockaway,On Premise,Sun Cruiser,200637 Sun Cruiser Half & Half Lemonade Iced Tea 3/8/12 oz Can,1.00,1,,
Brian Sengebush,191009,Mason Street Grille,24 Mason St,Lake Hopatcong,On Premise,Carbliss,200890 Carbliss Peach 6/4/12 oz Can,,,1.00,1
Brian Sengebush,190903,Taphouse 15,75 NJ-15,Wharton,On Premise,Sun Cruiser,200665 Sun Cruiser Iced Tea Variety 2/12/12 oz Can,,,2.00,1
Brian Sengebush,191500,Lake Hopatcong Cruises,37 Nolans Point Park Rd,Lake Hopatcong,On Premise,Sun Cruiser,200634 Sun Cruiser Classic Iced Tea 1/24/12 oz Loose Can,1.00,1,,
Brian Sengebush,190923,Knotty Pine Pub (P),242 E Union Turnpike,Wharton,On Premise,White Claw,8603 White Claw Hard Seltzer Watermelon 4/6/12 oz Can,7.00,1,12.00,1
Brian Sengebush,191008,Jefferson Diner & Tav(P),5 Bowling Green Parkway,Lake Hopatcong,On Premise,White Claw,8619 White Claw Blackberry 4/6/12 oz Can,5.00,1,3.00,1
Brian Sengebush,191510,Lola's Restaurant,300 Lakeside Ave,Hopatcong,On Premise,Sun Cruiser,200664 Sun Cruiser Lemonade Variety 3/8/12 oz Can,1.00,1,,
Brian Sengebush,230307,Newton Country Club,25 Club Rd,Newton,On Premise,Sun Cruiser,200636 Sun Cruiser Classic Iced Tea 3/8/12oz Can,1.00,1,,
Brian Sengebush,191618,Polo's Bar And Grill,140 ledgewood ave,Netcong,On Premise,White Claw,8588 White Claw Hard Seltzer Black Cherry 2/12/12 oz Can,8.00,1,6.00,1
Brian Sengebush,230312,Skyland Baseball,94 Championship Place,Augusta,On Premise,White Claw,8595 White Claw Hard Seltzer Mango 2/12/12 oz Can,3.00,1,3.00,1
Brian Sengebush,190923,Knotty Pine Pub (P),242 E Union Turnpike,Wharton,On Premise,Sun Cruiser,200664 Sun Cruiser Lemonade Variety 3/8/12 oz Can,23.00,1,,
Brian Sengebush,231715,Gyp's Tavern,25 Us-206,Sandyston,On Premise,Carbliss,200891 Carbliss Pineapple 6/4/12 oz Can,,,1.00,1
Brian Sengebush,191009,Mason Street Grille,24 Mason St,Lake Hopatcong,On Premise,Sun Cruiser,200678 Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,,,39.00,1
Brian Sengebush,191504,Jefferson House (A),139 Nolan's Point Rd,Lake Hopatcong,On Premise,White Claw,8588 White Claw Hard Seltzer Black Cherry 2/12/12 oz Can,27.00,1,9.00,1
Brian Sengebush,190108,Harrigan's Rest. (P),144 Main Rd,Montville,On Premise,Sun Cruiser,200640 Sun Cruiser Vodka Lemonade 1/24/12 oz Loose Can,,,3.00,1
Brian Sengebush,230432,Vfw 5360 Newton(P),85 Mill St,Newton,On Premise,White Claw,8603 White Claw Hard Seltzer Watermelon 4/6/12 oz Can,2.00,1,1.00,1
Brian Sengebush,191008,Jefferson Diner & Tav(P),5 Bowling Green Parkway,Lake Hopatcong,On Premise,White Claw,8595 White Claw Hard Seltzer Mango 2/12/12 oz Can,1.00,1,7.00,1
Brian Sengebush,191618,Polo's Bar And Grill,140 ledgewood ave,Netcong,On Premise,White Claw,8595 White Claw Hard Seltzer Mango 2/12/12 oz Can,,,2.00,1
Brian Sengebush,190707,The Exchange,160 E Main St,Rockaway,On Premise,Carbliss,200887 Carbliss Lemon Lime 6/4/12 oz Can,,,1.00,1
Brian Sengebush,191601,Stoll Street Tavern,100 Stoll St,Netcong,On Premise,White Claw,8619 White Claw Blackberry 4/6/12 oz Can,55.00,1,29.00,1
Brian Sengebush,230428,O'reilly Pub (P),271 Spring St,Newton,On Premise,White Claw,8600 White Claw Hard Seltzer Variety #3 2/12/12 oz Can,11.00,1,6.00,1
Brian Sengebush,190803,Germania Park,56 Conger St.,Dover,On Premise,White Claw,8634 White Claw Hard Seltzer Peach 2/12/12 oz Can,1.00,1,,
Brian Sengebush,231710,Lakeside Pub (P),436 Us-206,Branchville,On Premise,Sun Cruiser,200631 Sun Cruiser Iced Tea Variety 3/8/12 oz Can,6.00,1,1.00,1
