Sales Rep Assigned,Customer Num,Customer Name,Shipping Address,City,County,Distribution Area,Buyer Count   2026,Cases   2026
Brian Sengebush,230304,Mc Q's Pub (P),165 Andover Sparta Rd,Newton,Sussex,Sussex,1.00,541.00
Paul Mclaughlin,76005,Midland Brewhouse (A),374 North Midland Ave,Saddle Brook,Bergen,Bergen,1.00,539.00
Nick Melissari,96005,The Brick House (P),179 Godwin Ave,Wyckoff,Bergen,Bergen,1.00,537.00
Anthony Palmisano,230903,Black Bear Golf(A),138 New Jersey 23,Franklin,Sussex,Sussex,1.00,532.00
Brian Sengebush,231710,Lakeside Pub (P),436 Us-206,Branchville,Sussex,Sussex,1.00,530.00
Brian Sengebush,230123,Sparta Lanes (Pino),43 Theatre Center,Sparta,Sussex,Sussex,1.00,529.00
Nick Melissari,88002,Nellie's Place (P),9 Franklin Tpk,Waldwick,Bergen,Bergen,1.00,528.00
Brian Sengebush,230405,Sheridan Lodge (P),631 Limecrest Rd,Newton,Sussex,Sussex,1.00,525.00
Brian Sengebush,190203,Boonton Lanes,720 Myrtle Ave,Boonton,Morris,Morris 1,1.00,525.00
Chris Payton,35009,Fiesta (A),255 Route 17 S,Woodridge,Bergen,Bergen,1.00,525.00
Allison Scott,11007,Meadows Golf Club(P),79 2 Bridges Rd,Lincoln Park,Morris,Morris 3,1.00,521.00
Brian Sengebush,191508,Elks Post 782 (Z),201 Howard Blvd,Mt Arlington,Morris,Morris 1,1.00,521.00
Allison Scott,17009,Jimmy Geez (P),436 Belmont Ave,Haledon,Passaic,Passaic,1.00,520.00
Javier Melo,24034,La Fortaleza (Clifton),590 Lexington Ave,Clifton,Passaic,Passaic,1.00,519.00
Robin Feldman,76013,Vfw Of Saddlebrook,44 Market St,Saddle Brook,Bergen,Bergen,1.00,518.00
Matt Powierski,33006,Bazzarellis (Z),117 Moonachie Rd,Moonachie,Bergen,Bergen,1.00,516.30
Allison Scott,19005,Celtic Corner,312 Lafayette Ave,Hawthorne,Passaic,Passaic,1.00,516.00
Robin Feldman,12012,Cosmopolitan,1377 NJ-23,Wayne,Passaic,Passaic,1.00,515.00
Nick Melissari,30029,Native Union Club,15 Sylvan St,Rutherford,Bergen,Bergen,1.00,514.00
Pablo Lopez,27015,Dona Maria Rest,32 Bergen St,Passaic,Passaic,Passaic,1.00,513.00
Allison Scott,24022,Applebee's Clifton,375 Rte 3 E,Clifton,Passaic,Passaic,1.00,513.00
Allison Scott,25083,Rutt's Hut (A),417 River Rd,Clifton,Passaic,Passaic,1.00,511.83
Robin Feldman,28026,Elks Post 1992 (Z),129 Ridge Rd,North Arlington,Bergen,Bergen,1.00,509.00
Allison Scott,14005,The Grand,38 Lackwanna Av,Totowa,Passaic,Passaic,1.00,507.00
Robin Feldman,34018,Hilton Hasbrk Hts #50591,650 Terrace Ave,Hasbrouck Heights,Bergen,Bergen,1.00,505.33
Brian Sengebush,190905,Elevengreen,11 Greenpond Rd,Rockaway,Morris,Morris 1,1.00,505.00
Nick Melissari,92012,The Shannon Rose/Ramsey,1200 Rt 17 N,Ramsey,Bergen,Bergen,1.00,504.00
Paul Mclaughlin,39007,Club Flamingo (A),430 Route 46,South Hackensac,Bergen,Bergen,1.00,504.00
Brian Sengebush,231703,AG Pizza and Restaurant (Branchville),3 Mill St,Branchville,Sussex,Sussex,1.00,502.00
Anthony Palmisano,231309,The Stuffed Olive_2,1 Libertyville Rd,Wantage,Sussex,Sussex,1.00,501.00
Javier Melo,15085,Reign,138 Belmont Ave,Paterson,Passaic,Passaic,1.00,500.00
Paul Mclaughlin,81004,Stosh's Craft Bar (Z),18 15 Maple Ave,Fair Lawn,Bergen,Bergen,1.00,497.58
Nick Melissari,49004,Dino's Bar & Grill,1466 River Rd,Edgewater,Bergen,Bergen,1.00,496.00
Brian Sengebush,230312,Skyland Baseball,94 Championship Place,Augusta,Sussex,Sussex,1.00,493.00
Robin Feldman,42015,Amer Lgn (Z) Little Ferry,100 Liberty Ave,Little Ferry,Bergen,Bergen,1.00,493.00
Brian Sengebush,231719,Layton Tavern,124 Co Rd 560,Layton,Sussex,Sussex,1.00,488.00
Mike Ast,83008,Glen Rock Ac Clb(P),221 Main St,Glen Rock,Bergen,Bergen,1.00,488.00
Allison Scott,13002,The Little Falls Tavern,131 Newark Pompton Turnpike,Little Falls,Passaic,Passaic,1.00,486.00
Matt Powierski,37047,Dp's Pub & Seafood Grill,732 River Dr,Garfield,Bergen,Bergen,1.00,485.00
Allison Scott,19016,Jiggle's,105 Mohawk Ave,Hawthorne,Passaic,Passaic,1.00,480.00
Robin Feldman,93013,Elks Post 1941 (Z),1 Foxwood Ln,Mahwah,Bergen,Bergen,1.00,478.00
Anthony Palmisano,231210,Bally Owen Golf Club,105 Wheatsworth Rd,Hamburg,Sussex,Sussex,1.00,477.17
Paul Mclaughlin,56004,Jack E Pooh's,22 N Front St,Bergenfield,Bergen,Bergen,1.00,476.17
Paul Mclaughlin,75001,Emerson Hotel,31 Emerson Plaza E,Emerson,Bergen,Bergen,1.00,472.50
Dan Lagala,43032,El Caporal Mexican Food,341 Anderson Ave,Fairview,Bergen,Bergen,1.00,469.00
Allison Scott,20010,Riverside Grill(D'carbon),855 River Street,Paterson,Passaic,Passaic,1.00,469.00
Dan Lagala,44025,Rudys (A),591 Anderson Ave,Cliffside Park,Bergen,Bergen,1.00,468.00
Nick Melissari,31058,Dream 360,1 American Dream Way,East Rutherford,Bergen,Bergen,1.00,461.00
Javier Melo,21005,La Fuente Bar (A),43 Ellison Street,Paterson,Passaic,Passaic,1.00,461.00
Paul Mclaughlin,50001,Andy's Corner (Z),257 Queen Ann Rd,Bogota,Bergen,Bergen,1.00,460.50
Anthony Palmisano,4004,The River Of Beer,133 Main St,Bloomingdale,Passaic,Passaic,1.00,459.17
Nick Melissari,32005,Biggies (A),430 Rte 17 So,Carlstadt,Bergen,Bergen,1.00,458.00
Allison Scott,12038,Tommy's Tavern + Tap (Wayne),71 NJ-23,Wayne,Passaic,Passaic,1.00,456.00
Paul Mclaughlin,85001,Eleven Central,11 Central Ave,Midland Park,Bergen,Bergen,1.00,455.33
Nick Melissari,41016,Cheesecake Fact (A)Hacken,197 Riverside Square Mall,Hackensack,Bergen,Bergen,1.00,454.00
Nick Melissari,32008,Steve's Bar & Grill (A),620 Rt 17,Carlstadt,Bergen,Bergen,1.00,454.00
Brian Sengebush,230428,O'reilly Pub (P),271 Spring St,Newton,Sussex,Sussex,1.00,454.00
Dan Lagala,46029,Hanam Daeji,445 Grand Ave,Palisades Park,Bergen,Bergen,1.00,452.00
Allison Scott,13015,Rare The Steakhouse (Z),440 Main Street,Little Falls,Passaic,Passaic,1.00,451.00
Anthony Palmisano,231002,Stew N Dolly's Place,46 Main St,Ogdensburg,Sussex,Sussex,1.00,450.00
Paul Mclaughlin,61003,White Beeches Golf Club,70 Haworth Dr,Haworth,Bergen,Bergen,1.00,449.67
Paul Mclaughlin,50006,Cozy Tavern (P),131 Queen Anne Rd,Bogota,Bergen,Bergen,1.00,448.00
Nick Melissari,38025,Rebar (Z),132 Essex St,Lodi,Bergen,Bergen,1.00,446.00
Anthony Palmisano,1010,Jimmy Geez(North)Bar/Gril,3219 Rt 23 South,Oak Ridge,Passaic,Passaic,1.00,443.00
Robin Feldman,29044,American Lgn Lyndhurst #139,217 Webster Ave,Lyndhurst,Bergen,Bergen,1.00,441.17
Matt Powierski,33004,Gray Cliff (A),290 Moonachie Ave,Moonachie,Bergen,Bergen,1.00,441.00
Robin Feldman,50036,Moose Lodge 961 (Z),201 W Englewood Av Bx 717,Teaneck,Bergen,Bergen,1.00,441.00
Paul Mclaughlin,81019,Oceanos Osyter Bar Grill,2-27 Saddle River Rd,Fair Lawn,Bergen,Bergen,1.00,440.40
Robin Feldman,230124,Fu's Chinese (P) Rest.,227 S Sparta Ave,Sparta,Sussex,Sussex,1.00,428.40
Allison Scott,17006,The Yard,289 Belmont Ave,Haledon,Passaic,Passaic,1.00,428.00
Brian Sengebush,190108,Harrigan's Rest. (P),144 Main Rd,Montville,Morris,Morris 1,1.00,425.67
Brian Sengebush,230407,Fountain House (Z),439 NJ-94,Newton,Sussex,Sussex,1.00,425.00
Robin Feldman,15079,American Lgn Totowa,180 Union Blvd,Totowa,Passaic,Passaic,1.00,424.17
Allison Scott,23020,Clifton City Tavern(P),709 Van Houten Avenue,Clifton,Passaic,Passaic,1.00,423.00
Brian Sengebush,190707,The Exchange,160 E Main St,Rockaway,Morris,Morris 1,1.00,423.00
Robin Feldman,190607,Rockaway River Cc(P),39 Pocono Rd,Denville,Morris,Morris 1,1.00,420.00
Robin Feldman,12006,Novelli (P),2410 Hamburg Turnpike,Wayne,Passaic,Passaic,1.00,418.00
Robin Feldman,77013,William J. Mulligan VFW Post 281,6 Veterans Pl,Elmwood Park,Bergen,Bergen,1.00,417.00
Brian Sengebush,230422,Boomer Bar (P) & Grill,1 Co Rd 521,Newton,Sussex,Sussex,1.00,417.00
Nick Melissari,28020,Tejo Bar & Rest,318 Belleville Tpke,North Arlington,Bergen,Bergen,1.00,416.00
Robin Feldman,94016,Doc Watsons NJ,20 Elm St,Oakland,Bergen,Bergen,1.00,416.00
Paul Mclaughlin,56016,Chapala Grill - Bergenfield,52 S Washington Ave,Bergenfield,Bergen,Bergen,1.00,415.00
Dan Lagala,44035,O'Malleys Pub LLC DBA Blackbird Pub,658 Anderson Ave,Cliffside Park,Bergen,Bergen,1.00,413.00
Robin Feldman,57015,Elks Post 2290 (Z),1 Patrolman Ray Woods Dr,New Milford,Bergen,Bergen,1.00,408.00
Brian Sengebush,191719,American Lgn Stanhope,119 NJ-183,Stanhope,Sussex,Sussex,1.00,408.00
Allison Scott,14002,Applebee's (Totowa) (A),465 Rt 46 West,Totowa,Passaic,Passaic,1.00,404.00
Chris Payton,81012,Dutch House,24-07 Fair Lawn Ave,Fair Lawn,Bergen,Bergen,1.00,403.00
Brian Sengebush,190813,Picatinney Golf(NAFIB4-22-A-0036),Bldg 121b,Picatinny,Morris,Morris 1,1.00,402.00
Derrick Laws,22053,Rincon Centroamericano,197 Market St,Paterson,Passaic,Passaic,1.00,400.00
Pablo Lopez,20081,Hacienda (P),102 Mclean Blvd,Paterson,Passaic,Passaic,1.00,399.00
Matt Powierski,36025,Karol's Pub (A),252 Maple Ave,Wallington,Bergen,Bergen,1.00,399.00
Mike Ast,84007,Steel Wheel Tavern,51 N Broad St,Ridgewood,Bergen,Bergen,1.00,397.33
Robin Feldman,74002,Elks Post 1562,523 Kinderkamack Rd,Westwood,Bergen,Bergen,1.00,396.00
Pablo Lopez,20108,5th Avenue (P) Tavern,138 5th Ave,Paterson,Passaic,Passaic,1.00,395.00
Anthony Palmisano,231803,High Point Gc/Rest (P),342 Shore Drive,Montague,Sussex,Sussex,1.00,393.00
Office Tell Sell,20103,Moonlight (P) Lounge,100 Market St,Paterson,Passaic,Passaic,1.00,389.00
Paul Mclaughlin,81015,Fair Lawn Athletic Club,14-19 Paramelee Ave,Fair Lawn,Bergen,Bergen,1.00,389.00
Brian Sengebush,190205,Sharky's West (P),108 Boonton Ave,Boonton,Morris,Morris 1,1.00,386.00
Brian Sengebush,191704,Stonewood Tavern,239 Us-206 S.,Byram,Sussex,Sussex,1.00,385.60
Allison Scott,25078,The Shannon Rose (A),98 Kingsland Rd,Clifton,Passaic,Passaic,1.00,385.00
Paul Mclaughlin,62010,LUCIOS,208 Piermont Rd,Closter,Bergen,Bergen,1.00,383.50
Brian Sengebush,230411,Cesco's Pizza (P),538 State Route 94 South,Fredon Township,Sussex,Sussex,1.00,381.40
Brian Sengebush,191510,Lola's Restaurant,300 Lakeside Ave,Hopatcong,Sussex,Sussex,1.00,381.33
Anthony Palmisano,1033,D'Boathaus Restaurant,322 Lakeside Road,Hewitt,Passaic,Passaic-FF,1.00,381.00
Allison Scott,12037,Maggies Town Tavern Ii,1082 Hamburg Turnpike,Wayne,Passaic,Passaic,1.00,381.00
Paul Mclaughlin,52030,Sofia,36 Engle St,Englewood,Bergen,Bergen,1.00,376.00
Pablo Lopez,25051,Portuguese Tavern Steak House,507 Crooks Ave,Clifton,Passaic,Passaic,1.00,375.00
Robin Feldman,30017,Renaissance Meadowlands,801 Rutherford Ave,Rutherford,Bergen,Bergen,1.00,374.17
Allison Scott,15006,Great Notch Inn(Z),400 Us 46 West,Little Falls,Passaic,Passaic,1.00,373.17
Nick Melissari,31023,Applebee's Garfield (A),186 Passaic St,Garfield,Bergen,Bergen,1.00,371.00
Robin Feldman,192156,Hapgoods Restaurant,44 Midvale Rd,Mountain Lakes,Morris,Morris 1,1.00,370.33
Allison Scott,19012,Bottagra Rest (P),80 Wagaraw Road,Hawthorne,Passaic,Passaic,1.00,370.17
Derrick Laws,20048,Downtown Cafe (P),29 Church St,Paterson,Passaic,Passaic,1.00,370.00
Allison Scott,12036,Brokedown Palace,95 Mountainview Blvd,Wayne,Passaic,Passaic,1.00,367.17
Nick Melissari,88003,W's Village Grille,71 Crescent Ave,Waldwick,Bergen,Bergen,1.00,363.00
Anthony Palmisano,231206,Vfw 8441 Vernon,313 NJ-94,Vernon,Sussex,Sussex,1.00,362.00
Chris Payton,80029,Seoul Galbi,123 Paramus Rd,Paramus,Bergen,Bergen,1.00,358.00
Robin Feldman,62015,Elks Lodge 2304(Z),148 Rail Road Ave,Closter,Bergen,Bergen,1.00,355.00
Allison Scott,24054,Upper Montclair Cc (A),177 Hepburn Rd,Clifton,Passaic,Passaic,1.00,354.67
Paul Mclaughlin,59005,Hackensack Golf (A),880 Soldier Hill Rd,Oradell,Bergen,Bergen,1.00,351.00
Brian Sengebush,191509,The Beacon,453 River Styx Rd,Hopatcong,Sussex,Sussex,1.00,351.00
Paul Mclaughlin,57007,New Bridge Inn(A),105 Old New Bridge Rd,New Milford,Bergen,Bergen,1.00,349.00
Brian Sengebush,230109,Skyview Golf Course (A),226 Lafayette Rd,Sparta,Sussex,Sussex,1.00,348.00
Javier Melo,27039,Venus Bar & Restaurant,68 Central Ave,Passaic,Passaic,Passaic,1.00,348.00
Pablo Lopez,24032,El Dorado Rest (Z),255 Parker Ave,Clifton,Passaic,Passaic,1.00,348.00
Allison Scott,25077,Chevy's Fresh Mex (A)Clif,365 Rte 3 East,Clifton,Passaic,Passaic,1.00,347.00
Nick Melissari,77031,Parkway Lanes,200 Rt 46 East,Elmwood Park,Bergen,Bergen,1.00,342.00
Nick Melissari,93002,Roxanne's A),150 Franklin Tpk,Mahwah,Bergen,Bergen,1.00,341.00
Robin Feldman,191219,Berkshire Valley Gc,28 Cozy Lake Rd,Oak Ridge,Morris,Morris 1,1.00,341.00
Robin Feldman,28015,K Of C N Arlington (Z),194 River Rd,North Arlington,Bergen,Bergen,1.00,340.00
Allison Scott,14010,Uncorked (P),650 Union Blvd,Totowa,Passaic,Passaic,1.00,339.33
Anthony Palmisano,1002,Country Cottage Rest (P),1745 Macopin Rd,West Milford,Passaic,Passaic-FF,1.00,338.00
Nick Melissari,37011,The Firehouse,42 Plauderville Ave,Garfield,Bergen,Bergen,1.00,338.00
Brian Sengebush,190918,Luna Restaurant & Bar,42 N Main St,Wharton,Morris,Morris 1,1.00,336.00
Anthony Palmisano,230119,Smokey's Brick Oven Tav.,2 Vernon Crossing Road,Glenwood,Sussex,Sussex,1.00,332.00
Allison Scott,10010,Sunset Valley G C (A),47 W Sunset Road,Pompton Plains,Morris,Morris 3,1.00,331.00
Allison Scott,19011,Las Maravillas Restaurant,410 Wagaraw Road,Hawthorne,Passaic,Passaic,1.00,331.00
Allison Scott,12041,Cheesecake Fact (A)Wayne,1700 Willowbrook Mall,Wayne,Passaic,Passaic,1.00,331.00
Brian Sengebush,191706,Freddy's Lake House Bar And Grill,172 Lackawanna Dr,Stanhope,Sussex,Morris 1,1.00,330.00
Anthony Palmisano,231305,Early American Tavern,9 Main St,Sussex,Sussex,Sussex,1.00,329.17
Allison Scott,14008,The Barnyard and Carriage House,754 Totowa Road,Totowa,Passaic,Passaic,1.00,329.00
Mike Ast,95001,Pazza,794 Franklin Ave,Franklin Lakes,Bergen,Bergen,1.00,328.00
Robin Feldman,80019,Kiku Restaurant,365 Rte 17 So.,Paramus,Bergen,Bergen,1.00,326.00
Robin Feldman,95002,Indian Trail Club,830 Franklin Lakes Rd,Franklin Lakes,Bergen,Bergen,1.00,324.00
Dan Lagala,44047,Sedona Tap House,679 Anderson Ave,Cliffside Park,Bergen,Bergen,1.00,323.00
Pablo Lopez,22019,Noches De Colombia (Paterson),365 21st Avenue,Paterson,Passaic,Passaic,1.00,323.00
Nick Melissari,28024,N Arlington Bowl O Drome,200 Schuyler Ave,North Arlington,Bergen,Bergen,1.00,322.00
Allison Scott,25082,Crab Island Cajun Seafood & Bar,1016 Main Ave,Clifton,Passaic,Passaic,1.00,321.00
Robin Feldman,34016,Vfw Hasbrouck (A),513 Veterans Pl,Hasbrouck Heights,Bergen,Bergen,1.00,320.33
Nick Melissari,96010,Aldo's Italian Rest(Z),640 Wyckoff Ave,Wyckoff,Bergen,Bergen,1.00,320.00
Allison Scott,25027,Sportzone B&G (P),593 Van Houten Ave,Clifton,Passaic,Passaic,1.00,320.00
Brian Sengebush,191521,Patricks Pub (P),470 River Styx Rd,Hopatcong,Sussex,Sussex,1.00,317.00
Paul Mclaughlin,67002,Brady's Fox Hunt Inn,201 Livingston St,Northvale,Bergen,Bergen,1.00,317.00
Derrick Laws,15008,Westmount Country Club,728 Rifle Camp Road,Woodland Park,Passaic,Passaic,1.00,317.00
Allison Scott,15067,Naxos Estiatorio,1738 Rt 46 W,Woodland Park,Passaic,Passaic,1.00,316.00
Paul Mclaughlin,69007,Florentine Garden,97 Rivervale Road,Rivervale,Bergen,Bergen,1.00,316.00
Brian Sengebush,191808,La Mezcalita,331 Rt 46 East,Budd Lake,Morris,Morris 1,1.00,316.00
Paul Mclaughlin,71001,Peppercorn's,176 Colony Ave,Park Ridge,Bergen,Bergen,1.00,315.00
Nick Melissari,94003,Segovia Tavern,110 W Oakland Ave,Oakland,Bergen,Bergen,1.00,314.00
Brian Sengebush,190220,Reservoir Tavern(A),92 Parsippany Blvd,Boonton,Morris,Morris 1,1.00,314.00
Nick Melissari,37045,Los Cantaritos Cantina,791 Midland Ave,Garfield,Bergen,Bergen,1.00,314.00
Nick Melissari,41013,Viva Margarita Hackensack,774 Main St,Hackensack,Bergen,Bergen,1.00,313.00
Dan Lagala,49034,In Napoli (A),116 Main St,Fort Lee,Bergen,Bergen,1.00,313.00
Nick Melissari,78014,Longhorn Steak Rochele Pk,160 Rte 17 North,Rochelle Park,Bergen,Bergen,1.00,311.00
Dan Lagala,53004,Lefkes Restaurant,495 Sylvan Ave,Englewood Cliff,Bergen,Bergen,1.00,311.00
Nick Melissari,37070,The Hive Bar & Bistro,142 Outwater Lane,Garfield,Bergen,Bergen,1.00,310.00
Nick Melissari,92002,Anthony's CF Pizza (A) (Ramsey),984 Route 17 No Suite B,Ramsey,Bergen,Bergen,1.00,310.00
Matt Powierski,77014,Blvd Bar & Grill (Z),401 Boulevard,Elmwood Park,Bergen,Bergen,1.00,309.00
Nick Melissari,49049,The Metropolitan Lounge,190 River Rd,Edgewater,Bergen,Bergen,1.00,305.00
Nick Melissari,92004,Brothers Smokehouse,900 Rte 17 No,Ramsey,Bergen,Bergen,1.00,304.00
Paul Mclaughlin,52014,El Tango,22-24 N Van Brunt St,Englewood,Bergen,Bergen,1.00,304.00
Robin Feldman,73007,Bensi (P),387 Washington Ave,Hillsdale,Bergen,Bergen,1.00,300.00
Javier Melo,27018,Cantina Bar,165 Passaic St,Passaic,Passaic,Passaic,1.00,300.00
Dan Lagala,43031,La Fortuna (P),430 Kamena St,Fairview,Bergen,Bergen,1.00,300.00
Pablo Lopez,27145,LOTUS,822 Main Ave,Passaic,Passaic,Passaic,1.00,299.00
Brian Sengebush,231718,Jumboland Diner,438 US-206,Branchville,Sussex,Sussex,1.00,294.00
Matt Powierski,36043,Sports Bar & Liquors,171 Hathaway St,Wallington,Bergen,Bergen,1.00,292.00
Robin Feldman,24043,Valley Regency,1129 Valley Road,Clifton,Passaic,Passaic,1.00,292.00
Anthony Palmisano,6001,Cafe' Chameleon,60 Main St,Bloomingdale,Passaic,Passaic,1.00,291.00
Chris Payton,80035,Arcola Country C.,24 Paramus Rd,Paramus,Bergen,Bergen,1.00,290.50
Robin Feldman,71010,Elks Post 2234,13 Sulak Lane,Park Ridge,Bergen,Bergen,1.00,290.00
Allison Scott,12001,T Bowl Tavern (Z),300 Preakness Shop Ctr,Wayne,Passaic,Passaic,1.00,283.00
Brian Sengebush,191805,Pavilion Lounge(Z),44 Sand Shore Rd,Budd Lake,Morris,Morris 1,1.00,283.00
Pablo Lopez,27073,Noches De Colombia (Passaic),210 Madison St,Passaic,Passaic,Passaic,1.00,282.00
Brian Sengebush,190903,Taphouse 15,75 NJ-15,Wharton,Morris,Morris 1,1.00,281.00
Paul Mclaughlin,51014,Marriott (A) Teaneck,100 Frank Burr Blvd,Teaneck,Bergen,Bergen,1.00,281.00
Robin Feldman,12047,American Lgn 174 Wayne,55 Mountain View Blvd,Wayne,Passaic,Passaic,1.00,280.50
Brian Sengebush,190606,Peace Pipe Cc (P),1 Lee Road,Denville,Morris,Morris 1,1.00,278.00
Brian Sengebush,191006,Gatwyns II (P),900 Route 15 North,Lake Hopatcong,Morris,Morris 1,1.00,278.00
Nick Melissari,35005,Chile,187 Hackensack St,Woodridge,Bergen,Bergen,1.00,278.00
Robin Feldman,74014,American Lgn (Z) (Westwood),264 Washington Ave,Westwood,Bergen,Bergen,1.00,278.00
Javier Melo,24018,Agave Cantina Mexicana,421 Piaget Ave,Clifton,Passaic,Passaic,1.00,277.00
Robin Feldman,76022,American Lgn (Z) (Saddle Brook),302 Midland Ave,Saddle Brook,Bergen,Bergen,1.00,277.00
Robin Feldman,191203,American Lgn Oak Ridge Post 423,28 Legion Road,Oak Ridge,Morris,Morris 1,1.00,275.00
Allison Scott,24056,Jaime's (A),915 Bloomfield Ave,Clifton,Passaic,Passaic,1.00,275.00
Nick Melissari,31047,Jarana,1 American Dream Way,East Rutherford,Bergen,Bergen,1.00,274.00
Robin Feldman,52027,American Lgn 58 (A) Englewood,151 W Forest Ave,Englewood,Bergen,Bergen,1.00,274.00
Brian Sengebush,191715,Shakey Jake's (P),134 NJ-183,Stanhope,Sussex,Sussex,1.00,274.00
Brian Sengebush,190102,Lake Valhalla Club (P),13 Vista Rd,Montville,Morris,Morris 1,1.00,273.00
Anthony Palmisano,191208,The Grill Room,53 Schoolhouse Road,Oak Ridge,Morris,Morris 1,1.00,272.00
Brian Sengebush,1024,Buffalo Wild Wings (Rockaway),343 Mount Hope Ave,Rockaway,Morris,Morris 1,1.00,272.00
Paul Mclaughlin,52033,Blue Akai,23 E Palisade Ave,Englewood,Bergen,Bergen,1.00,271.00
Paul Mclaughlin,63002,Alpine C.C. (Z),80 Anderson Ave,Demarest,Bergen,Bergen,1.00,271.00
Dan Lagala,49065,Haven Rest/Bar (A),2 Main St,Edgewater,Bergen,Bergen,1.00,271.00
Nick Melissari,31028,The Union Bar & Provisions,170 Union Ave,East Rutherford,Bergen,Bergen,1.00,271.00
Nick Melissari,94013,Portobello Feasts,175 Ramapo Valley Rd,Oakland,Bergen,Bergen,1.00,271.00
Robin Feldman,12023,The Village Inn,422 Runnymede Drive,Wayne,Passaic,Passaic,1.00,270.75
Nick Melissari,80024,Applebee's Paramus,Fashion Ctr Mall Rt17 N,Paramus,Bergen,Bergen,1.00,270.00
Paul Mclaughlin,67014,The Rockleigh C C (P),26 Paris Ave,Rockleigh,Bergen,Bergen,1.00,269.33
Brian Sengebush,230122,Krogh's Restaurant & Brew Pub,23 White Deer Plaza,Sparta,Sussex,Sussex,1.00,269.17
Nick Melissari,41033,Applebee's (A) Hackensack,450 Hackensack Ave.,Hackensack,Bergen,Bergen,1.00,269.00
Allison Scott,10001,cherry's,23 NJ-23,Pequannock,Morris,Morris 3,1.00,267.00
Michael Harboy,12003,Whole Foods Market (Wayne),580 Valley Road,Wayne,Passaic,Passaic,1.00,267.00
Anthony Palmisano,231214,Mt Creek Kink (So)A,130 Rt 94 N,Mcafee,Sussex,Sussex,1.00,266.00
Allison Scott,9002,Tavern 5_2,710 Newark Pompton Turnpi,Pompton Plains,Morris,Morris 3,1.00,265.00
Brian Sengebush,230430,Applebee's Grill(A)Newton,6 North Park Drive,Newton,Sussex,Sussex,1.00,264.00
Nick Melissari,31049,Marcus Live Bar & Grille,1 American Dream Way,East Rutherford,Bergen,Bergen,1.00,264.00
Pablo Lopez,21042,Marcet Cafe,1011 Market St,Paterson,Passaic,Passaic,1.00,263.00
Allison Scott,15070,Brownstone House,351 W Broadway,Paterson,Passaic,Passaic,1.00,262.00
Dan Lagala,49016,Ipic Theaters,2023 Hudson St,Fort Lee,Bergen,Bergen,1.00,260.00
Paul Mclaughlin,41020,Lidos Restaurant (P),701 Main St,Hackensack,Bergen,Bergen,1.00,260.00
Derrick Laws,27027,Shamrock B&G (P),13 Hoover Ave,Passaic,Passaic,Passaic,1.00,259.00
Matt Powierski,42017,Cast Iron Pot Signature,260 Bergen Turnpike,Little Ferry,Bergen,Bergen,1.00,258.00
Pablo Lopez,33005,La Havana 59,110 Moonachie Ave,Moonachie,Bergen,Bergen,1.00,257.33
Robin Feldman,231708,American Lgn Branchville,325 Us-206,Branchville,Sussex,Sussex,1.00,257.00
Paul Mclaughlin,50015,PUB 178,178 Cedar Lane,Teaneck,Bergen,Bergen,1.00,256.00
Brian Sengebush,191507,The Windlass Rest (A),45 Nolans Point Park Rd,Lake Hopatcong,Morris,Morris 1,1.00,255.00
Brian Sengebush,191618,Polo's Bar And Grill,140 ledgewood ave,Netcong,Morris,Morris 1,1.00,255.00
Paul Mclaughlin,61004,Andiamo,23 Hardenburgh Ave,Haworth,Bergen,Bergen,1.00,254.17
Allison Scott,8006,pompton crafthouse,23 Wanaque Ave,Pompton Lakes,Passaic,Passaic-FF,1.00,251.67
Nick Melissari,94004,Hansil's Bar (P),7 Ramapo Valley Rd.,Oakland,Bergen,Bergen,1.00,251.00
Paul Mclaughlin,69003,Edgewood Country Club,449 Rivervale Rd,Rivervale,Bergen,Bergen,1.00,250.33
Robin Feldman,190919,Amer Lgn Of Wharton 91,99 N Main St,Wharton,Morris,Morris 1,1.00,250.17
Paul Mclaughlin,81003,Fair Lawn Lanes (P),22-22 Maple Ave,Fair Lawn,Bergen,Bergen,1.00,250.00
Allison Scott,24039,Veterans Post (9),147 Huron Ave,Clifton,Passaic,Passaic,1.00,248.00
Chris Payton,81018,B R C Catering (P),24-20 Broadway,Fair Lawn,Bergen,Bergen,1.00,247.00
Paul Mclaughlin,62003,Stern And Bow,171 Schraalenburgh Rd,Closter,Bergen,Bergen,1.00,247.00
Matt Powierski,37038,Wisla Center (Z),73 Main St,Garfield,Bergen,Bergen,1.00,247.00
Pablo Lopez,27099,Mama Sushi Rest & Lounge,663 Main Ave,Passaic,Passaic,Passaic,1.00,246.00
Allison Scott,24038,J. Alexander's Restaurant,405 Allwood Road,Clifton,Passaic,Passaic,1.00,244.00
Robin Feldman,230302,Perona Farms,350 Andover Sparta Rd,Andover,Sussex,Sussex,1.00,244.00
Paul Mclaughlin,71011,Marriott (P) Park Ridge,300 Brae Blvd,Park Ridge,Bergen,Bergen,1.00,243.17
Anthony Palmisano,191209,Valley Tavern,5604 Berkshire Valley Rd,Oak Ridge,Morris,Morris 1,1.00,243.00
Allison Scott,12051,Packanack Golf (P),7 Osborne Terrace,Wayne,Passaic,Passaic,1.00,243.00
Nick Melissari,80054,Chili's Paramus,75 Rt17 Garden State Pl,Paramus,Bergen,Bergen,1.00,243.00
